bbl,bin,jobnum,year,units,counits,zonedist,zonedistb,spdist,cd,lat,long,geometry,index_right,bbl_pluto,lotarea,lotfront,lottype,bldgclass,zonedist1,overlay1,spdist1
1001060002,1086078,103935191,2010,3,3,C6-2A, ,S,101,40.70884011,-74.00113779,POINT (-74.00113779 40.70884011),1258,1001060002.0,1866,25.0,5,C0,C6-2A,,LM
1013227502,1038040,103964088,2010,76,76,C1-9, , ,106,40.75419321,-73.96942678,POINT (-73.96942678000001 40.75419321),23560,1013227502.0,8960,90.42,0,RM,C1-9,,
1002197505,1088677,104014781,2011,7,7,C6-2A, , ,101,40.7224993,-74.00875444,POINT (-74.00875444 40.7224993),609,1002197505.0,5317,51.67,0,R1,C6-2A,,TMU
1019130038,1057953,104035312,2015,13,13,R7-2, , ,110,40.81041792,-73.94431989,POINT (-73.94431989 40.81041792),35550,1019130038.0,2648,26.5,5,C1,R7-2,,
1015157504,1088727,104086230,2010,6,6,R10, , ,108,40.78059919,-73.95640391,POINT (-73.95640391000001 40.78059919),23733,1015157504.0,1952,19.0,3,R1,R10,,PI
1008810060,1088613,104090715,2011,8,8,C6-2, , ,106,40.74113366,-73.98306871,POINT (-73.98306871 40.74113366),16252,1008810060.0,1876,38.0,5,D6,C6-2A,,
1019537502,1087740,104093428,2017,11,11,R7-2, , ,109,40.81197239,-73.95290168,POINT (-73.95290168 40.81197239),38743,1019537502.0,2498,25.0,5,R1,R7A,,
1004380018,1087563,104108243,2010,11,11,R7-2, , ,103,40.72872072,-73.98301921,POINT (-73.98301920999999 40.72872072),5541,1004380018.0,2369,25.0,5,D3,R8B,,
1016817503,1081362,104126802,2011,35,35,R7A, , ,111,40.79204715,-73.93937586,POINT (-73.93937586 40.79204715),30929,1016817503.0,7569,75.0,0,R4,R7A,,
1022380014,1088127,104136793,2011,22,22,R7-2, , ,112,40.86748162,-73.92407795,POINT (-73.92407795 40.86748162),38679,1022380014.0,5000,50.0,5,D6,R7A,,
1019280005,1088142,104149930,2016,6,6,R7A, , ,110,40.80819377,-73.95195563,POINT (-73.95195563 40.80819377),31648,1019280005.0,2018,20.0,5,C2,R7A,,
1017090015,1089523,104160916,2019,13,13,R7B, , ,111,40.79495528,-73.93452785,POINT (-73.93452784999999 40.79495528),31127,1017090015.0,4037,40.0,5,D1,R7B,,
1018487504,1088149,104196816,2011,4,4,R7A, , ,110,40.80381042,-73.95653431,POINT (-73.95653431 40.80381042),33562,1018487504.0,1682,16.67,0,R1,R7A,,
1000537502,1088442,104215010,2010,223,440,C6-9, ,LM,101,40.70920606,-74.01367584,POINT (-74.01367584 40.70920606),626,1000537502.0,14217,116.33,0,RM,C6-9,,LM
1008330040,1088687,104224778,2017,1,1,C5-2, , ,105,40.74682312,-73.98611576,POINT (-73.98611576 40.74682312),14855,1008330040.0,2000,20.0,5,O6,C5-2,,
1016600024,1052468,104226035,2013,16,16,R8A, , ,111,40.79360172,-73.9406735,POINT (-73.9406735 40.79360172),25457,1016600024.0,2525,25.25,5,D6,R9A,C2-5,EHC/TA
1018250043,1087969,104251587,2010,21,21,C1-4,R7-2, ,110,40.80222315,-73.95088113,POINT (-73.95088113 40.80222315),32812,1018250043.0,5046,50.0,5,D7,R7-2,C1-4,
1001007502,1087485,104293774,2011,898,898,C6-4, , ,101,40.71089908,-74.00561058,POINT (-74.00561058 40.71089908),1251,1001007502.0,41370,210.37,0,RM,C6-4,,LM
1017720009,1088783,104308740,2010,50,50,R7-2, , ,111,40.80349251,-73.93890229,POINT (-73.93890229 40.80349251),32028,1017720009.0,10092,100.0,5,D1,R7-2,,
1019537503,1089730,104309687,2014,12,12,R7-2, , ,109,40.81200034,-73.95298085,POINT (-73.95298085 40.81200034),38746,1019537503.0,2498,25.0,0,R4,R7A,,
1002847504,1083411,104314939,2018,20,20,C1-5,R7-2, ,103,40.71379366,-73.98906872,POINT (-73.98906872000001 40.71379366),3343,1002847504.0,5871,26.08,4,RM,R7-2,C1-5,
1003787501,1089859,104315117,2016,30,30,R8A, , ,103,40.72398816,-73.97633794,POINT (-73.97633793999999 40.72398816),1463,1003787501.0,4324,67.12,0,RD,R8A,C1-5,
1020067501,1089124,104320110,2010,15,15,R7-2, , ,110,40.81619564,-73.94037089,POINT (-73.94037089 40.81619564),32339,1020067501.0,4996,50.0,5,R4,R7-2,,
1020077502,1087838,104320129,2010,17,17,C1-4,R7-2, ,110,40.81751522,-73.94164251,POINT (-73.94164250999999 40.81751522),32353,1020077502.0,5000,50.0,5,RM,R7-2,C1-4,
1004067503,1089863,104325650,2016,11,11,R8B, , ,103,40.72890245,-73.97939905,POINT (-73.97939905 40.72890245),4608,1004067503.0,2581,0.0,0,R4,R8B,,
1013697502,1040540,104335667,2010,6,6,R10, , ,106,40.75793795,-73.96140802,POINT (-73.96140801999999 40.75793795),24510,1013697502.0,2008,20.0,5,R1,R10,,
1001070028,1088490,104340713,2012,40,40,C6-2A, , ,101,40.70841951,-74.00075798,POINT (-74.00075798 40.70841951),248,1001070028.0,5499,69.58,3,D6,C6-2A,,LM
1007467507,1087987,104349821,2010,14,14,C1-6, , ,104,40.74591552,-74.00060972,POINT (-74.00060972 40.74591552),12625,1007467507.0,4938,50.0,5,R4,C1-6A,,
1015297501,1048713,104359196,2012,3,3,R8B, , ,108,40.77672497,-73.9535768,POINT (-73.95357679999999 40.77672497),29014,1015297501.0,2597,25.42,0,R6,R8B,,
1004150010,1089458,104369844,2016,1,1,C6-1, , ,103,40.72014998,-73.99067484,POINT (-73.99067484 40.72014998),1892,1004150010.0,2228,25.25,5,M1,C4-4A,,
1006940039,1087591,104383613,2011,111,111,C6-3A,C6-2, ,104,40.74753519,-74.00468742,POINT (-74.00468742 40.74753519),11589,1006940039.0,13578,135.75,3,D8,C6-3A,,WCh
1005077502,1088895,104400300,2013,24,24,C6-1, , ,102,40.723085,-73.993376,POINT (-73.993376 40.723085),4312,1005077502.0,7685,21.0,0,RM,C6-1,,LI
1003537503,1088708,104403511,2011,24,24,R7A, , ,103,40.719292,-73.987183,POINT (-73.987183 40.719292),3873,1003537503.0,6158,71.57,0,R4,R7A,,
1003450058,1088482,104408071,2010,248,248,R7-2, , ,103,40.72048354,-73.98173808,POINT (-73.98173808 40.72048354),3879,1003450058.0,15269,150.0,5,D9,R8A,,
1001497502,1087951,104409766,2011,84,84,C6-4A,C6-3A, ,101,40.71461182,-74.00636952,POINT (-74.00636952000001 40.71461182),1815,1001497502.0,6824,50.0,0,RM,C6-4A,,
1006967502,1088748,104415633,2010,18,18,C6-3, , ,104,40.74874781,-74.00384311,POINT (-74.00384311000001 40.74874781),11480,1006967503.0,5520,78.92,3,RM,C6-3,,WCh
1020117501,1060104,104429968,2010,10,10,R7-2, , ,110,40.81947054,-73.93929515,POINT (-73.93929515000001 40.81947054),32376,1020117501.0,2698,27.0,5,RM,R7-2,,
1005957505,1088839,104439546,2011,9,9,M1-5,M2-4,TMU,101,40.724795,-74.009875,POINT (-74.00987499999999 40.724795),6516,1005957505.0,5837,113.0,0,R1,C6-2A,,TMU
1002837503,1089025,104441695,2012,23,23,C6-2, , ,103,40.7141886,-73.99156317,POINT (-73.99156317000001 40.7141886),3330,1002837503.0,4695,50.0,0,RM,C6-2,,
1002767503,1088682,104444996,2010,28,28,R7-2, , ,103,40.71171792,-73.99501294,POINT (-73.99501294 40.71171792),2603,1002767503.0,7538,0.0,0,RM,R7-2,,
1018287506,1088153,104471938,2010,36,36,R7-2, , ,110,40.80170672,-73.95641083,POINT (-73.95641083 40.80170672),35155,1018287506.0,9461,93.75,5,R4,R7A,,
1016447502,1052311,104500238,2010,19,19,C1-4,R7-2, ,111,40.79898699,-73.94085023,POINT (-73.94085023 40.79898699),31283,1016440050.0,5046,50.0,5,D1,R7D,C1-5,EHC
1016447501,1088162,104500693,2010,22,22,R7A, , ,111,40.79879816,-73.94038377,POINT (-73.94038377 40.79879816),30760,1016440043.0,6848,75.0,5,D3,R7A,,
1005947510,1089837,104502566,2016,31,31,C6-2A, , ,102,40.72494837,-74.00871534,POINT (-74.00871533999999 40.72494837),9675,1005947510.0,9015,154.19,0,RD,C6-2A,,
1017360001,1083987,104510218,2018,64,64,R7-2, , ,110,40.81618835,-73.93887635,POINT (-73.93887635 40.81618835),33552,1017360001.0,16986,199.83,2,D5,R7-2,C1-4,
1019530030,1059340,104512591,2010,8,8,C1-4,R7-2, ,110,40.81113843,-73.95087471,POINT (-73.95087470999999 40.81113843),37000,1019530030.0,2500,25.0,5,D6,R7-2,C1-4,
1020650022,1061578,104523464,2010,16,16,R7-2, , ,109,40.82779136,-73.94325836,POINT (-73.94325836 40.82779136),33987,1020650022.0,4996,50.0,5,D7,R7A,,
1015447502,1077060,104529413,2010,7,7,R8B, ,TA,108,40.77491093,-73.95323941,POINT (-73.95323940999999 40.77491093),24112,1015447502.0,2554,25.0,0,R1,R8B,,TA
1010637502,1087823,104530562,2010,83,83,C6-2, , ,104,40.76601993,-73.98848616,POINT (-73.98848615999999 40.76601993),19497,1010637502.0,34780,300.0,0,RM,C6-2,,CL
1020627501,1089332,104531231,2013,12,12,R7-2,C1-4, ,109,40.8259075,-73.94374916,POINT (-73.94374916 40.8259075),41109,1020627501.0,2500,25.0,0,R4,R6A,C1-4,
1011697502,1088577,104550022,2010,33,33,C4-6A,R10A, ,107,40.78273159,-73.98007295,POINT (-73.98007294999999 40.78273159),14602,1011697502.0,5108,50.0,0,R4,C4-6A,,EC-3
1021550026,1063701,104551414,2015,16,36,R7-2, , ,112,40.84856795,-73.93128259,POINT (-73.93128259 40.84856795),44898,1021550026.0,4970,50.0,5,H3,R7-2,C2-4,
1013447503,1089775,104560235,2015,123,123,C1-9,R8B, ,106,40.7555799,-73.96755747,POINT (-73.96755747 40.7555799),23996,1013447503.0,15053,125.42,3,RM,C1-9,,
1015540023,1087665,104563401,2010,113,105,R8B,C2-8, ,108,40.78038957,-73.94721705,POINT (-73.94721705000001 40.78038957),29838,1015540023.0,10000,100.0,3,D4,C2-8,,
1021807504,1088734,104566578,2010,40,40,R7-2, , ,112,40.8568682,-73.93394925,POINT (-73.93394925 40.8568682),37784,1021807504.0,9737,57.24,5,R4,R7-2,,
1007367501,1089889,104576246,2014,108,194,C1-7A, , ,104,40.756409,-73.99451,POINT (-73.99451000000001 40.756409),8131,1007367501.0,14808,148.1,0,RM,C1-7A,,HY
1012607502,1034238,104579038,2010,53,53,C6-6,C6-4.5, ,105,40.7563228,-73.98220963,POINT (-73.98220963 40.7563228),22540,1012607502.0,6024,60.0,0,RM,C6-4.5,,MiD
1018487503,1088733,104585325,2010,73,73,R8,C1-4, ,110,40.80414455,-73.9560195,POINT (-73.9560195 40.80414455),28387,1018487503.0,18615,160.92,3,RM,R8A,C1-4,
1006957507,1088639,104589562,2011,11,11,C6-2A,C6-3A, ,104,40.74817338,-74.00467784,POINT (-74.00467784 40.74817338),11597,1006957507.0,3950,40.0,0,RM,C6-3A,,WCh
1016837502,1052875,104590435,2010,21,21,R7A, , ,111,40.79352858,-73.9389722,POINT (-73.93897219999999 40.79352858),25599,1016837502.0,5046,50.0,0,R4,R7A,,
1006417503,1087979,104603216,2010,12,12,C1-6A, , ,102,40.73771206,-74.00886883,POINT (-74.00886883 40.73771206),11323,1006417503.0,8795,110.46,5,R4,C1-6A,,
1018070015,1089085,104619646,2010,41,41,R7-2, , ,111,40.79754556,-73.93257965,POINT (-73.93257964999999 40.79754556),32671,1018070015.0,7569,75.0,5,N4,R7-2,,
1016617503,1076370,104624300,2014,12,12,R7A, , ,111,40.79445208,-73.94113871,POINT (-73.94113871 40.79445208),25499,1016617503.0,2523,25.0,0,R4,R7A,,
1007600068,1013606,104626031,2010,207,207,C6-4M, , ,104,40.75481661,-73.9943859,POINT (-73.9943859 40.75481661),12426,1007600068.0,12343,125.0,5,D8,C6-4M,,GC
1005090019,1082676,104626282,2013,9,9,C6-3, ,LI,102,40.72457956,-73.99491673,POINT (-73.99491673 40.72457956),4324,1005090019.0,2993,42.0,3,D6,C6-3,,LI
1019557502,1088814,104627254,2011,22,22,R8, , ,110,40.81262704,-73.95051924,POINT (-73.95051924000001 40.81262704),32076,1019557502.0,3458,40.37,5,R4,R8,C1-4,
1019167501,1088684,104627290,2011,8,8,R7-2, , ,110,40.81218036,-73.94367241,POINT (-73.94367241 40.81218036),30304,1019167501.0,1799,18.0,0,R1,R7-2,,
1016077503,1051489,104631150,2012,229,229,R9, , ,111,40.79116938,-73.95230254,POINT (-73.95230254000001 40.79116938),24913,1016077503.0,16507,177.5,5,RM,R9,,PI
1001907508,1088918,104631837,2012,6,6,M1-5, , ,101,40.719893,-74.006111,POINT (-74.006111 40.719893),2112,1001907508.0,4307,52.92,0,R1,C6-2A,,TMU
1008610004,1089951,104632319,2013,165,165,C5-2, , ,105,40.74671903,-73.98528503,POINT (-73.98528503 40.74671903),10060,1008610004.0,8400,56.0,5,D7,C5-2,,
1016317501,1089312,104644832,2013,42,42,C1-5,R7-2, ,111,40.79051154,-73.94718658,POINT (-73.94718657999999 40.79051154),30732,1016317501.0,9500,100.0,5,RM,R7-2,C1-5,
1017857502,1088601,104661037,2011,64,64,R7A,R8A, ,111,40.80060436,-73.93766711,POINT (-73.93766711000001 40.80060436),27505,1017857502.0,8580,78.92,5,RR,C4-6,,EHC
1005777504,1088513,104672481,2010,30,30,C6-2, , ,102,40.73615506,-73.99474269,POINT (-73.99474269 40.73615506),9139,1005777504.0,5163,50.0,5,RM,C6-2M,,
1005267502,1089989,104676931,2016,4,4,R7-2, , ,102,40.72882426,-74.00095242,POINT (-74.00095242 40.72882426),7688,1005267502.0,1857,0.0,0,RM,R7-2,C1-5,
1019320033,1087804,104693315,2010,46,46,C1-4,R7-2, ,110,40.81025766,-73.94793223,POINT (-73.94793223000001 40.81025766),31698,1019320033.0,11791,20.33,5,D7,R7-2,C1-4,
1003847505,1087923,104700094,2010,5,5,R7-2, , ,103,40.72143324,-73.98249851,POINT (-73.98249851 40.72143324),1473,1003847505.0,2075,24.75,0,RM,R8A,,
1018337506,1088631,104711689,2010,132,132,C1-5,R7-2, ,107,40.79432039,-73.96598152,POINT (-73.96598152 40.79432039),35279,1018337506.0,35100,260.0,5,RM,R7-2,C1-5,
1018337507,1088152,104711698,2010,63,63,C1-5,R7-2, ,107,40.79496684,-73.96562872,POINT (-73.96562872 40.79496684),27757,1018337507.0,16782,214.35,3,RM,R7-2,C1-5,
1018337505,1088481,104714677,2010,56,56,C1-5,R7-2, ,107,40.793794,-73.96646939,POINT (-73.96646939 40.793794),35277,1018337505.0,14000,175.0,3,RM,R7-2,C1-5,
1008947504,1088713,104718405,2014,125,125,R10, , ,106,40.74919882,-73.97735735,POINT (-73.97735735000001 40.74919882),17052,1008947504.0,3786,47.33,0,RM,R10,C1-5,
1008057502,1015146,104731300,2010,302,302,C6-4X,M1-6, ,105,40.74709463,-73.99015086,POINT (-73.99015086 40.74709463),9252,1008057502.0,32433,197.5,0,RM,C6-4X,,
1019270061,1089789,104735324,2014,41,41,R8A, , ,110,40.80797856,-73.95239508,POINT (-73.95239508 40.80797856),37941,1019270061.0,5000,50.0,3,D7,R8A,C2-4,
1000900017,1089790,104735912,2013,168,168,C5-5, , ,101,40.71088037,-74.00737278,POINT (-74.00737278 40.71088037),695,1000900017.0,9317,123.75,3,D7,C5-5,,LM
1007167505,1088185,104736680,2010,22,22,C2-5,R8A, ,104,40.74494473,-74.00575557,POINT (-74.00575557000001 40.74494473),11816,1007167505.0,6967,69.67,0,RM,R8A,C2-5,
1018307502,1087928,104739669,2010,38,38,R8A,C1-4, ,110,40.80319056,-73.95589418,POINT (-73.95589418 40.80319056),35219,1018307502.0,8074,100.92,3,RM,R8A,C1-4,
1009397501,1087841,104741969,2010,130,130,C1-9, , ,106,40.74397085,-73.97547081,POINT (-73.97547081 40.74397085),17841,1009397501.0,17281,175.0,5,RM,R8A,,TA
1005440065,1088207,104743495,2010,132,132,M1-5B, , ,102,40.72741083,-73.99181704,POINT (-73.99181704 40.72741083),8568,1005440065.0,13542,71.0,3,D6,M1-6/R10,,SNX
1008780045,1088656,104749881,2013,18,18,C2-8A, , ,106,40.73880302,-73.98371107,POINT (-73.98371107 40.73880302),16183,1008780045.0,2469,25.0,5,D6,C2-8A,,
1017957502,1054724,104750930,2010,11,11,R7A, , ,111,40.79806858,-73.93477665,POINT (-73.93477665 40.79806858),34704,1017957502.0,2523,25.0,5,R4,R7A,,
1020890045,1088132,104760288,2011,86,86,R8, , ,109,40.8255059,-73.95278901,POINT (-73.95278901 40.8255059),35133,1020890045.0,9992,100.0,5,D1,R8,,
1011587507,1088576,104766282,2010,310,310,R8, , ,107,40.77535556,-73.98446898,POINT (-73.98446898 40.77535556),20684,1011587507.0,50000,250.0,3,RM,R8,C2-5,
1007090031,1088724,104766479,2010,835,835,C2-8, , ,104,40.75706209,-73.99817401,POINT (-73.99817401 40.75706209),11521,1007090031.0,59263,300.0,3,D8,C2-8,,HY
1007010062,1088120,104767682,2010,369,369,C6-4, , ,104,40.75279698,-74.00329131,POINT (-74.00329130999999 40.75279698),11692,1007010062.0,27156,74.0,3,D8,C6-4,,WCh
1018237503,1088791,104773167,2011,12,12,R7-2, , ,110,40.80060308,-73.95180462,POINT (-73.95180462 40.80060308),32794,1018237503.0,2523,25.0,0,R4,R7-2,,
1004537501,1088706,104793190,2010,36,36,R7-2, , ,103,40.73013535,-73.98531131,POINT (-73.98531131 40.73013535),6117,1004537501.0,8397,81.33,0,R4,R8B,,
1016600038,1089423,104794616,2014,50,50,R7A, , ,111,40.79413859,-73.94135853,POINT (-73.94135853 40.79413859),31431,1016600038.0,8074,80.0,5,D1,R7A,,
1016810031,1089414,104794625,2014,34,34,R7A,R8A, ,111,40.79222562,-73.93878279,POINT (-73.93878279 40.79222562),32380,1016810031.0,5046,50.0,5,D1,R8A,C2-5,
1018477503,1088151,104797793,2010,28,28,R8A, , ,110,40.8028799,-73.95688391,POINT (-73.95688391 40.8028799),28353,1018477503.0,3750,37.5,5,RM,R8A,C1-4,
1001767501,1088646,104799648,2016,146,146,C6-4, , ,101,40.7176487,-74.00629861,POINT (-74.00629861 40.7176487),1613,1001767501.0,12518,124.92,0,RM,C6-4,,
1019417501,1088139,104814355,2010,12,12,C1-4, , ,110,40.81636141,-73.94556627,POINT (-73.94556627 40.81636141),38366,1019417501.0,2498,0.0,0,R4,R7-2,C1-4,
1014527501,1045197,104817913,2010,32,32,C1-9, , ,108,40.77202786,-73.9556533,POINT (-73.95565329999999 40.77202786),27448,1014527501.0,3243,0.0,5,RM,C1-9,,
1017880035,1089718,104829072,2016,22,22,R7-2, , ,111,40.80231239,-73.93509334,POINT (-73.93509333999999 40.80231239),32528,1017880035.0,5954,59.0,5,D1,R7B,,
1004697505,1088500,104834529,2010,47,47,C1-9A, , ,103,40.73296892,-73.98696159,POINT (-73.98696159000001 40.73296892),6552,1004697505.0,4426,28.5,0,RM,C1-9A,,
1019297504,1090411,104840932,2010,168,168,C2-4,R8A, ,110,40.80912043,-73.95144353,POINT (-73.95144353000001 40.80912043),36103,1019297504.0,15078,125.92,3,RM,C4-4D,C2-4,
1002927502,1088640,104844144,2017,83,83,C6-1G, , ,103,40.71527215,-73.99380199,POINT (-73.99380198999999 40.71527215),3452,1002927502.0,7718,125.75,0,RM,C6-1G,,
1010517502,1088437,104844581,2011,814,1483,C6-4, , ,104,40.75903156,-73.99497578,POINT (-73.99497578 40.75903156),18674,1010517502.0,54647,172.33,0,RM,C6-4,,CL
1016610024,1088161,104845107,2010,16,16,R8A,C1-5, ,111,40.79422997,-73.940217,POINT (-73.940217 40.79422997),31461,1016610024.0,2529,25.29,5,D1,R9A,C2-5,EHC
1011637503,1081034,104848658,2010,196,196,C4-6A, , ,107,40.77862278,-73.98246355,POINT (-73.98246355000001 40.77862278),14509,1011637503.0,14336,115.25,0,RM,C4-6A,,
1003100035,1089832,104854123,2016,10,10,C6-2, , ,103,40.7158129,-73.98997956,POINT (-73.98997955999999 40.7158129),3657,1003100035.0,2188,22.67,5,D3,C6-2,,
1010827501,1088726,104856942,2011,864,864,C6-3X, , ,104,40.76769607,-73.99214857,POINT (-73.99214857 40.76769607),19834,1010827501.0,94463,200.83,3,RM,C6-3X,,CL
1004700003,1088501,104858021,2010,5,5,C6-2G, , ,102,40.71942066,-73.99606439,POINT (-73.99606439 40.71942066),7020,1004700003.0,2319,24.67,5,D7,C6-2G,,LI
1020657501,1061573,104858049,2012,12,12,R7-2, , ,109,40.82813744,-73.94419394,POINT (-73.94419394000001 40.82813744),34001,1020657501.0,2498,25.0,0,R4,R7A,,
1016250016,1088689,104859191,2010,298,298,R7-2,C1-8X, ,111,40.78704766,-73.95054368,POINT (-73.95054368 40.78704766),30180,1016250016.0,28572,176.0,3,D6,C1-8X,,
1011717508,1087835,104863961,2010,286,286,R10, , ,107,40.7746071,-73.99078524,POINT (-73.99078523999999 40.7746071),20808,1011717508.0,36864,267.05,0,RM,R10,C2-5,
1017267501,1088395,104866316,2010,12,12,R7-2, , ,110,40.80924911,-73.9416296,POINT (-73.9416296 40.80924911),26613,1017267501.0,2498,25.0,5,R4,R7-2,,
1019270001,1088143,104870481,2013,11,11,R8A, , ,110,40.80756251,-73.95261167,POINT (-73.95261167 40.80756251),31043,1019270001.0,1976,32.33,3,D7,R8A,C2-4,
1011710148,1088271,104872014,2010,209,209,R10, , ,107,40.77442263,-73.99017902,POINT (-73.99017902 40.77442263),20871,1011710148.0,36369,116.57,3,D8,R10,C2-5,
1004767502,1088502,104878651,2010,7,7,M1-5A, , ,102,40.72282757,-74.00369687,POINT (-74.00369687 40.72282757),3308,1004767502.0,8223,0.0,0,RM,M1-5/R10,,SNX
1002187504,1088611,104879981,2010,21,21,M1-5, , ,101,40.72261338,-74.01026182,POINT (-74.01026182 40.72261338),2333,1002187504.0,9300,0.0,0,R4,C6-2A,,TMU
1003967501,1088495,104881371,2010,17,17,C1-6A, , ,103,40.72879624,-73.97825118,POINT (-73.97825118 40.72879624),1674,1003967501.0,4378,49.75,0,RM,C1-6A,,
1019087505,1088145,104888481,2012,8,8,R7-2, , ,110,40.80719085,-73.94764592,POINT (-73.94764592 40.80719085),35506,1019087505.0,3028,30.0,0,R1,R7-2,,
1019087504,1087830,104888702,2010,26,26,R7-2, , ,110,40.807088,-73.94737716,POINT (-73.94737716 40.807088),37294,1019087504.0,7569,75.0,0,R4,R7-2,,
1019877501,1088604,104893527,2010,32,32,R7-2, , ,109,40.81818566,-73.95404303,POINT (-73.95404302999999 40.81818566),37326,1019877501.0,7494,75.0,5,RD,R7A,,
1019287506,1088263,104893929,2010,89,89,R8A,C2-4, ,110,40.80846455,-73.95201097,POINT (-73.95201097 40.80846455),38016,1019287506.0,11777,124.92,5,RM,R8A,C2-4,
1005270013,1088890,104897284,2012,1,1,R6,R7-2, ,102,40.72934004,-74.00323667,POINT (-74.00323667000001 40.72934004),7691,1005270013.0,1831,24.42,5,A4,R6,,
1005270016,1088953,104897300,2012,2,2,R6,R7-2, ,102,40.72939155,-74.00307664,POINT (-74.00307664 40.72939155),8107,1005270016.0,4918,56.33,5,B1,R6,C1-5,
1016800148,1089783,104898229,2016,20,20,R7A,R8A, ,111,40.79221065,-73.94067666,POINT (-73.94067665999999 40.79221065),32354,1016800148.0,4835,59.0,5,D7,R7A,C2-5,EHC/TA
1015107502,1047550,104904800,2011,4,4,R10, ,PI,108,40.77711648,-73.95901676,POINT (-73.95901676 40.77711648),23200,1015107502.0,1600,0.0,0,RM,R10,,PI
1006997502,1088126,104914782,2010,90,90,C6-3, , ,104,40.75145591,-74.00385008,POINT (-74.00385008000001 40.75145591),7912,1006997502.0,17406,0.0,0,RM,C6-3,,WCh
1008737501,1088551,104915193,2012,9,9,R8A, , ,105,40.73630514,-73.98739955,POINT (-73.98739955000001 40.73630514),15151,1008737501.0,5198,0.0,0,R1,R8A,,
1017537504,1087968,104919778,2010,13,13,R7-2, , ,111,40.80757909,-73.93861165,POINT (-73.93861165 40.80757909),26810,1017537504.0,3747,37.5,5,R4,R7B,,
1010707502,1088887,104929482,2010,7,7,C6-4, , ,104,40.76000618,-73.99708067,POINT (-73.99708067 40.76000618),12729,1010707502.0,1934,19.58,0,RM,C6-4,,CL
1004920037,1088506,104930023,2010,7,7,C6-1,R7-2,LI,102,40.72130691,-73.9940528,POINT (-73.99405280000001 40.72130691),7354,1004920037.0,2489,25.17,5,D6,C6-1,,LI
1006990033,1090448,104935171,2010,89,89,C6-3, , ,104,40.75070878,-74.00237647,POINT (-74.00237647 40.75070878),11658,1006990033.0,9875,98.75,5,D8,C6-3,,WCh
1013077502,1090179,110005743,2017,94,94,C6-6, , ,105,40.75830369,-73.97143032,POINT (-73.97143032 40.75830369),23327,1013077502.0,10343,1003.0,0,RM,C6-6,,MiD
1005297509,1088881,110009188,2011,7,7,M1-5B, , ,102,40.72591,-73.993196,POINT (-73.993196 40.72591),8248,1005297509.0,4759,49.83,0,R1,M1-5/R7X,,SNX
1007310039,1090452,110015894,2019,12,12,C6-4, ,HY,104,40.752946,-73.997037,POINT (-73.99703700000001 40.752946),12147,1007310039.0,1975,19.75,3,D7,C6-4,,HY
