bbl,bin,jobnum,year,units,counits,zonedist,zonedistb,spdist,cd,lat,long,geometry,index_right,bbl_pluto,lotarea,lotfront,lottype,bldgclass,zonedist1,overlay1,spdist1
3031840060,3414119,302216750,2017,36,36,R6, , ,304,40.69880213,-73.92944743,POINT (-73.92944743 40.69880213),200304,3031840060.0,11015,75.0,0,D7,R6,,
3041070107,3396329,302216938,2010,2,2,R5, , ,305,40.68748102,-73.87169648,POINT (-73.87169648 40.68748102),256175,3041070107.0,1328,30.29,5,B2,R5,,
3041070108,3396330,302217072,2010,2,2,R5, , ,305,40.6874612,-73.87180656,POINT (-73.87180656 40.6874612),229897,3041070108.0,2098,36.35,5,B2,R5,,
3041070106,3396328,302217090,2010,2,2,R5, , ,305,40.68750374,-73.87158517,POINT (-73.87158517 40.68750374),256173,3041070106.0,1739,44.94,5,B2,R5,,
3025497501,3064526,302219891,2010,28,28,R6A,M1-2, ,301,40.730676,-73.959113,POINT (-73.959113 40.730676),206032,3025497501.0,29171,200.0,0,R4,M1-2/R6A,,MX-8
3005130044,3852170,302220111,2017,3,3,M1-1, , ,306,40.679147,-74.004918,POINT (-74.004918 40.679147),146907,3005130044.0,1580,16.75,5,C0,M1-1,,
3023697501,3397052,302220139,2010,6,6,R6A,M1-2, ,301,40.7134263,-73.95611864,POINT (-73.95611864 40.7134263),188903,3023697501.0,1875,25.0,0,R1,M1-2/R6A,,MX-8
3023937501,3395392,302220228,2011,9,9,R6, , ,301,40.71415348,-73.96097559,POINT (-73.96097559 40.71415348),208483,3023937501.0,5500,0.0,5,RM,R6B,C2-4,
3005760045,3323706,302222208,2010,1,1,R5, , ,306,40.67632447,-74.01221722,POINT (-74.01221722 40.67632447),144577,3005760045.0,2100,21.0,5,B9,R5,,
3009150051,3017914,302223001,2010,4,4,R6, , ,307,40.64756541,-73.99885118,POINT (-73.99885118 40.64756541),158735,3009150051.0,2504,25.0,5,C3,R6B,,
3039340041,3401620,302223528,2014,2,2,R4,C2-3, ,305,40.67864505,-73.89021049,POINT (-73.89021049 40.67864505),222405,3039340041.0,2500,25.0,5,B1,R4,,
3023260017,3324857,302223868,2013,7,7,R6, , ,301,40.71885013,-73.95967621,POINT (-73.95967621 40.71885013),202110,3023260017.0,2500,25.0,5,C7,M1-2/R6B,,MX-8
3071040353,3396913,302224117,2011,1,1,R4, , ,315,40.59889889,-73.97213929,POINT (-73.97213929 40.59889889),330054,3071040353.0,3400,28.33,5,A1,R4,,OP
3018190044,3051460,302224484,2011,3,3,R6, , ,303,40.68591143,-73.94465748,POINT (-73.94465748 40.68591143),196268,3018190044.0,2880,20.0,5,C0,R6A,C2-4,
3001987502,3424423,302226080,2017,7,7,R7B, , ,302,40.68335744,-73.98034537,POINT (-73.98034536999999 40.68335744),135138,3001987502.0,2083,20.83,0,R1,R7B,,
3023297501,3413891,302226464,2013,8,8,R6B, , ,301,40.71635228,-73.95568956,POINT (-73.95568956 40.71635228),188778,3023297501.0,2500,0.0,0,R1,R6B,,
3035830015,3082037,302227007,2020,3,3,R6, , ,316,40.6605864,-73.9149505,POINT (-73.9149505 40.6605864),242487,3035830015.0,2500,25.0,5,C0,R6,C1-3,
3051747501,3413863,302228346,2013,14,14,R6, , ,314,40.63664655,-73.96765133,POINT (-73.96765133 40.63664655),294510,3051747501.0,4302,40.0,0,RM,R3X,,
3070210020,3397952,302228710,2012,20,20,R6, , ,313,40.57817858,-73.98428064,POINT (-73.98428063999999 40.57817858),389700,3070210020.0,9500,80.0,5,D7,R6,,
3034210033,3413849,302229158,2012,2,2,R6, , ,304,40.687285,-73.91097557,POINT (-73.91097557000001 40.687285),221561,3034210033.0,1700,17.0,5,B1,R6,,
3018500039,3399693,302229381,2012,2,2,R7D, , ,303,40.680419,-73.94668755,POINT (-73.94668754999999 40.680419),192059,3018500039.0,1600,20.0,5,S2,R7D,C2-4,
3008910037,3017396,302231270,2010,4,4,R6B, , ,307,40.66064493,-73.991077,POINT (-73.991077 40.66064493),157965,3008910037.0,2096,19.0,5,C3,R6B,,
3060050050,3152014,302232402,2011,1,1,R2, ,BR,310,40.62668108,-74.03345675,POINT (-74.03345675 40.62668108),292077,3060050050.0,4000,40.0,5,A1,R2,,BR
3054477504,3128944,302233116,2010,4,4,R6, , ,312,40.63238485,-73.9866101,POINT (-73.98661009999999 40.63238485),266233,3054477504.0,4007,40.0,0,RM,R6,,
3055937514,3412923,302233429,2010,20,20,C1-3,R6, ,312,40.63946796,-73.98785774,POINT (-73.98785774 40.63946796),318795,3055937514.0,8115,81.0,5,RM,R6,C1-3,
3065200041,3170891,302234017,2011,1,1,R2X, ,OP,312,40.62484431,-73.96840589,POINT (-73.96840589 40.62484431),311305,3065200041.0,4820,40.0,5,A1,R2X,,OP
3013380052,3421635,302234197,2016,3,3,R6, , ,308,40.67642863,-73.92505977,POINT (-73.92505977 40.67642863),171616,3013380052.0,1340,20.0,3,C0,R6,,
3013380047,3421631,302234204,2020,3,3,R6, , ,308,40.67664967,-73.92503881,POINT (-73.92503881 40.67664967),153475,3013380047.0,1525,20.0,5,C0,R6,,
3013380048,3421632,302234213,2016,3,3,R6, , ,308,40.67659306,-73.92504418,POINT (-73.92504418 40.67659306),182293,3013380048.0,1980,20.0,5,C0,R6,,
3013380049,3421633,302234222,2016,3,3,R6, , ,308,40.67653754,-73.92504944,POINT (-73.92504944 40.67653754),171614,3013380049.0,1340,20.0,5,C0,R6,,
3013380051,3421634,302234231,2016,3,3,R6, , ,308,40.67648281,-73.92505463,POINT (-73.92505463000001 40.67648281),171615,3013380051.0,1340,20.0,5,C0,R6,,
3021697507,3059840,302234268,2012,4,4,R6, , ,301,40.7075398,-73.96319509,POINT (-73.96319509 40.7075398),185365,3021697507.0,1887,20.0,0,RM,R6,,
3001657501,3397443,302234311,2011,271,271,C6-4, , ,302,40.68893497,-73.98497484,POINT (-73.98497484000001 40.68893497),138643,3001657501.0,18145,111.0,3,RM,C6-4,,DB
3071620075,3194256,302234730,2010,6,6,R5, , ,313,40.59124347,-73.98195142,POINT (-73.98195142 40.59124347),324323,3071620075.0,4000,40.0,5,C2,R5,,
3079070152,3412488,302235025,2011,2,2,R4, , ,317,40.64584584,-73.9204154,POINT (-73.9204154 40.64584584),443933,3079070152.0,2100,21.0,5,C0,R4,,
3056007503,3136009,302235837,2018,3,3,R6, , ,312,40.63677677,-73.98556631,POINT (-73.98556631 40.63677677),274204,3056007503.0,2003,20.0,0,RM,R6,,
3088247503,3248268,302236391,2011,3,3,R4, , ,315,40.60078983,-73.931688,POINT (-73.93168799999999 40.60078983),486276,3088247503.0,8000,100.0,0,R3,R4,,
3071570069,3396917,302237498,2013,1,1,R4, ,OP,315,40.59419807,-73.96591203,POINT (-73.96591203 40.59419807),333162,3071570069.0,4680,48.5,5,A3,R4,,OP
3066437501,3396832,302238362,2011,24,24,R5B, , ,311,40.60424065,-73.98638059,POINT (-73.98638059 40.60424065),372506,3066437501.0,16000,0.0,5,R4,R5B,,
3064467503,3168955,302238647,2011,6,6,R5, , ,311,40.59904317,-73.99843989,POINT (-73.99843989 40.59904317),362687,3064467503.0,5156,93.75,0,RM,R5,,
3027497504,3397893,302240288,2011,33,33,R6, , ,301,40.71609908,-73.94566106,POINT (-73.94566106000001 40.71609908),195057,3027497504.0,10107,82.49,5,R4,R6B,,
3076770067,3210854,302241535,2010,1,1,R2,R3-2, ,314,40.61523755,-73.95094172,POINT (-73.95094172 40.61523755),423503,3076770067.0,5415,52.0,5,A1,R2,,
3088247503,3397676,302241731,2011,2,2,R4, , ,315,40.60074957,-73.93177364,POINT (-73.93177364 40.60074957),486276,3088247503.0,8000,100.0,0,R3,R4,,
3003587503,3421452,302242295,2012,10,10,R6, , ,306,40.68156483,-74.00307855,POINT (-74.00307855 40.68156483),142969,3003587503.0,4000,40.0,5,R1,R6B,,
3084950044,3425652,302242455,2018,2,2,R5, , ,318,40.61672128,-73.92110151,POINT (-73.92110151 40.61672128),372583,3084950044.0,1512,0.0,0,B1,R5,,
3084950041,3425649,302242464,2018,2,2,R5, , ,318,40.61670934,-73.92129538,POINT (-73.92129538 40.61670934),372582,3084950041.0,1800,18.0,3,B1,R5,,
3084950045,3425653,302242473,2019,2,2,R5, , ,318,40.61672526,-73.92103689,POINT (-73.92103689 40.61672526),475087,3084950045.0,2352,28.0,3,B1,R5,,
3084950042,3425650,302242482,2017,2,2,R5, , ,318,40.61671332,-73.92123076,POINT (-73.92123076 40.61671332),361518,3084950042.0,1544,18.0,0,B1,R5,,
3084950043,3425651,302242491,2017,2,2,R5, , ,318,40.6167173,-73.92116613,POINT (-73.92116613 40.6167173),361520,3084950043.0,1512,18.0,0,B1,R5,,
3006857502,3010209,302243702,2016,7,7,R6, , ,307,40.65459543,-74.00149413,POINT (-74.00149413 40.65459543),150878,3006857502.0,2504,25.0,0,R1,R6B,,
3027400017,3068220,302244006,2011,10,10,R6, , ,301,40.71793063,-73.94394131,POINT (-73.94394131 40.71793063),210332,3027400017.0,3519,25.0,5,C1,R6B,,
3034360019,3079786,302244186,2012,7,7,R6, , ,304,40.6904543,-73.90561856,POINT (-73.90561855999999 40.6904543),209869,3034360019.0,2500,25.0,5,C1,R6,,
3018060005,3050768,302244435,2013,2,2,R6, , ,303,40.68832301,-73.94180603,POINT (-73.94180603 40.68832301),172916,3018060005.0,1000,20.0,5,B1,R6B,,
3055187502,3397640,302245103,2011,3,3,R5, , ,312,40.622602,-73.989323,POINT (-73.989323 40.622602),268960,3055187502.0,6000,60.0,0,R1,R5,,
3055187502,3397638,302245112,2011,3,3,R5, , ,312,40.62254987,-73.98927531,POINT (-73.98927531 40.62254987),268960,3055187502.0,6000,60.0,0,R1,R5,,
3027477502,3068369,302245158,2017,6,6,C1-1,R6, ,301,40.71587031,-73.94944901,POINT (-73.94944901 40.71587031),211188,3027477502.0,2500,25.0,0,R1,R6B,C2-4,
3027477503,3068368,302245167,2017,6,6,R6, , ,301,40.71580167,-73.94943802,POINT (-73.94943802 40.71580167),211189,3027477503.0,2500,25.0,0,R1,R6B,C2-4,
3024040019,3396897,302245283,2012,8,8,R6,M1-2, ,301,40.71455106,-73.96389793,POINT (-73.96389793 40.71455106),189533,3024040019.0,2093,22.5,5,C1,R6,,
3024040019,3396897,302245292,2012,7,7,R6,M1-2, ,301,40.71455106,-73.96389793,POINT (-73.96389793 40.71455106),189533,3024040019.0,2093,22.5,5,C1,R6,,
3024040020,3398344,302245309,2012,8,8,R6,M1-2, ,301,40.71455106,-73.96389793,POINT (-73.96389793 40.71455106),189533,3024040019.0,2093,22.5,5,C1,R6,,
3024040021,3398345,302245318,2012,8,8,R6,M1-2, ,301,40.71455106,-73.96389793,POINT (-73.96389793 40.71455106),189533,3024040019.0,2093,22.5,5,C1,R6,,
3055187502,3397639,302245568,2012,3,3,R5, , ,312,40.62261525,-73.9893819,POINT (-73.9893819 40.62261525),268960,3055187502.0,6000,60.0,0,R1,R5,,
3024090024,3393849,302246932,2015,2,2,R6, , ,301,40.71140358,-73.95650087,POINT (-73.95650087 40.71140358),208714,3024090024.0,1600,20.0,5,B1,R6,,
3083807501,3388332,302247414,2011,3,3,R5, , ,318,40.61592613,-73.91816858,POINT (-73.91816858 40.61592613),469497,3083807501.0,3000,30.0,0,R6,R5,C1-2,
3056357505,3397865,302247762,2011,6,6,R6, , ,312,40.63484291,-73.99068906,POINT (-73.99068905999999 40.63484291),276669,3056357505.0,4007,40.0,0,RM,R6,,
3054587502,3397632,302247959,2010,10,10,R6, , ,312,40.63121743,-73.98850855,POINT (-73.98850855000001 40.63121743),265536,3054587502.0,5017,0.0,0,R1,R6,,
3023577501,3256317,302248155,2010,13,13,M1-2,R6A,MX-8,301,40.71698889,-73.9634178,POINT (-73.9634178 40.71698889),208004,3023577501.0,4786,71.0,0,RD,M1-2/R6A,,MX-8
3050837502,3396958,302248556,2011,29,29,R7-1, , ,314,40.65293595,-73.95651353,POINT (-73.95651353 40.65293595),291577,3050837502.0,6200,40.0,0,RR,R7A,,
3059870052,3151251,302249047,2015,2,2,R4, , ,310,40.6274492,-74.03015884,POINT (-74.03015884 40.6274492),291564,3059870052.0,5467,50.0,5,B1,R4A,,BR
3066110085,3174943,302249706,2012,1,1,R5, ,OP,312,40.61118721,-73.97007907,POINT (-73.97007907 40.61118721),302321,3066110085.0,4000,40.0,5,A3,R5,,OP
3018907501,3054410,302249715,2011,49,49,R6, , ,302,40.69384883,-73.96648455,POINT (-73.96648455 40.69384883),193940,3018907501.0,20400,100.0,0,RM,R5B,C2-4,
3072630112,3392249,302250007,2010,16,16,R6, ,OP,313,40.58198675,-73.96229207,POINT (-73.96229207 40.58198675),399286,3072630112.0,7125,50.0,4,D6,R6,,OP
3028837502,3398004,302250445,2011,8,8,R6, , ,301,40.716342,-73.94222348,POINT (-73.94222348 40.716342),212608,3028837502.0,3412,80.27,3,RM,R6B,,
3023420019,3414418,302250481,2018,6,6,R6A,M1-2, ,301,40.71762004,-73.96070294,POINT (-73.96070294 40.71762004),188832,3023420019.0,2500,25.0,1,S5,M1-2/R6A,,MX-8
3053810065,3397199,302253665,2018,3,3,R5, , ,312,40.63425293,-73.97987617,POINT (-73.97987617 40.63425293),263923,3053810065.0,3106,31.0,5,C0,R5,,
3042090030,3414920,302253718,2015,3,3,R5, , ,305,40.67540104,-73.87566049,POINT (-73.87566049 40.67540104),259468,3042090030.0,2000,20.0,5,C0,R5B,,
3032070013,3423702,302254511,2016,4,4,R6, , ,304,40.69865211,-73.92892428,POINT (-73.92892428 40.69865211),201073,3032070013.0,2375,25.0,4,C3,R6,,
3069160025,3187358,302255725,2010,6,6,R5, , ,313,40.58731403,-73.98656364,POINT (-73.98656364 40.58731403),324058,3069160025.0,3867,40.0,5,C2,R5,,
3080330045,3225602,302256234,2018,3,3,R5, , ,318,40.63437254,-73.90978676,POINT (-73.90978676 40.63437254),351423,3080330045.0,4000,40.0,5,C0,R5B,,
3022900005,3397186,302256412,2018,51,51,R6A,M1-2,MX-8,301,40.72110451,-73.95594754,POINT (-73.95594754 40.72110451),207085,3022900005.0,12860,100.0,3,D6,M1-2/R6A,,MX-8
3000557504,3398491,302258134,2016,16,16,R6A, , ,302,40.70155661,-73.98348522,POINT (-73.98348522000001 40.70155661),133349,3000557504.0,5000,50.0,5,RM,R6A,C2-4,
3087630007,3423923,302258214,2013,45,45,R6, , ,315,40.58398101,-73.95777784,POINT (-73.95777784000001 40.58398101),366401,3087630013.0,16400,116.0,3,D1,R6,,
3022927506,3425703,302258722,2015,4,4,M1-2,R6A, ,301,40.71913102,-73.95353389,POINT (-73.95353389 40.71913102),207119,3022927506.0,2500,25.0,0,RM,M1-2/R6A,,MX-8
3025417502,3425470,302258795,2011,8,8,R6B, , ,301,40.73224287,-73.9535832,POINT (-73.9535832 40.73224287),206012,3025417502.0,2500,25.0,0,R1,R6B,,
3022247506,3060943,302259268,2010,8,8,R6,C2-4, ,301,40.7002049,-73.95948562,POINT (-73.95948562 40.7002049),206208,3022247506.0,9000,100.0,3,RM,R6,C2-4,
3013470054,3399196,302260158,2010,48,48,R6, , ,308,40.67544277,-73.93419123,POINT (-73.93419123 40.67544277),182995,3013470067.0,8078,75.6,5,M1,R6,,
3042830101,3396333,302260176,2010,2,2,R5, , ,305,40.67027105,-73.86854388,POINT (-73.86854388 40.67027105),263556,3042830101.0,1700,42.5,5,B2,R5,,
3042830103,3396334,302260292,2010,2,2,R5, , ,305,40.67035009,-73.86856247,POINT (-73.86856247 40.67035009),263559,3042830103.0,1700,42.5,5,B2,R5,,
3066130077,3175022,302260862,2011,1,1,R5, , ,312,40.61091087,-73.96730057,POINT (-73.96730057000001 40.61091087),303055,3066130077.0,4200,28.0,5,A3,R5,,OP
3056700033,3396990,302260906,2011,4,4,R6, , ,312,40.63162286,-73.99297641,POINT (-73.99297641 40.63162286),273970,3056700033.0,3005,30.0,5,D7,R6,,
3040790010,3090477,302260924,2011,2,2,R5, , ,305,40.66680199,-73.88390463,POINT (-73.88390463 40.66680199),255504,3040790010.0,1080,12.0,5,B1,R5,,
3039710047,3088390,302261031,2015,3,3,R5, , ,305,40.67660886,-73.88258837,POINT (-73.88258836999999 40.67660886),224009,3039710047.0,2990,29.67,5,C1,R6A,C2-4,
3025397501,3064403,302261781,2010,7,7,M1-2,R6A, ,301,40.73132803,-73.95908352,POINT (-73.95908351999999 40.73132803),191627,3025397501.0,1875,25.0,0,R1,M1-2/R6A,,MX-8
3008507501,3397580,302261941,2011,5,5,R6, , ,307,40.63731388,-74.00918637,POINT (-74.00918636999999 40.63731388),137359,3008507501.0,2011,0.0,0,RM,R6B,,
3048930016,3396956,302262101,2010,3,3,R5,C2-2, ,317,40.6506787,-73.94023109,POINT (-73.94023109 40.6506787),283830,3048930016.0,2000,20.0,5,C0,R5,,
3048930015,3396955,302262110,2010,3,3,R5,C2-2, ,317,40.65072699,-73.94023659,POINT (-73.94023659 40.65072699),283827,3048930015.0,2000,20.0,5,C0,R5,C2-2,
3023310007,3062140,302263440,2012,8,8,M1-2,R6,MX-8,301,40.71500982,-73.95364995,POINT (-73.95364995 40.71500982),202362,3023310007.0,2500,25.0,5,C1,M1-2/R6,,MX-8
3023310008,3062141,302263459,2012,8,8,M1-2,R6,MX-8,301,40.71496909,-73.95358293,POINT (-73.95358293 40.71496909),202363,3023310008.0,2500,25.0,5,C1,M1-2/R6,,MX-8
3035690028,3396948,302267142,2010,3,3,R6, , ,316,40.66293008,-73.91552314,POINT (-73.91552314 40.66293008),213120,3035690028.0,2100,21.0,5,C0,R6,C1-3,
3019137515,3334944,302267954,2013,4,4,R8,R6, ,303,40.69420203,-73.95716991,POINT (-73.95716991 40.69420203),194911,3019137515.0,2974,21.5,3,RM,R7A,C2-4,
3076310059,3403400,302267963,2010,1,1,R4, , ,318,40.62370467,-73.94458491,POINT (-73.94458491 40.62370467),419227,3076310059.0,4000,40.0,5,A1,R4,,
3043080033,3423790,302268775,2010,2,2,R5, , ,305,40.66314002,-73.88511209,POINT (-73.88511209000001 40.66314002),238000,3043080033.0,2000,20.0,5,B2,R5,,
3050427501,3397829,302268784,2010,20,20,R6, , ,309,40.65756346,-73.95824291,POINT (-73.95824291 40.65756346),249633,3050427501.0,7589,60.08,0,R4,R6,,
3027400030,3068229,302268999,2011,3,3,R6, , ,301,40.71760766,-73.94360949,POINT (-73.94360949 40.71760766),210341,3027400030.0,2313,30.83,5,C0,R6B,,
3027290002,3397510,302269239,2011,6,6,R6, , ,301,40.72169101,-73.94270829,POINT (-73.94270829 40.72169101),217240,3027290002.0,1277,21.58,5,C2,R6,,
3010487504,3396856,302269499,2011,22,22,R6B, , ,307,40.66514046,-73.98890428,POINT (-73.98890428 40.66514046),168662,3010487504.0,11273,78.37,0,R4,R6B,,
3019670048,3398022,302269694,2012,12,12,R6A, , ,303,40.68709001,-73.9571872,POINT (-73.95718720000001 40.68709001),196496,3019670048.0,3777,104.42,3,C7,R6A,C2-4,
3047980065,3106789,302271128,2014,3,3,R6, , ,309,40.66070103,-73.944375,POINT (-73.94437499999999 40.66070103),243968,3047980065.0,2000,20.0,5,C0,R6,,
3013407501,3414022,302271431,2014,2,2,R6, , ,308,40.67671249,-73.93652144,POINT (-73.93652144000001 40.67671249),153504,3013407501.0,1786,16.67,0,R6,R6,,
3054940123,3130934,302273527,2010,3,3,R5, , ,312,40.62305633,-73.98536306,POINT (-73.98536306 40.62305633),267132,3054940123.0,4010,27.0,5,C0,R5,,
3027717501,3397618,302273625,2010,8,8,R6, , ,301,40.71334963,-73.94345803,POINT (-73.94345803 40.71334963),195609,3027717501.0,2500,25.0,0,R1,R6B,,
3032590013,3396999,302274250,2010,8,8,R6,C2-3, ,304,40.70264661,-73.91942701,POINT (-73.91942701000001 40.70264661),202515,3032590013.0,2500,25.0,5,C1,R6,,
3031740050,3413840,302274394,2012,6,6,R6, , ,304,40.70229448,-73.9273294,POINT (-73.9273294 40.70229448),226214,3031740050.0,2500,25.0,5,C2,R6,,
3019420049,3399748,302275053,2011,2,2,R6, , ,303,40.68957075,-73.95576707,POINT (-73.95576706999999 40.68957075),199587,3019420049.0,1600,20.0,5,B9,R6B,,
3019420048,3399747,302275062,2011,2,2,R6, , ,303,40.68957925,-73.95569814,POINT (-73.95569814 40.68957925),195504,3019420048.0,1600,20.0,5,B9,R6B,,
3074170065,3423943,302275071,2014,2,2,R4, , ,315,40.59141165,-73.95479662,POINT (-73.95479662 40.59141165),408990,3074170065.0,2250,30.0,5,B1,R4,,
3074170064,3424525,302275080,2014,2,2,R4, , ,315,40.591349,-73.954741,POINT (-73.954741 40.591349),332834,3074170064.0,2250,30.0,5,B1,R4,,
3012590001,3397468,302275133,2014,63,63,R7-1,C1-3, ,308,40.67106625,-73.95748589,POINT (-73.95748589 40.67106625),179930,3012590001.0,13825,98.67,3,D7,R7A,C2-4,
3008990144,3395113,302275366,2011,3,3,R6B, , ,307,40.6591648,-73.99253453,POINT (-73.99253453 40.6591648),158347,3008990144.0,695,18.0,5,C0,R6B,,
3008990143,3396338,302275375,2011,3,3,R6B, , ,307,40.65913242,-73.99247888,POINT (-73.99247887999999 40.65913242),158344,3008990143.0,695,18.0,5,C0,R6B,,
3008990142,3396337,302275384,2011,2,2,R6B, , ,307,40.65907455,-73.99243411,POINT (-73.99243411 40.65907455),158342,3008990142.0,541,19.33,3,C0,R6B,,
3008990043,3393739,302275400,2011,3,3,R6B, , ,307,40.65916372,-73.99236496,POINT (-73.99236496 40.65916372),154452,3008990043.0,1413,18.25,5,C0,R6B,,
3008990042,3393738,302275419,2011,3,3,R6B, , ,307,40.65920012,-73.99232771,POINT (-73.99232771 40.65920012),158313,3008990042.0,1825,18.25,5,C0,R6B,,
3007937504,3397578,302275712,2010,16,16,R6, , ,307,40.64290896,-74.0078066,POINT (-74.0078066 40.64290896),154032,3007937504.0,5055,50.46,0,RM,R6B,,
3009247501,3018327,302275721,2012,10,10,R6, , ,307,40.64629823,-74.00121837,POINT (-74.00121837 40.64629823),159426,3009247501.0,4007,40.0,0,RM,R6B,,
3018937502,3054573,302275794,2010,9,9,R6, , ,302,40.69523504,-73.96415608,POINT (-73.96415608 40.69523504),178660,3018937502.0,7500,75.0,0,RD,R6B,,
3018937502,3397603,302275801,2010,10,10,R6, , ,302,40.69513287,-73.96413493,POINT (-73.96413493 40.69513287),178660,3018937502.0,7500,75.0,0,RD,R6B,,
3029200022,3070422,302277060,2010,8,8,R6, , ,301,40.7137145,-73.93949465,POINT (-73.93949465 40.7137145),197520,3029200022.0,3125,25.0,5,C1,R6B,,
3018967503,3394433,302277587,2015,20,20,M1-1, , ,303,40.6956175,-73.96121298,POINT (-73.96121298 40.6956175),198289,3018967503.0,10530,0.0,0,RM,M1-1,,
3018967502,3255881,302277738,2015,17,17,M1-1, , ,303,40.69606188,-73.96131862,POINT (-73.96131862 40.69606188),194399,3018967502.0,10735,113.74,0,RM,M1-1,,
3060900039,3394096,302278416,2010,8,8,R5B, , ,310,40.61733843,-74.02625968,POINT (-74.02625968 40.61733843),295077,3060900039.0,6886,55.05,5,C1,R5B,,BR
3086657504,3244438,302279040,2014,6,6,R6, ,OP,313,40.57958085,-73.96282195,POINT (-73.96282195000001 40.57958085),378059,3086657504.0,1800,40.0,5,RM,R6,,OP
3011127503,3397466,302279111,2014,7,7,R5B, , ,307,40.66137918,-73.98548272,POINT (-73.98548271999999 40.66137918),162794,3011127503.0,9935,50.0,0,R3,R5B,,
3008060012,3398401,302279282,2013,17,17,R6, , ,307,40.64623825,-74.01558098,POINT (-74.01558098 40.64623825),136304,3008060012.0,4006,20.0,3,D7,R6B,,
3033760042,3400894,302279503,2011,3,3,R6, , ,304,40.69309887,-73.91298636,POINT (-73.91298636 40.69309887),219939,3033760042.0,1900,19.0,5,C0,R6,,
3047250032,3413861,302279594,2012,3,3,R5, , ,317,40.64881924,-73.92643097,POINT (-73.92643097 40.64881924),241551,3047250032.0,2000,20.0,5,C0,R5,,
3047250031,3413860,302279601,2012,3,3,R5, , ,317,40.6488697,-73.92643662,POINT (-73.92643662 40.6488697),241550,3047250031.0,2000,20.0,5,C0,R5,,
3055887505,3135457,302279790,2012,3,3,R6, , ,312,40.64129144,-73.98999283,POINT (-73.98999283000001 40.64129144),271045,3055887505.0,2003,0.0,0,R6,R6,,
3055887506,3135459,302279807,2012,3,3,R6, , ,312,40.64135812,-73.99010442,POINT (-73.99010441999999 40.64135812),318421,3055887506.0,2004,20.0,0,R6,R6,,
3055887501,3135458,302279816,2012,3,3,R6, , ,312,40.6413249,-73.99004729,POINT (-73.99004729000001 40.6413249),271040,3055887501.0,2505,25.0,0,R6,R6,,
3055887504,3389677,302279825,2012,3,3,R6, , ,312,40.64139395,-73.99015628,POINT (-73.99015627999999 40.64139395),273225,3055887504.0,2003,20.0,0,R6,R6,,
3065280079,3171183,302280270,2011,1,1,R2X, ,OP,312,40.623723,-73.9686702,POINT (-73.96867020000001 40.623723),365760,3065280079.0,4820,40.0,5,A1,R2X,,OP
3024157502,3396512,302280608,2011,23,23,M3-1, , ,301,40.71440463,-73.96623429,POINT (-73.96623429 40.71440463),190063,3024157502.0,10200,114.5,5,RD,M1-4/R6A,,MX-8
3031657501,3397006,302280733,2010,8,8,R6, , ,304,40.7031773,-73.92827723,POINT (-73.92827723000001 40.7031773),214424,3031657501.0,2500,25.0,0,R1,R6,,
3054197501,3398571,302280840,2018,9,9,R5, , ,314,40.62957532,-73.9762956,POINT (-73.9762956 40.62957532),306604,3054197501.0,8823,28.0,0,R3,R5,,OP
3010510033,3396870,302281199,2011,81,81,R8A,C2-4, ,307,40.66608089,-73.99276056,POINT (-73.99276055999999 40.66608089),160661,3010510033.0,13667,131.58,3,D9,R8A,C2-4,EC-1
3054087501,3397116,302281206,2011,5,5,R5, , ,314,40.63215677,-73.97649478,POINT (-73.97649478 40.63215677),265440,3054087501.0,5000,40.0,5,R3,R5,,OP
3019110029,3399722,302282973,2011,7,7,R6, , ,303,40.69357831,-73.95940761,POINT (-73.95940761 40.69357831),199050,3019110029.0,2500,25.0,5,D1,R6B,,
3033770058,3400895,302283204,2011,3,3,R6, , ,304,40.69386007,-73.91222053,POINT (-73.91222053 40.69386007),219968,3033770058.0,2000,20.0,5,C0,R6,,
3033770059,3400896,302283277,2011,3,3,R6, , ,304,40.69381683,-73.91226113,POINT (-73.91226113 40.69381683),206399,3033770059.0,2000,20.0,5,C0,R6,,
3055007503,3131269,302284454,2010,3,3,R5, , ,312,40.61987974,-73.98024327,POINT (-73.98024327 40.61987974),315360,3055007503.0,2404,0.0,0,R6,R5,,
3055007502,3397635,302284463,2010,3,3,R5, , ,312,40.61984955,-73.98017413,POINT (-73.98017412999999 40.61984955),267386,3055007502.0,2404,0.0,0,R6,R5,,
3010427502,3398185,302284873,2012,4,4,R6B, , ,306,40.6647342,-73.98696865,POINT (-73.98696864999999 40.6647342),141607,3010427502.0,2545,26.0,0,R1,R6B,,
3074627502,3204968,302285293,2011,10,10,C4-2, , ,315,40.58801524,-73.95210112,POINT (-73.95210111999999 40.58801524),411921,3074627502.0,6000,0.0,0,RM,C4-2,,
3060160021,3152379,302286808,2010,1,1,R2, ,BR,310,40.62583477,-74.03167488,POINT (-74.03167488 40.62583477),338620,3060160021.0,8000,80.0,5,A3,R2,,BR
3028290047,3425477,302286997,2010,30,30,R6, , ,301,40.72123591,-73.94161011,POINT (-73.94161011 40.72123591),219094,3028290047.0,7275,45.0,3,D1,R6B,,
3071040188,3191510,302287004,2012,1,1,R4, ,OP,315,40.5998184,-73.97030914,POINT (-73.97030914 40.5998184),393611,3071040188.0,6000,60.0,3,C0,R4,,OP
