bin,filename,url
3413859,no co,
3423827,320244099F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=244000&cofomatadata5=320244099F.PDF
3424197,no co,
3396738,320249076,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=249000&cofomatadata5=320249076.PDF
3396739,320249085,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=249000&cofomatadata5=320249085.PDF
3403068,320249138,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=249000&cofomatadata5=320249138.PDF
3396737,320249147,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=249000&cofomatadata5=320249147.PDF
3426516,320250474F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=250000&cofomatadata5=320250474F.PDF
3424973,320250526,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=250000&cofomatadata5=320250526.PDF
3417448,320257459,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=257000&cofomatadata5=320257459.PDF
3077259,320258289,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=258000&cofomatadata5=320258289.PDF
3398506,320259714,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=259000&cofomatadata5=320259714.PDF
3425796,320260891F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=260000&cofomatadata5=320260891F.PDF
3397101,320262728F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=262000&cofomatadata5=320262728F.PDF
3251778,320262746F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=262000&cofomatadata5=320262746F.PDF
3023346,320263095,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=263000&cofomatadata5=320263095.PDF
3397046,320264094,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=264000&cofomatadata5=320264094.PDF
3395346,320265306,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=265000&cofomatadata5=320265306.PDF
3395348,320265315,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=265000&cofomatadata5=320265315.PDF
3395350,320265324,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=265000&cofomatadata5=320265324.PDF
3395352,320265333,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=265000&cofomatadata5=320265333.PDF
3395345,320265342,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=265000&cofomatadata5=320265342.PDF
3395347,320265351,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=265000&cofomatadata5=320265351.PDF
3395349,320265360,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=265000&cofomatadata5=320265360.PDF
3395351,320265379F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=265000&cofomatadata5=320265379F.PDF
3016395,320265823F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=265000&cofomatadata5=320265823F.PDF
3251772,320266074F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=266000&cofomatadata5=320266074F.PDF
3397100,320266083F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=266000&cofomatadata5=320266083F.PDF
3398932,320267858,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=267000&cofomatadata5=320267858.PDF
