bin,filename,url
1090192,110017151,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=017000&cofomatadata5=110017151.PDF
1088559,110052031,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=052000&cofomatadata5=110052031.PDF
1088888,110052479,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=052000&cofomatadata5=110052479.PDF
1088695,110055396,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=055000&cofomatadata5=110055396.PDF
1088605,110055831,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=055000&cofomatadata5=110055831.PDF
1088591,110058384-33,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=058000&cofomatadata5=110058384-33.PDF
1088822,110063494,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=063000&cofomatadata5=110063494.PDF
1088533,110075971-48,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=075000&cofomatadata5=110075971-48.PDF
1087848,110078040,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=078000&cofomatadata5=110078040.PDF
1087847,110078059,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=078000&cofomatadata5=110078059.PDF
1088574,110084159,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=084000&cofomatadata5=110084159.PDF
1089397,110086567-32,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=086000&cofomatadata5=110086567-32.PDF
1089428,110089779,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=089000&cofomatadata5=110089779.PDF
1089665,110095708,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=095000&cofomatadata5=110095708.PDF
1090496,110099722,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=099000&cofomatadata5=110099722.PDF
1088578,110108437,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=108000&cofomatadata5=110108437.PDF
1088619,110110380F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=110000&cofomatadata5=110110380F.PDF
1088655,110115973F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=115000&cofomatadata5=110115973F.PDF
1045277,110131606-40,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=131000&cofomatadata5=110131606-40.PDF
1088484,110140008,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=140000&cofomatadata5=110140008.PDF
1090187,no co,
1089404,110162190,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=162000&cofomatadata5=110162190.PDF
1088616,110176951,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=176000&cofomatadata5=110176951.PDF
1089380,110184210,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=184000&cofomatadata5=110184210.PDF
1089879,110187912,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=187000&cofomatadata5=110187912.PDF
1089666,110190720,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=190000&cofomatadata5=110190720.PDF
1088836,110196314-28,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=196000&cofomatadata5=110196314-28.PDF
1089700,110214438,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=214000&cofomatadata5=110214438.PDF
1088525,110216588,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=216000&cofomatadata5=110216588.PDF
1089803,110219095F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=219000&cofomatadata5=110219095F.PDF
1088683,110220289-13,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=220000&cofomatadata5=110220289-13.PDF
1088589,110248287,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=248000&cofomatadata5=110248287.PDF
1009376,110296750,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=296000&cofomatadata5=110296750.PDF
1088520,110349999,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=349000&cofomatadata5=110349999.PDF
1088786,110359727,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=359000&cofomatadata5=110359727.PDF
1088573,110369351,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=369000&cofomatadata5=110369351.PDF
1089336,110414506,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=414000&cofomatadata5=110414506.PDF
1088945,110427967,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=427000&cofomatadata5=110427967.PDF
1088565,110463418-42,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=110&cofomatadata4=463000&cofomatadata5=110463418-42.PDF
1009111,120003986,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=003000&cofomatadata5=120003986.PDF
1089381,120026426-35,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=026000&cofomatadata5=120026426-35.PDF
1089842,120027434,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=027000&cofomatadata5=120027434.PDF
1080727,120041409-22,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=041000&cofomatadata5=120041409-22.PDF
1088908,120051521,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=051000&cofomatadata5=120051521.PDF
1089395,120053707,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=053000&cofomatadata5=120053707.PDF
1089952,120057375,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=057000&cofomatadata5=120057375.PDF
1088291,120062831,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=062000&cofomatadata5=120062831.PDF
1046293,120069362,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=069000&cofomatadata5=120069362.PDF
1090481,120081614-25,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=081000&cofomatadata5=120081614-25.PDF
1090206,120103976,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=103000&cofomatadata5=120103976.PDF
1089948,120225078,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=225000&cofomatadata5=120225078.PDF
1089949,120225096F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=225000&cofomatadata5=120225096F.PDF
1088752,120225103,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=225000&cofomatadata5=120225103.PDF
1088595,120231855,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=231000&cofomatadata5=120231855.PDF
1089870,120234406,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=234000&cofomatadata5=120234406.PDF
1088925,no co,
1089398,120299275,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=299000&cofomatadata5=120299275.PDF
1088826,120325594,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=325000&cofomatadata5=120325594.PDF
1002018,120420650,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=420000&cofomatadata5=120420650.PDF
1090696,120463202,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=463000&cofomatadata5=120463202.PDF
1089955,120476163,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=476000&cofomatadata5=120476163.PDF
1026966,120477741,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=477000&cofomatadata5=120477741.PDF
1089709,120481246-24,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=481000&cofomatadata5=120481246-24.PDF
1083785,120526911,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=526000&cofomatadata5=120526911.PDF
1088825,120526920,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=526000&cofomatadata5=120526920.PDF
1088816,120526939F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=526000&cofomatadata5=120526939F.PDF
1090175,120537990,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=537000&cofomatadata5=120537990.PDF
1089729,120571194,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=571000&cofomatadata5=120571194.PDF
1089880,120572344,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=572000&cofomatadata5=120572344.PDF
1089677,120596364-028,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=596000&cofomatadata5=120596364-028.PDF
1088838,120619358-31,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=619000&cofomatadata5=120619358-31.PDF
1088645,120628348,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=628000&cofomatadata5=120628348.PDF
1088817,120628776-35,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=628000&cofomatadata5=120628776-35.PDF
1016884,120639158,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=639000&cofomatadata5=120639158.PDF
1090088,120649851,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=649000&cofomatadata5=120649851.PDF
1026757,120651543-08,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=651000&cofomatadata5=120651543-08.PDF
1089447,120653024-24,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=653000&cofomatadata5=120653024-24.PDF
1088709,120655237,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=655000&cofomatadata5=120655237.PDF
1089626,120685963,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=685000&cofomatadata5=120685963.PDF
1007184,120688041F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=688000&cofomatadata5=120688041F.PDF
1089794,120690270,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=690000&cofomatadata5=120690270.PDF
1088696,120698931,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=698000&cofomatadata5=120698931.PDF
1088698,120732895,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=732000&cofomatadata5=120732895.PDF
1089377,120735482,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=735000&cofomatadata5=120735482.PDF
1089954,120776785,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=776000&cofomatadata5=120776785.PDF
1089862,120785622-38,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=785000&cofomatadata5=120785622-38.PDF
1090164,120794499,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=794000&cofomatadata5=120794499.PDF
1090730,120805539-06,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=805000&cofomatadata5=120805539-06.PDF
1088371,120808812F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=808000&cofomatadata5=120808812F.PDF
1089442,120813539,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=813000&cofomatadata5=120813539.PDF
1089953,120818909-13,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=818000&cofomatadata5=120818909-13.PDF
1090552,120898751,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=898000&cofomatadata5=120898751.PDF
1090174,120921002-25,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=921000&cofomatadata5=120921002-25.PDF
1008476,120933302,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=933000&cofomatadata5=120933302.PDF
1089620,120950541,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=120&cofomatadata4=950000&cofomatadata5=120950541.PDF
1090397,121011396-20,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=011000&cofomatadata5=121011396-20.PDF
1014563,121026709,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=026000&cofomatadata5=121026709.PDF
1090490,121040729,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=040000&cofomatadata5=121040729.PDF
1004721,121046572,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=046000&cofomatadata5=121046572.PDF
1090585,121088526,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=088000&cofomatadata5=121088526.PDF
1090528,121163436,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=163000&cofomatadata5=121163436.PDF
1089697,121181014,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=181000&cofomatadata5=121181014.PDF
1088780,121181050,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=181000&cofomatadata5=121181050.PDF
1089376,121181121-37,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=181000&cofomatadata5=121181121-37.PDF
1002169,121181238,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=181000&cofomatadata5=121181238.PDF
1089742,121181363-32,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=181000&cofomatadata5=121181363-32.PDF
1088845,121181639,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=181000&cofomatadata5=121181639.PDF
1089699,121181808-32,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=181000&cofomatadata5=121181808-32.PDF
1090201,12118191509,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=M&cofomatadata3=121&cofomatadata4=181000&cofomatadata5=12118191509.PDF
