bbl,bin,jobnum,units,zonedistadj,parktype,reqspaces,waiverspaces,lat,long
3015510102,3414165,320916782,3.0,R6,required - high density,2,0,40.67823177,-73.91337827
3015510001,3414170,320916791,3.0,R6,required - high density,2,0,40.67821346,-73.91331081
3015510003,3414171,320916826,3.0,R6,required - high density,2,0,40.67820655,-73.91317878
3015850031,3425562,320916844,40.0,R7D,required - high density,12,0,40.69643219,-73.93835989
3003197504,3425071,320916853,4.0,R6A,required - high density,2,0,40.68640107,-74.00180357
3015510013,3414162,320916862,3.0,R6,required - high density,2,0,40.67814973,-73.91230061
3015510113,3414163,320916871,3.0,R6,required - high density,2,0,40.67814672,-73.91224306
3015510114,3414164,320916880,3.0,R6,required - high density,2,0,40.6781435,-73.91218147
3058717501,3414178,320916915,12.0,R5B,required - low density,8,7,40.63567422,-74.02669537
3045920012,3099223,320917004,45.0,R6,required - high density,31,26,40.66120194,-73.92979908
3061550054,3414010,320917013,3.0,R5B,required - low density,2,1,40.62369108,-74.00496232
3023800015,3425634,320917031,1.0,R6B,required - high density,1,0,40.71506194,-73.96162515
3047937505,3425537,320917059,5.0,R6,required - high density,3,0,40.661288,-73.945174
3023920041,3414030,320917200,2.0,R6B,required - high density,1,0,40.71432018,-73.96241971
3051100024,3414034,320917264,4.0,R6,required - high density,2,0,40.6485574,-73.95412273
3061550055,3414011,320917291,3.0,R5B,required - low density,2,1,40.62372441,-74.00501752
3064170075,3413943,320917317,3.0,R5,required - low density,3,3,40.5975994,-73.99505339
3064170076,3425029,320917326,3.0,R5,required - low density,3,3,40.5975994,-73.99505339
3073257505,3424468,320917406,6.0,R6A,required - high density,3,0,40.60075484,-73.95135288
3020960041,3427044,320917424,1.0,R6B,required - high density,1,0,40.68913286,-73.97797927
3023920039,3416880,320917567,2.0,R6B,required - high density,1,0,40.71425855,-73.96223718
3023920140,3414028,320917585,2.0,R6B,required - high density,1,0,40.71430187,-73.96235613
3063670052,3166548,320917594,5.0,R5,required - low density,4,4,40.6073903,-74.0040011
3030820012,3416032,320917601,8.0,R6,required - high density,4,0,40.70594613,-73.93910718
3012100015,3030196,320917629,8.0,R6,required - high density,4,0,40.67695233,-73.94070767
3023920040,3414029,320917647,2.0,R6B,required - high density,1,0,40.71427993,-73.96229642
3067407501,3425609,320917692,57.0,R7A,required - high density,29,14,40.617299,-73.963145
3010150043,3424516,320917727,105.0,R8A,required - high density,42,27,40.66948799,-73.98987432
3050560012,3418100,320917736,22.0,R7-1,required - high density,7,2,40.65571008,-73.95599051
3050560097,3116041,320917745,28.0,R7-1,required - high density,8,3,40.6552592,-73.95593904
3015077501,3414036,320917772,79.0,R6,required - high density,55,50,40.6835635,-73.91204751
3018937505,3421882,320917781,22.0,R7A,required - high density,7,0,40.69389802,-73.96373156
3011427501,3418229,320917816,120.0,R6,required - high density,84,79,40.67737445,-73.95596015
3040330029,3425962,320917834,3.0,R5,required - low density,3,3,40.67192963,-73.88314525
3067827506,3425675,320917843,65.0,R7A,required - high density,33,18,40.60989373,-73.95372796
3049670031,3425614,320917932,34.0,R6,required - high density,17,12,40.64071855,-73.94530781
3018087502,3425757,320917941,8.0,R6B,required - high density,4,0,40.68687411,-73.94942872
3018087502,3418121,320917950,8.0,R6B,required - high density,4,0,40.68688643,-73.94932176
3015037501,3414048,320917978,55.0,R6,required - high density,39,34,40.68402677,-73.91286385
3017910034,3414079,320917987,4.0,R6B,required - high density,2,0,40.69059272,-73.94333482
3017540033,3426652,320919342,44.0,R7D,required - high density,13,0,40.69502896,-73.95013598
3024710005,3063664,320920857,2.0,R6,required - high density,1,0,40.71074936,-73.96504608
3023380010,3256312,320921151,6.0,R6B,required - high density,3,0,40.71535963,-73.95554445
3040040006,3252792,320921874,2.0,R5,required - low density,2,2,40.6747589,-73.88166286
3040300036,3426892,320923970,2.0,R5,required - low density,2,2,40.6708865,-73.88584904
3032480051,3073926,320927413,8.0,R6,required - high density,4,0,40.70303949,-73.91966064
3032870036,3418107,320928261,9.0,R6,required - high density,5,0,40.6981305,-73.91970003
3023830034,3426009,320928305,2.0,R6B,required - high density,1,0,40.71328699,-73.95759173
3017587501,3856033,320931266,4.0,R6B,required - high density,2,0,40.694315,-73.949817
3023807502,3413934,320931710,2.0,R6B,required - high density,1,0,40.71503328,-73.96221497
3022310062,3425657,320934352,5.0,R6,required - high density,3,0,40.70082335,-73.95630973
3003520054,3418304,320935654,3.0,R6B,required - high density,2,0,40.68291486,-74.00505531
3030630111,3426161,320936261,3.0,R6,required - high density,2,0,40.707354,-73.940455
3030700032,3423973,320936387,7.0,R6,required - high density,4,0,40.70596663,-73.94389469
3030700033,3423972,320937581,8.0,R6,required - high density,4,0,40.70595831,-73.94398372
3030630011,3426014,320937670,3.0,R6,required - high density,2,0,40.707356,-73.940408
3028330018,3069834,320940452,7.0,R6B,required - high density,4,0,40.71956129,-73.94096118
3028330017,3069833,320940461,7.0,R6B,required - high density,4,0,40.71963051,-73.94097083
3031960020,3426432,320940611,8.0,R6,required - high density,4,0,40.70052451,-73.92734884
3018880019,3835080,320943495,9.0,R6B,required - high density,5,0,40.694319,-73.968691
3033660032,3418256,320945714,3.0,R6,required - high density,2,0,40.68918084,-73.91857575
3006460018,3426317,320954142,7.0,R6B,required - high density,4,0,40.66159106,-73.99570911
3019520048,3425121,320956435,2.0,R6B,required - high density,1,0,40.68746462,-73.96071536
3014830003,3039679,320958727,57.0,R6A,required - high density,29,24,40.68745954,-73.92323001
3031960019,3072698,320959058,8.0,R6,required - high density,4,0,40.7004684,-73.92740349
3019000067,3418231,320959673,48.0,R7A,required - high density,14,0,40.69469825,-73.95677058
3012510034,3425152,320959735,10.0,R6,required - high density,5,0,40.67155168,-73.9394495
3054580049,3129358,320960297,7.0,R6,required - high density,4,0,40.63034163,-73.98698244
3024717501,3424754,320961152,10.0,R6,required - high density,5,0,40.71075735,-73.96528063
3032540009,3418342,320961606,8.0,R6,required - high density,4,0,40.6957781,-73.92625217
3031830011,3413924,320961679,20.0,R6,required - high density,10,5,40.69782505,-73.93263861
3005300002,3425524,320962231,19.0,R5,required - low density,16,16,40.679452,-74.009994
3065120067,3170574,320964113,1.0,R2X,required - low density,1,1,40.62819257,-73.96750881
3070420011,3421451,320964140,1.0,R3-1,required - low density,1,1,40.5742023,-74.00717844
3032730035,3074661,320965041,20.0,R6,required - high density,10,5,40.69331945,-73.92544873
3022420054,3413490,320965354,3.0,R6A,required - high density,2,0,40.70327103,-73.94958816
3021350001,3425860,320966362,37.0,R7A,required - high density,19,4,40.707911,-73.967589
3021350103,3421413,320966399,51.0,R7A,required - high density,26,11,40.70789469,-73.96804094
3021350107,3413974,320966406,35.0,R7A,required - high density,18,3,40.70820964,-73.96762626
3021350104,3421412,320966433,42.0,R7A,required - high density,21,6,40.70825878,-73.96808075
3033860041,3418120,320968459,10.0,R6,required - high density,5,0,40.69702126,-73.90794199
3027380015,3068160,320969332,10.0,R6,required - high density,5,0,40.71761879,-73.94731015
3022420022,3061307,320969341,9.0,R6A,required - high density,5,0,40.70383196,-73.94943925
3052190053,3425396,320971016,21.0,R7A,required - high density,6,0,40.63688015,-73.95948297
3006467503,3426316,320971221,3.0,R6B,required - high density,2,0,40.66125957,-73.99594204
3018057501,3425555,320971506,6.0,R6B,required - high density,3,0,40.68791137,-73.94409989
3033860141,3418118,320971739,9.0,R6,required - high density,5,0,40.6972143,-73.90828133
3005870038,3423560,320971748,3.0,R5,required - low density,3,3,40.6756336,-74.01288426
3005870040,3341873,320971757,3.0,R5,required - low density,3,3,40.67567456,-74.01294454
3056897503,3140047,320976743,3.0,R5,required - low density,3,3,40.63305327,-74.0005433
3056897504,3140046,320976752,3.0,R5,required - low density,3,3,40.63297705,-74.00044649
3056637507,3138730,320976823,8.0,R6,required - high density,4,0,40.6325119,-73.99290009
3057037506,3382912,320979072,3.0,R5,required - low density,3,3,40.63179434,-74.00076413
3057037507,3421940,320979081,3.0,R5,required - low density,3,3,40.63182872,-74.00082045
3022420053,3413489,320979269,3.0,R6A,required - high density,2,0,40.70332819,-73.94950392
3071450058,3193384,320979848,3.0,R5,required - low density,3,3,40.5923368,-73.97590989
3015277501,3424611,320979875,8.0,R6,required - high density,4,0,40.68023103,-73.9130392
3010360182,3424993,320985494,1.0,R6B,required - high density,1,0,40.66513899,-73.98537252
3010360181,3424977,320985500,1.0,R6B,required - high density,1,0,40.66516386,-73.98542236
3010360171,3424991,320985519,1.0,R6B,required - high density,1,0,40.66518863,-73.9854747
3024697502,3425619,320989640,17.0,R6,required - high density,9,4,40.710872,-73.966898
3017940053,3426321,320990095,8.0,R6B,required - high density,4,0,40.68887262,-73.94818943
3056480028,3424861,320990120,8.0,R6,required - high density,4,0,40.63485838,-73.99376257
3056587502,3426937,320990139,13.0,R6,required - high density,7,2,40.638972,-74.003646
3063717503,3424048,320991423,6.0,R5,required - low density,5,5,40.605705,-74.001098
3063787501,3421649,320995161,6.0,R5,required - low density,5,5,40.60158781,-73.99690571
3017600148,3048883,320995606,8.0,R6A,required - high density,4,0,40.69492557,-73.9435758
3006317502,3425424,321003631,17.0,R6A,required - high density,9,4,40.66359208,-73.99141963
3033457501,3426800,321004694,10.0,R6,required - high density,5,0,40.69932714,-73.91159298
3047730070,3414224,321004701,3.0,R4,required - low density,3,3,40.6437799,-73.92731503
3047730069,3426016,321004710,3.0,R4,required - low density,3,3,40.64371439,-73.92730596
3027850040,3424474,321004783,7.0,R6B,required - high density,4,0,40.71051512,-73.94957849
3027850039,3424475,321004792,7.0,R6B,required - high density,4,0,40.71052323,-73.94948989
3053900033,3126825,321005452,1.0,R5,required - low density,1,1,40.63725166,-73.97180692
3022660047,3425300,321006521,2.0,R7A,required - high density,1,0,40.70176439,-73.94739833
3022660046,3425297,321006530,2.0,R7A,required - high density,1,0,40.70180286,-73.94733873
3022660048,3425301,321006549,2.0,R7A,required - high density,1,0,40.70172593,-73.94745793
3029077504,3425151,321007085,9.0,C8-2,not permitted,0,0,40.71519471,-73.94145865
3018937504,3424339,321007619,29.0,R7A,required - high density,9,0,40.6939799,-73.96342898
3018930047,3329802,321007628,43.0,R7A,required - high density,13,0,40.69442814,-73.96349096
3030790014,3418257,321009216,8.0,R6,required - high density,4,0,40.70564031,-73.94384278
3005870037,3418220,321009822,3.0,R5,required - low density,3,3,40.6755802,-74.01284054
3087267502,3426638,321010534,7.0,R6,required - high density,4,0,40.580147,-73.953189
3033590013,3076754,321011007,8.0,R6,required - high density,4,0,40.69176631,-73.917196
3053807507,3426248,321011016,4.0,R6,required - high density,2,0,40.63474027,-73.98142164
3054390065,3425446,321011034,2.0,R5,required - low density,2,2,40.62955952,-73.97812439
3053807504,3421799,321011061,3.0,R5,required - low density,3,3,40.63406763,-73.98107926
3053807505,3414213,321011070,3.0,R5,required - low density,3,3,40.63403409,-73.98102355
3053807508,3421798,321011089,3.0,R5,required - low density,3,3,40.63400055,-73.98096784
3053807503,3414214,321011098,3.0,R5,required - low density,3,3,40.63396637,-73.98091107
3013420041,3424203,321011196,8.0,R6,required - high density,4,0,40.67644172,-73.9308458
3066610026,3418207,321012417,1.0,R5,required - low density,1,1,40.60594248,-73.96868423
3013420040,3035681,321012685,8.0,R6,required - high density,4,0,40.67644591,-73.93093305
3013420040,3035681,321012774,8.0,R6,required - high density,4,0,40.67645009,-73.9310203
3013420039,3424201,321012989,8.0,R6,required - high density,4,0,40.67645421,-73.93110616
3048370080,3425521,321016333,58.0,M1-2,not permitted,0,0,40.6545357,-73.94854406
3048190011,3413946,321017582,8.0,R6,required - high density,4,0,40.65769115,-73.94986722
3048190077,3413947,321017608,8.0,R6,required - high density,4,0,40.65769804,-73.94978094
3022500036,3426231,321018858,2.0,R7A,required - high density,1,0,40.70265512,-73.94752186
3032530029,3325568,321018956,8.0,R6,required - high density,4,0,40.6952592,-73.9260796
3032530028,3325569,321018965,8.0,R6,required - high density,4,0,40.69529858,-73.92615208
3023397502,3424133,321019599,5.0,R6A,required - high density,3,0,40.71467182,-73.95442481
3006370019,3323805,321020514,29.0,R6B,required - high density,15,10,40.66305159,-73.99355833
3066357501,3425639,321021504,28.0,R6A,required - high density,14,9,40.6088243,-73.97057207
3019747502,3424161,321022353,5.0,R6B,required - high density,3,0,40.68619459,-73.95548513
3032660019,3425863,321022433,8.0,R6,required - high density,4,0,40.69794845,-73.92282702
3074130085,3424200,321024770,1.0,R4,required - low density,1,1,40.59061502,-73.95813191
3074737501,3205375,321025083,6.0,R4,required - low density,6,6,40.58918011,-73.94097
3062120001,3425494,321025289,6.0,R4,required - low density,6,6,40.61909135,-74.0048059
3076500020,3209686,321025396,1.0,R4,required - low density,1,1,40.62071696,-73.94350874
3016580024,3426246,321026233,28.0,R6B,required - high density,14,9,40.68594588,-73.92509415
3014880040,3414234,321026457,8.0,R6B,required - high density,4,0,40.68674523,-73.91822124
3013540074,3035874,321027937,8.0,R6,required - high density,4,0,40.67443945,-73.93205557
3030970023,3071459,321030371,10.0,R6,required - high density,5,0,40.70421973,-73.94126851
3022187505,3425330,321030512,6.0,R6,required - high density,3,0,40.70209626,-73.95746153
3034330032,3426481,321032404,2.0,R6,required - high density,1,0,40.68655678,-73.90930884
3034330033,3426482,321032422,2.0,R6,required - high density,1,0,40.68652959,-73.90926003
3013080025,3425878,321033001,25.0,R7-1,required - high density,8,3,40.66440453,-73.95235143
3054240018,3421433,321034616,44.0,R7A,required - high density,13,0,40.6318452,-73.97070243
3051700111,3424862,321036473,2.0,R6,required - high density,1,0,40.64456705,-73.95239688
3051700110,3418227,321036482,2.0,R6,required - high density,1,0,40.64451369,-73.9523944
3051700109,3418226,321036491,2.0,R6,required - high density,1,0,40.64445877,-73.9523922
3051700019,3418225,321036507,2.0,R6,required - high density,1,0,40.64440014,-73.95238992
3062737501,3162781,321036801,6.0,R5,required - low density,5,5,40.61026588,-73.99732279
3053740077,3126182,321038051,2.0,R5,required - low density,2,2,40.63982852,-73.97458662
3006437508,3425988,321038809,3.0,R6B,required - high density,2,0,40.66183192,-73.99534798
3016120028,3425644,321039461,8.0,R6B,required - high density,4,0,40.69221673,-73.92918538
3017700048,3414356,321040501,6.0,R6B,required - high density,3,0,40.69290921,-73.94917021
3054980053,3421362,321041635,2.0,R5,required - low density,2,2,40.62360031,-73.98638468
3053807509,3425926,321041653,2.0,R5,required - low density,2,2,40.63346381,-73.9800483
3086620133,3424552,321042171,16.0,R6,required - high density,8,3,40.57941406,-73.96533384
3017710011,3322100,321042233,10.0,R6B,required - high density,5,0,40.69306673,-73.94810344
3023040012,3256298,321042242,9.0,R6A,required - high density,5,0,40.719773,-73.956847
3067030055,3179457,321042322,116.0,R7A,required - high density,58,43,40.62987683,-73.95751115
3010520005,3428584,321042331,70.0,R8A,required - high density,28,13,40.66544993,-73.99210273
3050837503,3421831,321042386,71.0,R7A,required - high density,36,21,40.65315693,-73.95640244
3017470001,3426034,321042509,39.0,R6A,required - high density,20,15,40.695896,-73.948997
3017477504,3426035,321042518,33.0,R6A,required - high density,17,12,40.695975,-73.948582
3017477503,3421429,321042536,32.0,R6A,required - high density,16,11,40.69616176,-73.94754863
3050450070,3115680,321042545,10.0,R6,required - high density,5,0,40.65685367,-73.9574426
3063460027,3424703,321042572,3.0,R5,required - low density,3,3,40.60429891,-73.99652009
3017470057,3421430,321042590,40.0,R6A,required - high density,20,15,40.69563404,-73.94898095
3017477505,3425836,321042607,32.0,R6A,required - high density,16,11,40.69610122,-73.948068
3032270054,3425035,321042634,8.0,R6,required - high density,4,0,40.6971248,-73.9278813
3003520055,3418303,321043223,3.0,R6B,required - high density,2,0,40.682938,-74.005141
3011997502,3425460,321044259,4.0,M1-1,not permitted,0,0,40.67854354,-73.95493879
3025110030,3425976,321044892,7.0,R6B,required - high density,4,0,40.73353848,-73.95889703
3017810068,3426916,321045506,4.0,R6B,required - high density,2,0,40.69156968,-73.94458706
3024397501,3427048,321046471,6.0,R6,required - high density,3,0,40.70802539,-73.95090527
3056187507,3422382,321046685,8.0,R6,required - high density,4,0,40.63429806,-73.9860915
3056927502,3140125,321046701,4.0,R6,required - high density,2,0,40.62926175,-73.99358908
3051050076,3425850,321046970,27.0,R6,required - high density,14,9,40.64992435,-73.95185104
3016910010,3426277,321047032,7.0,R6B,required - high density,4,0,40.68006578,-73.93076742
3006030024,3418330,321049860,1.0,R5,required - low density,1,1,40.67560902,-74.0153054
3006030025,3418331,321049879,1.0,R5,required - low density,1,1,40.67556827,-74.0153535
3006030023,3426194,321049913,1.0,R5,required - low density,1,1,40.67565418,-74.01525208
3051080024,3117319,321050170,21.0,R6,required - high density,11,6,40.6494828,-73.95108664
3072900015,3196604,321052187,1.0,R5,required - low density,1,1,40.60252256,-73.96074313
3067577504,3424974,321052515,8.0,R6A,required - high density,4,0,40.61386046,-73.95448505
3014847501,3424705,321052944,10.0,R6,required - high density,5,0,40.68802952,-73.92003721
3030420010,3325789,321053426,8.0,R6,required - high density,4,0,40.70838731,-73.94578505
3064137503,3416149,321053667,6.0,R5,required - low density,5,5,40.60012913,-73.99779977
3019690022,3056374,321055264,81.0,R6B,required - high density,41,36,40.68620383,-73.96178246
3017140015,3048269,321056478,6.0,R6B,required - high density,3,0,40.67793405,-73.9222533
3013400025,3418321,321058261,8.0,R6,required - high density,4,0,40.67674737,-73.93728123
3050990200,3426859,321058270,49.0,R7A,required - high density,15,0,40.64918536,-73.96179185
3017620006,3427054,321058984,9.0,R7A,required - high density,3,0,40.69135563,-73.95524102
3031580051,3425100,321059457,8.0,R6,required - high density,4,0,40.70304189,-73.92894801
3054097501,3422386,321060043,8.0,R6A,required - high density,4,0,40.63186077,-73.97541685
3067420075,3180868,321061122,14.0,R7A,required - high density,4,0,40.61709018,-73.96150303
3016260078,3426349,321061612,9.0,R6B,required - high density,5,0,40.6892248,-73.93268892
3003520053,3418305,321061818,3.0,R6B,required - high density,2,0,40.682888,-74.004972
3017810034,3425421,321062595,10.0,R6A,required - high density,5,0,40.69210865,-73.94337196
3055160050,3427070,321063503,11.0,R6A,required - high density,6,1,40.62452492,-73.99264661
3055160042,3427069,321063512,11.0,R6A,required - high density,6,1,40.62462732,-73.99251584
3055160040,3427068,321063585,11.0,R6A,required - high density,6,1,40.62473414,-73.99240656
3055160034,3427064,321063594,6.0,R6A,required - high density,3,0,40.62505326,-73.99269741
3055160038,3427067,321063601,11.0,R6A,required - high density,6,1,40.62485177,-73.99230646
3055160036,3427066,321063610,6.0,R6A,required - high density,3,0,40.62495173,-73.99252988
3055160035,3427065,321063629,6.0,R6A,required - high density,3,0,40.62500269,-73.99261396
3016560041,3425530,321063923,15.0,R6A,required - high density,8,3,40.68525989,-73.92975988
3019110025,3054929,321063941,7.0,R6B,required - high density,4,0,40.69370779,-73.95942226
3019110028,3418427,321063969,6.0,R6B,required - high density,3,0,40.693638,-73.959478
3012247504,3426646,321064058,9.0,R7A,required - high density,3,0,40.67524929,-73.95606015
3031960017,3072697,321064370,6.0,R6,required - high density,3,0,40.7003463,-73.92748065
3022500010,3426230,321064389,27.0,R7A,required - high density,8,0,40.702288,-73.948711
3027730008,3426258,321065379,27.0,R7A,required - high density,8,0,40.71227545,-73.95105551
3032260037,3426252,321065556,25.0,R6,required - high density,13,8,40.69635466,-73.92908945
3031310039,3418210,321066341,4.0,R6,required - high density,2,0,40.70061822,-73.93995897
3031310038,3418211,321066350,4.0,R6,required - high density,2,0,40.70066055,-73.93992096
3003197504,3418295,321066591,4.0,R6A,required - high density,2,0,40.68635175,-74.00182799
3030437508,3425490,321066760,24.0,R6,required - high density,12,7,40.70812124,-73.94475169
3014350023,3414186,321067661,22.0,R6,required - high density,11,6,40.675966,-73.909543
3019490033,3055633,321067901,8.0,R6A,required - high density,4,0,40.6889577,-73.95786762
3051930021,3119918,321072343,7.0,R6,required - high density,4,0,40.64218286,-73.95081099
3051930022,3426404,321072361,6.0,R6,required - high density,3,0,40.64212917,-73.95080471
3031600015,3424889,321078953,8.0,R6,required - high density,4,0,40.69780375,-73.93534326
3071070064,3191891,321079060,1.0,R3-1,required - low density,1,1,40.59898737,-73.96774147
3014830024,3421724,321079293,7.0,R6B,required - high density,4,0,40.68780479,-73.92215026
3016510054,3425169,321079300,7.0,R6B,required - high density,4,0,40.68573927,-73.930435
3014830025,3418300,321079319,7.0,R6B,required - high density,4,0,40.68781545,-73.92206064
3087470157,3425635,321080049,1.0,R3-1,required - low density,1,1,40.58063442,-73.94473965
3073860166,3418320,321080094,3.0,R4,required - low density,3,3,40.59694747,-73.94198898
3051620065,3425399,321080511,38.0,R7A,required - high density,11,0,40.64227867,-73.96048837
3050900071,3426366,321080520,21.0,R6,required - high density,11,6,40.65083316,-73.9538975
3018397502,3425716,321080539,35.0,R6A,required - high density,18,13,40.68299838,-73.94415402
3050620061,3116151,321080637,23.0,R7A,required - high density,7,0,40.65296396,-73.96072222
3011757503,3426901,321081262,4.0,R6B,required - high density,2,0,40.673505,-73.959361
3050880021,3428516,321081306,69.0,R7-1,required - high density,41,36,40.65225765,-73.95122467
3050427502,3115521,321081342,38.0,R6,required - high density,27,22,40.65788897,-73.95704706
3018990058,3418412,321081896,8.0,R6A,required - high density,4,0,40.6951421,-73.9574449
3027230031,3067910,321082779,10.0,R6A,required - high density,5,0,40.71890404,-73.94711159
3031860048,3426855,321082797,8.0,R6,required - high density,4,0,40.70203767,-73.92642771
3011747502,3426356,321083199,8.0,R6A,required - high density,4,0,40.67336054,-73.96086045
3014150035,3425987,321083224,49.0,R7-1,required - high density,29,24,40.665354,-73.92954558
3016530001,3418369,321083359,38.0,R6B,required - high density,19,14,40.68622393,-73.92620645
3017130007,3421590,321083545,118.0,R7D,required - high density,59,44,40.67741054,-73.92304226
3017880058,3418153,321083554,2.0,R6A,required - high density,1,0,40.68944751,-73.95160048
3033360026,3076359,321084535,8.0,R6,required - high density,4,0,40.69883224,-73.91316109
3056300010,3418375,321085883,8.0,R6,required - high density,4,0,40.63449409,-73.98853645
3017800004,3425127,321086338,12.0,R7A,required - high density,4,0,40.69133558,-73.94814927
3019420017,3055425,321086784,8.0,R7A,required - high density,2,0,40.69065093,-73.95620547
3014150031,3426323,321086873,49.0,R7-1,required - high density,15,10,40.66566345,-73.92957188
3031390021,3426343,321087131,136.0,R7A,required - high density,68,53,40.7019238,-73.93550019
3074110039,3425595,321087667,10.0,R4,required - low density,10,10,40.58979574,-73.95975983
3018670088,3053991,321088265,43.0,R7D,required - high density,13,0,40.67870531,-73.94924577
3011900061,3427012,321090029,163.0,R8A,required - high density,65,50,40.66681324,-73.96088367
3018690001,3054005,321090038,49.0,R6A,required - high density,25,20,40.67873901,-73.94386625
3071450059,3418337,321090421,3.0,R5,required - low density,3,3,40.59227184,-73.97591761
3025320045,3425610,321090788,14.0,R7A,required - high density,4,0,40.73254759,-73.95495859
3056300008,3418373,321091162,4.0,R6,required - high density,2,0,40.63461507,-73.9887379
3056300009,3418374,321091171,8.0,R6,required - high density,4,0,40.63456427,-73.98865349
3013340047,3418422,321092303,7.0,R6,required - high density,4,0,40.67714919,-73.93673486
3013340046,3425136,321092312,8.0,R6,required - high density,4,0,40.67714451,-73.93665217
3013340045,3418423,321092321,7.0,R6,required - high density,4,0,40.67713982,-73.93656933
3072997504,3421778,321093428,29.0,R6A,required - high density,15,10,40.60206496,-73.95153654
3016990071,3047977,321093464,8.0,R6A,required - high density,4,0,40.67919535,-73.93760856
3074117502,3425783,321094677,6.0,R4,required - low density,6,6,40.590506,-73.959876
3017800131,3425332,321095024,37.0,R6A,required - high density,19,14,40.69174391,-73.94640673
3050570088,3423053,321098183,9.0,R6,required - high density,5,0,40.65545667,-73.95237927
3050570014,3418395,321098192,27.0,R6,required - high density,14,9,40.65588192,-73.95258155
3050300033,3418385,321098968,6.0,R6,required - high density,3,0,40.66129296,-73.95159091
3050300034,3426763,321098977,6.0,R6,required - high density,3,0,40.661277,-73.951525
3048370065,3426836,321100143,39.0,R7-1,required - high density,12,7,40.65462281,-73.94728243
3013540073,3035873,321100786,8.0,R6,required - high density,4,0,40.6744361,-73.93198698
3043320063,3418115,321101437,2.0,R5,required - low density,2,2,40.66297812,-73.88391165
3008927504,3425939,321101598,33.0,R6B,required - high density,17,12,40.66006809,-73.99076585
3067957501,3425654,321102481,24.0,R7A,required - high density,7,0,40.60658378,-73.96055419
3056957501,3423293,321102711,3.0,R5,required - low density,3,3,40.63374917,-74.00247026
3056957502,3422767,321102720,3.0,R5,required - low density,3,3,40.63366555,-74.00233499
3002217501,3426275,321102766,5.0,R7-1,required - high density,2,0,40.698947,-73.99255337
3056517501,3138179,321103364,10.0,R6,required - high density,5,0,40.6394496,-74.00361995
3017770044,3049578,321104764,10.0,R6A,required - high density,5,0,40.69280253,-73.94054098
3054000068,3425442,321105282,60.0,R7A,required - high density,30,15,40.63429455,-73.97177362
3022647522,3426257,321105647,16.0,R7-1,required - high density,5,0,40.69978677,-73.95172068
3012067504,3029988,321105898,4.0,R6A,required - high density,2,0,40.677515,-73.95165
3032640018,3426015,321106655,26.0,R6,required - high density,13,8,40.69479955,-73.92589224
3033520019,3076630,321106753,8.0,R6,required - high density,4,0,40.69567139,-73.91454516
3056990023,3140470,321106842,2.0,R5,required - low density,2,2,40.62830368,-73.99351642
3027387501,3425489,321106977,12.0,R6,required - high density,6,1,40.71765863,-73.94690331
3061890050,3158296,321107208,2.0,R4A,required - low density,2,2,40.62059674,-74.00438441
3027710001,3338163,321107645,24.0,R6A,required - high density,12,7,40.71322519,-73.94388952
3032660023,3425864,321107654,9.0,R6,required - high density,5,0,40.69815516,-73.92256457
3023840022,3426443,321108190,2.0,R6B,required - high density,1,0,40.7126381,-73.955512
3023840123,3426442,321108207,2.0,R6B,required - high density,1,0,40.71257629,-73.95555157
3023840125,3256351,321108216,2.0,R6B,required - high density,1,0,40.7124539,-73.95562992
3023840124,3426441,321108225,2.0,R6B,required - high density,1,0,40.71251546,-73.95559051
3074687506,3424729,321108653,9.0,R4,required - low density,9,9,40.58769402,-73.94623319
3071660029,3421814,321109162,3.0,R5,required - low density,3,3,40.59068492,-73.97733482
3071660033,3194261,321109171,3.0,R5,required - low density,3,3,40.59063146,-73.97729243
3071660033,3421815,321109180,3.0,R5,required - low density,3,3,40.59061674,-73.97721392
3018000031,3426520,321109475,4.0,R6B,required - high density,2,0,40.68913815,-73.94306106
3001870044,3426427,321111550,1.0,R6B,required - high density,1,0,40.687985,-73.991223
3001870043,3426428,321111578,1.0,R6B,required - high density,1,0,40.68795425,-73.9911307
3023710050,3418393,321112540,15.0,R6,required - high density,8,3,40.71314819,-73.95315659
3050460042,3424345,321114147,8.0,R6,required - high density,4,0,40.65743091,-73.95391305
3050460075,3424193,321114156,8.0,R6,required - high density,4,0,40.6570024,-73.95485911
3016140078,3425168,321114520,2.0,R6A,required - high density,1,0,40.68998683,-73.93913028
3050460074,3418409,321114664,8.0,R6,required - high density,4,0,40.65700807,-73.9547703
3011490017,3427019,321115226,16.0,R7A,required - high density,5,0,40.67715429,-73.9583603
3018397501,3052770,321115315,4.0,R6B,required - high density,2,0,40.68257941,-73.94469984
3050460040,3418401,321115379,8.0,R6,required - high density,4,0,40.65742645,-73.95399877
3069000024,3186888,321117901,5.0,R5,required - low density,4,4,40.59079082,-73.98692636
3073417501,3418407,321118704,8.0,R4,required - low density,8,8,40.60246613,-73.93625337
3073417501,3425835,321118722,4.0,R4,required - low density,4,4,40.6023448,-73.93618551
3061220049,3424717,321118731,2.0,R6A,required - high density,1,0,40.6151684,-74.03239986
3061220048,3418413,321118740,2.0,R6A,required - high density,1,0,40.61513338,-74.03232828
3023397502,3425154,321118946,5.0,R6,required - high density,3,0,40.71457788,-73.95429324
3032650011,3427060,321120559,20.0,R6,required - high density,10,5,40.69552487,-73.9252321
