bbl,bin,jobnum,year,units,counits,parktype
3053807501,3397686,310036350,2011,2.0,2,required - low density
3075807501,3394153,310037055,2010,4.0,4,required - high density
3075807501,3394152,310037064,2010,4.0,4,required - high density
3050470132,3420236,310037153,2014,3.0,3,required - high density
3050470133,3420235,310037162,2015,3.0,3,required - high density
3050470134,3420233,310037171,2015,3.0,3,required - high density
3050470135,3420232,310037180,2014,3.0,3,required - high density
3032550002,3342255,310037288,2010,3.0,3,required - high density
3060300001,3256791,310038401,2013,1.0,1,required - low density
3029170021,3422227,310038713,2014,8.0,8,required - high density
3086700080,3397481,310041816,2014,6.0,6,required - high density
3088057502,3396944,310042218,2012,6.0,6,required - low density
3023490018,3396769,310042593,2011,20.0,20,required - high density
3075807501,3394156,310043592,2010,4.0,4,required - high density
3075807501,3394157,310043609,2010,4.0,4,required - high density
3075807501,3394158,310043618,2010,4.0,4,required - high density
3041680017,3396934,310043841,2011,8.0,8,required - low density
3033700038,3396595,310043887,2010,3.0,3,required - high density
3033700040,3396711,310043896,2010,3.0,3,required - high density
3031720051,3072259,310045180,2010,8.0,8,required - high density
3067467501,3417598,310045386,2014,10.0,10,required - high density
3031860016,3413842,310045812,2012,16.0,16,required - high density
3032340036,3396908,310046447,2014,6.0,6,required - high density
3082780013,3407221,310047339,2010,2.0,2,required - low density
3082780014,3396727,310047348,2010,2.0,2,required - low density
3001677501,3424473,310048855,2017,71.0,71,required - high density
3027610050,3396786,310049195,2016,5.0,5,required - high density
3056457502,3397687,310049685,2011,8.0,8,required - high density
3077910038,3216069,310049916,2012,2.0,2,required - low density
3026800046,3413832,310050244,2012,8.0,8,required - high density
3056437506,3398008,310050547,2019,3.0,3,required - high density
3075807501,3394154,310050654,2010,4.0,4,required - high density
3075807501,3394155,310050663,2010,4.0,4,required - high density
3075567501,3396933,310050805,2011,19.0,19,required - high density
3026850057,3396781,310051092,2010,2.0,2,required - high density
3054480027,3423935,310051467,2015,1.0,1,required - low density
3031720050,3405216,310051555,2015,8.0,8,required - high density
3027547505,3068615,310051564,2010,7.0,7,required - high density
3031710058,3421994,310051653,2015,8.0,8,required - high density
3087327502,3397495,310051993,2012,8.0,8,required - high density
3010030038,3397206,310052082,2013,51.0,51,required - high density
3002117501,3414331,310052206,2013,14.0,14,required - high density
3000560002,3396812,310054008,2011,33.0,33,required - high density
3017740066,3332935,310054678,2019,6.0,6,required - high density
3017740067,3332935,310054687,2019,6.0,6,required - high density
3031710065,3421992,310054981,2013,6.0,6,required - high density
3006460071,3396794,310055356,2010,7.0,7,required - high density
3033760052,3427055,310055436,2017,2.0,2,required - high density
3041900025,3397490,310055702,2010,47.0,47,required - low density
3044720023,3324173,310056532,2011,2.0,2,required - low density
3044720024,3396507,310056541,2011,2.0,2,required - low density
3044720025,3098628,310056550,2011,2.0,2,required - low density
3026217502,3065679,310056845,2010,8.0,8,required - high density
3044720026,3396508,310056934,2011,2.0,2,required - low density
3044720027,3397103,310056943,2011,2.0,2,required - low density
3044720028,3396509,310056952,2011,2.0,2,required - low density
3044720029,3396511,310056961,2011,2.0,2,required - low density
3044720030,3396513,310056970,2011,2.0,2,required - low density
3044720031,3396514,310056989,2011,2.0,2,required - low density
3028847501,3396791,310057390,2015,15.0,15,required - high density
3055067501,3395511,310057684,2010,3.0,3,required - low density
3071100030,3192087,310058380,2011,1.0,1,required - low density
3086630318,3244368,310058497,2011,1.0,1,required - high density
3004137501,3396842,310058816,2011,95.0,95,required - high density
3017920020,3050036,310059236,2012,23.0,23,required - low density
3056937503,3397064,310059637,2010,12.0,12,required - high density
3005800025,3413666,310059904,2015,15.0,15,required - low density
3062417502,3397460,310060251,2017,35.0,35,required - high density
3023250024,3396858,310060803,2012,28.0,28,required - high density
3056040026,3136148,310060894,2010,2.0,2,required - high density
3056950033,3411332,310061287,2010,3.0,3,required - low density
3056950034,3411333,310061296,2010,3.0,3,required - low density
3056950033,3411332,310061303,2010,3.0,3,required - low density
3056950035,3411334,310061321,2010,3.0,3,required - low density
3056950036,3411336,310061330,2010,3.0,3,required - low density
3056950031,3411330,310061349,2011,3.0,3,required - low density
3044720033,3396516,310061697,2010,2.0,2,required - low density
3044720034,3396517,310061704,2010,2.0,2,required - low density
3055067502,3395510,310061786,2010,3.0,3,required - low density
3054400050,3128770,310061820,2019,3.0,3,required - low density
3057130020,3141111,310061884,2020,2.0,2,required - low density
3044720035,3396518,310062008,2010,2.0,2,required - low density
3030700015,3403573,310062570,2010,42.0,42,required - high density
3025230015,3064183,310062614,2014,8.0,8,required - high density
3068897501,3395396,310063846,2010,3.0,3,required - low density
3068897501,3395397,310063855,2010,3.0,3,required - low density
3068897501,3395398,310063864,2010,3.0,3,required - low density
3068897501,3395399,310063873,2010,3.0,3,required - low density
3068897501,3395400,310063882,2010,3.0,3,required - low density
3068897501,3395401,310063891,2010,3.0,3,required - low density
3068897501,3395402,310063908,2010,3.0,3,required - low density
3031710024,3072205,310065247,2013,8.0,8,required - high density
3031710052,3425906,310065256,2013,8.0,8,required - high density
3065330078,3394127,310065265,2012,1.0,1,required - low density
3062660001,3396759,310065595,2013,1.0,1,required - low density
3003097501,3414121,310065666,2014,6.0,6,required - high density
3016990070,3399527,310066683,2011,3.0,3,required - high density
3016990074,3399530,310066692,2011,3.0,3,required - high density
3016990075,3399532,310066709,2011,3.0,3,required - high density
3016990001,3399522,310066718,2011,3.0,3,required - high density
3006310009,3008971,310067021,2014,6.0,6,required - high density
3044720032,3396515,310067147,2010,2.0,2,required - low density
3044720037,3396520,310067254,2010,2.0,2,required - low density
3044720036,3396519,310067263,2010,2.0,2,required - low density
3040130021,3089147,310067343,2010,2.0,2,required - low density
3019487501,3055602,310068093,2010,10.0,10,required - high density
3032310033,3421997,310068299,2013,127.0,127,required - high density
3025400068,3064457,310068798,2014,8.0,8,required - high density
3065340015,3171433,310069289,2010,1.0,1,required - low density
3005800024,3413668,310069449,2015,8.0,8,required - low density
3027427501,3396782,310070561,2010,8.0,8,required - high density
3034560032,3401060,310070847,2010,7.0,7,required - high density
3065850022,3173652,310070883,2010,1.0,1,required - low density
3048910022,3397025,310070909,2010,3.0,3,required - low density
3048910023,3397024,310070918,2010,3.0,3,required - low density
3010537507,3397590,310071089,2010,6.0,6,required - high density
3000557503,3000148,310071169,2010,10.0,10,required - high density
3009870001,3413788,310071294,2013,104.0,104,required - high density
3027457501,3418185,310072998,2014,4.0,4,required - high density
3011307502,3027673,310073041,2011,7.0,7,required - high density
3030420006,3400431,310073265,2011,8.0,8,required - high density
3009970006,3396804,310074246,2011,26.0,26,required - high density
3084520011,3412526,310074264,2010,1.0,1,required - low density
3030700003,3422021,310074308,2013,8.0,8,required - high density
3009197503,3421639,310074353,2015,10.0,10,required - high density
3020290001,3414507,310074406,2017,3.0,3,required - high density
3011747501,3029435,310075753,2010,8.0,8,required - high density
3024420011,3396773,310076976,2011,33.0,33,required - high density
3027740031,3396788,310077341,2010,6.0,6,required - high density
3056377503,3396987,310078233,2012,7.0,7,required - high density
3017930057,3414291,310078359,2010,2.0,2,required - high density
3011410076,3250930,310078386,2012,31.0,31,required - high density
3062857501,3383943,310079072,2010,9.0,9,required - low density
3019700013,3396755,310079447,2011,21.0,21,required - high density
3087330093,3246057,310079492,2010,1.0,1,required - low density
3064417503,3397653,310079731,2010,7.0,7,required - low density
3066640067,3177529,310079740,2012,1.0,1,required - low density
3027060029,3426917,310080417,2017,8.0,8,required - high density
3057537501,3142271,310081032,2011,5.0,5,required - low density
3021380034,3413825,310081283,2013,4.0,4,required - high density
3027417501,3418365,310081979,2016,13.0,13,required - high density
3007937505,3398006,310082255,2011,14.0,14,required - high density
3057127501,3141075,310083209,2011,3.0,3,required - low density
3057127503,3141076,310083218,2011,3.0,3,required - low density
3057127502,3141074,310083227,2011,3.0,3,required - low density
3069157502,3396750,310084271,2010,5.0,5,required - low density
3017150014,3425028,310084565,2019,13.0,13,required - high density
3017150014,3425028,310084574,2019,14.0,14,required - high density
3017670051,3391827,310084752,2012,8.0,8,required - high density
3016990045,3399525,310085207,2011,3.0,3,required - high density
3023237501,3413828,310085261,2012,8.0,8,required - high density
3060640041,3322525,310085494,2018,2.0,2,required - low density
3016990002,3399524,310085573,2011,3.0,3,required - high density
3025410057,3425469,310085920,2010,8.0,8,required - high density
3024420001,3063406,310086126,2013,88.0,88,required - high density
3030430010,3396893,310086518,2012,8.0,8,required - high density
3009557506,3426557,310086554,2018,63.0,63,required - high density
3009447504,3397520,310087018,2012,4.0,4,required - high density
3047190046,3396527,310087410,2010,2.0,2,required - low density
3047190045,3396526,310087429,2010,2.0,2,required - low density
3047190044,3396718,310087438,2010,2.0,2,required - low density
3047580065,3396532,310087447,2010,2.0,2,required - low density
3047580064,3408715,310087456,2010,2.0,2,required - low density
3047580063,3408714,310087465,2010,2.0,2,required - low density
3047580062,3396531,310087474,2010,2.0,2,required - low density
3047320001,3408549,310087483,2010,2.0,2,required - low density
3070490051,3397999,310087492,2010,77.0,77,required - high density
3047580061,3396530,310087633,2010,2.0,2,required - low density
3047580058,3408713,310087642,2010,2.0,2,required - low density
3010217502,3022843,310090512,2010,7.0,7,required - high density
3019740001,3413823,310090629,2011,28.0,28,required - high density
3002797501,3421795,310091003,2016,8.0,8,required - high density
3011537503,3422771,310091012,2016,8.0,8,required - high density
3012017501,3395115,310091165,2010,32.0,32,required - high density
3071590004,3194024,310091174,2020,1.0,1,required - low density
3025980021,3398427,310091227,2014,8.0,8,required - high density
3011247506,3425841,310091263,2017,4.0,4,required - high density
3074047506,3425006,310091904,2017,27.0,27,required - high density
3030450022,3071018,310091922,2011,4.0,4,required - high density
3027767501,3069245,310091968,2011,7.0,7,required - high density
3025230051,3064207,310092226,2014,8.0,8,required - high density
3031327502,3397405,310092921,2011,6.0,6,required - high density
3031327503,3397623,310092930,2011,6.0,6,required - high density
3031327501,3397407,310092949,2011,6.0,6,required - high density
3001760049,3000644,310093494,2010,26.0,26,required - high density
3027407503,3412925,310093760,2013,8.0,8,required - high density
3025237504,3425466,310100805,2012,15.0,15,required - high density
3007287501,3397576,310100921,2010,8.0,8,required - high density
3056247507,3424642,310100994,2017,4.0,4,required - high density
3022907502,3396506,310101387,2011,43.0,43,required - high density
3022907502,3396505,310101396,2011,14.0,14,required - high density
3036170025,3398650,310101706,2010,8.0,8,required - high density
3036170025,3398651,310101715,2010,8.0,8,required - high density
3036170025,3398652,310101724,2010,8.0,8,required - high density
3036170025,3398653,310101733,2010,8.0,8,required - high density
3022997502,3397140,310102242,2011,54.0,54,required - high density
3053397503,3397188,310102858,2016,14.0,14,required - high density
3027567502,3398186,310103697,2012,4.0,4,required - high density
3049337501,3397624,310103740,2011,8.0,8,required - high density
3031557501,3396947,310103919,2011,32.0,32,required - high density
3022980029,3398411,310103928,2014,20.0,20,required - high density
3056557503,3413692,310104188,2011,4.0,4,required - high density
3023830002,3396772,310105748,2011,7.0,7,required - high density
3019747501,3397115,310105980,2010,68.0,68,required - high density
3040080021,3422276,310106186,2015,3.0,3,required - low density
3056557504,3414177,310106621,2011,4.0,4,required - high density
3019120001,3251572,310107924,2013,3.0,3,required - high density
3023587503,3399913,310108629,2010,10.0,10,required - high density
3033577501,3425111,310108932,2017,37.0,37,required - high density
3065210055,3170935,310109058,2012,1.0,1,required - low density
3004687502,3398111,310109414,2011,11.0,11,required - high density
3057587502,3397001,310109717,2010,6.0,6,required - low density
3011537506,3396401,310109762,2019,13.0,13,required - high density
3036170025,3398648,310110304,2010,8.0,8,required - high density
3036170025,3398649,310110313,2010,8.0,8,required - high density
3019410013,3427193,310110484,2019,10.0,10,required - high density
3008427501,3397060,310111241,2011,7.0,7,required - high density
3027310001,3412620,310111296,2011,95.0,95,required - high density
3036027501,3393959,310111349,2010,54.0,54,required - high density
3067687502,3413870,310111704,2011,12.0,12,required - high density
3011490065,3420429,310111740,2011,38.0,38,required - high density
3036170036,3398656,310112124,2010,8.0,8,required - high density
3036170036,3398655,310112133,2010,8.0,8,required - high density
3036170040,3398658,310112142,2010,8.0,8,required - high density
3036170040,3411039,310112151,2010,8.0,8,required - high density
3036170040,3398657,310112160,2010,8.0,8,required - high density
3036170040,3398659,310112179,2010,8.0,8,required - high density
3022910001,3251727,310112516,2013,351.0,351,required - high density
3069107501,3397090,310112721,2014,20.0,20,required - low density
3010470061,3399009,310113702,2014,31.0,31,required - high density
3023050017,3399887,310113935,2011,6.0,6,required - high density
3023050016,3256299,310113944,2011,6.0,6,required - high density
3023050015,3061701,310113953,2011,6.0,6,required - high density
3028290030,3422290,310114471,2015,7.0,7,required - high density
3023837504,3396964,310115023,2011,6.0,6,required - high density
3012310043,3396416,310115657,2011,8.0,8,required - high density
3008860016,3017195,310115700,2013,3.0,3,required - high density
3012310041,3396413,310115719,2011,8.0,8,required - high density
3012310042,3396414,310115728,2011,8.0,8,required - high density
3033370018,3396911,310115764,2010,3.0,3,required - high density
3034010040,3078492,310115773,2010,3.0,3,required - high density
3033700004,3077061,310115782,2010,3.0,3,required - high density
3032970033,3400836,310115791,2010,3.0,3,required - high density
3033370020,3396912,310115979,2010,3.0,3,required - high density
3022487503,3413827,310117566,2012,7.0,7,required - high density
3034990061,3424325,310118039,2020,26.0,26,required - high density
3026900070,3415472,310118244,2018,8.0,8,required - high density
3026900071,3415475,310118253,2018,8.0,8,required - high density
3028570042,3070003,310118271,2010,8.0,8,required - high density
3026880036,3400079,310118510,2013,7.0,7,required - high density
3026880037,3400080,310118529,2013,7.0,7,required - high density
3023490015,3343247,310118985,2014,86.0,86,required - high density
3023400004,3398150,310119706,2015,509.0,509,required - high density
3055617501,3398688,310120106,2011,7.0,7,required - low density
3033690053,3400890,310120892,2010,3.0,3,required - high density
3031720026,3396907,310121098,2010,8.0,8,required - high density
3018977509,3054663,310122621,2016,4.0,4,not permitted
3006437507,3396862,310122792,2010,4.0,4,required - high density
3066787503,3398009,310122890,2011,9.0,9,required - high density
3031650015,3396905,310122952,2010,8.0,8,required - high density
3010357503,3023442,310122989,2013,4.0,4,required - high density
3070370022,3189423,310123087,2016,1.0,1,required - low density
3017557503,3048637,310123684,2011,45.0,45,required - high density
3054330027,3424059,310123764,2017,2.0,2,required - high density
3008487501,3015733,310123899,2011,5.0,5,required - high density
3027740032,3413835,310124219,2013,4.0,4,required - high density
3072607506,3396918,310124610,2012,14.0,14,required - high density
3032340045,3422279,310124754,2014,8.0,8,required - high density
3056157504,3397643,310125316,2010,4.0,4,required - high density
3066810219,3397092,310125405,2015,1.0,1,required - low density
3022890014,3394987,310126048,2010,142.0,142,not permitted
3012560011,3032360,310126226,2013,6.0,6,required - high density
3022637508,3413713,310126958,2011,22.0,22,required - high density
3075860047,3206694,310127261,2012,2.0,2,required - low density
3009820074,3398982,310127412,2011,2.0,2,required - high density
3056187506,3403587,310127635,2013,10.0,10,required - high density
3021310008,3397723,310127699,2011,40.0,40,required - high density
3022637507,3061385,310127715,2010,23.0,23,required - high density
3022637507,3061386,310127724,2010,23.0,23,required - high density
3022637508,3396777,310127733,2011,22.0,22,required - high density
3008797502,3397136,310127822,2011,9.0,9,required - high density
3023930001,3393846,310128420,2011,2.0,2,required - high density
3010297503,3023207,310128493,2011,4.0,4,required - high density
3014840006,3399373,310129189,2011,8.0,8,required - high density
3014860015,3413803,310129214,2012,4.0,4,required - high density
3014840035,3039731,310129223,2012,8.0,8,required - high density
3014840041,3399374,310129232,2012,8.0,8,required - high density
3014860016,3413804,310129241,2012,4.0,4,required - high density
3074150004,3423908,310129312,2012,3.0,3,required - low density
3029190027,3326102,310129349,2012,15.0,15,required - high density
3013127501,3034692,310129401,2012,13.0,13,required - high density
3036170025,3398654,310131096,2010,8.0,8,required - high density
3071090061,3192050,310131112,2013,1.0,1,required - low density
3048050017,3107094,310131425,2012,2.0,2,required - high density
3052270013,3421435,310131675,2019,36.0,36,required - high density
3014840043,3413802,310131764,2012,8.0,8,required - high density
3014840008,3413801,310131773,2011,8.0,8,required - high density
3030320009,3413836,310132433,2012,8.0,8,required - high density
3010947502,3392328,310133236,2011,4.0,4,required - high density
3030630101,3426094,310134949,2017,4.0,4,required - high density
3086670725,3244485,310135065,2019,6.0,6,required - high density
3009987505,3397722,310135458,2011,4.0,4,required - high density
3056157503,3396980,310136019,2010,4.0,4,required - high density
3003630048,3396838,310136661,2012,3.0,3,not permitted
3061570030,3416255,310136714,2010,3.0,3,required - low density
3023927501,3256361,310136769,2013,6.0,6,required - high density
3010540010,3395182,310137447,2010,27.0,27,required - high density
3011000072,3026512,310139105,2020,8.0,8,required - high density
3020140054,3399796,310139631,2011,4.0,4,required - high density
3055917512,3425991,310141058,2018,8.0,8,required - high density
3053800055,3126445,310141067,2014,2.0,2,required - low density
3039800004,3397993,310141888,2012,3.0,3,required - low density
3039800105,3401720,310141897,2012,2.0,2,required - low density
3039800003,3397992,310141904,2012,3.0,3,required - low density
3039800005,3397994,310141913,2012,3.0,3,required - low density
3030630115,3396571,310142814,2010,8.0,8,required - high density
3030630114,3396719,310142823,2010,8.0,8,required - high density
3016680012,3422221,310142903,2013,2.0,2,required - high density
3031647501,3398115,310145928,2010,8.0,8,required - high density
3025397502,3064399,310146197,2012,9.0,9,required - high density
3076907501,3398493,310146204,2013,15.0,15,required - low density
3010037504,3022053,310147935,2012,8.0,8,required - high density
3056210032,3396983,310150369,2010,6.0,6,required - high density
3076897501,3398010,310151199,2013,32.0,32,required - high density
3019507501,3397049,310151313,2011,8.0,8,required - high density
3009247502,3413688,310151741,2013,8.0,8,required - high density
3002997502,3395421,310151956,2013,10.0,10,required - high density
3002997501,3396835,310151965,2011,30.0,30,required - high density
3020610101,3398440,310152063,2010,95.0,95,required - high density
3031710014,3072196,310152820,2013,8.0,8,required - high density
3031710018,3072200,310152839,2013,6.0,6,required - high density
3003397503,3398702,310153213,2013,32.0,32,required - high density
3006030037,3398024,310153393,2011,1.0,1,required - low density
3006030035,3008852,310153400,2011,3.0,3,required - low density
3016990027,3397047,310153712,2011,78.0,78,required - high density
3007757501,3396952,310155621,2010,8.0,8,required - high density
3009157503,3017917,310155747,2011,15.0,15,required - high density
3068620066,3396744,310156103,2016,9.0,9,required - low density
3054440024,3128882,310157807,2013,2.0,2,required - low density
3055007501,3413734,310158076,2010,3.0,3,required - low density
3065330041,3171395,310158129,2012,1.0,1,required - low density
3016000010,3043194,310160438,2011,22.0,22,required - high density
3044530024,3396489,310162007,2010,2.0,2,required - low density
3054370028,3128633,310162739,2012,1.0,1,required - low density
3065100025,3170491,310163729,2013,1.0,1,required - low density
3069950090,3188451,310164997,2012,8.0,8,not permitted
3046810063,3421794,310166771,2013,6.0,6,required - low density
3055907503,3396976,310167271,2011,10.0,10,required - high density
3009420003,3426168,310167994,2018,2.0,2,required - high density
3003047501,3394115,310168396,2010,137.0,137,required - high density
3021067502,3412935,310172498,2013,326.0,326,required - high density
3087230254,3245734,310174147,2018,1.0,1,required - low density
3087230256,3245735,310174165,2011,2.0,2,required - low density
3076090065,3397076,310174628,2010,1.0,1,required - low density
3087167501,3856468,310177625,2019,10.0,10,required - high density
3063630064,3166345,310178205,2010,2.0,2,required - low density
3010480042,3396869,310178465,2011,1.0,1,required - high density
3024687501,3397615,310179311,2012,160.0,160,required - high density
3071670085,3385617,310180014,2011,3.0,3,required - low density
3071670086,3412253,310180023,2011,3.0,3,required - low density
3071670113,3397057,310180318,2011,3.0,3,required - low density
3071670114,3194293,310180327,2011,3.0,3,required - low density
3018930028,3399708,310180504,2019,1.0,1,required - high density
3022140001,3060691,310181399,2020,4.0,4,required - high density
3017887503,3396473,310182147,2011,4.0,4,required - high density
3017887503,3397602,310182156,2011,4.0,4,required - high density
3017887503,3397601,310182165,2011,4.0,4,required - high density
3017717501,3397600,310182174,2010,4.0,4,required - high density
3018857504,3054216,310183574,2010,9.0,9,required - high density
3064600076,3396578,310183930,2010,2.0,2,required - low density
3064600075,3169159,310183949,2010,2.0,2,required - low density
3019720029,3397037,310185849,2010,3.0,3,required - high density
3013540046,3399209,310187981,2016,1.0,1,required - high density
3047950071,3392383,310188089,2010,3.0,3,required - high density
3047950072,3404077,310188098,2010,3.0,3,required - high density
3019710004,3056450,310191048,2010,3.0,3,required - high density
3087810029,3425376,310192519,2016,6.0,6,required - low density
3087810030,3413921,310192528,2017,6.0,6,required - low density
3064500047,3169070,310192582,2011,3.0,3,required - low density
3056737501,3397644,310192920,2010,6.0,6,required - high density
3066840077,3394500,310194223,2013,1.0,1,required - low density
3015350014,3041768,310195204,2011,65.0,65,required - high density
3033760053,3423719,310195357,2014,3.0,3,required - high density
3057800075,3397011,310197970,2011,5.0,5,required - high density
3007737501,3398909,310199175,2011,6.0,6,required - high density
3086170016,3243195,310200939,2014,1.0,1,required - low density
3084310033,3397000,310201260,2019,1.0,1,required - low density
3030970014,3071458,310201457,2012,8.0,8,required - high density
3056857507,3424648,310201732,2016,5.0,5,required - high density
3016870078,3399513,310202152,2013,3.0,3,required - high density
3070340007,3189379,310203419,2011,1.0,1,required - low density
3068250062,3184129,310204203,2014,2.0,2,required - low density
3023170017,3061872,310204588,2012,2.0,2,required - high density
3038730019,3402597,310205774,2012,2.0,2,required - high density
3038730020,3402596,310205783,2012,2.0,2,required - high density
3038730024,3401381,310205792,2011,2.0,2,required - high density
3038730023,3401379,310205809,2011,2.0,2,required - high density
3038730022,3401378,310205818,2011,2.0,2,required - high density
3038730021,3401377,310205827,2011,2.0,2,required - high density
3038730036,3401382,310205836,2011,2.0,2,required - high density
3038730135,3413857,310205845,2011,2.0,2,required - high density
3055107506,3398160,310208156,2014,2.0,2,required - low density
3040917501,3398467,310210704,2010,87.0,87,required - high density
3017160044,3397143,310211525,2013,2.0,2,not permitted
3016997501,3398101,310211936,2012,105.0,105,required - high density
3069240067,3425253,310212105,2016,2.0,2,required - low density
3008377501,3015211,310214817,2010,8.0,8,required - high density
3017810040,3413813,310214844,2013,51.0,51,required - high density
3052740009,3413864,310215718,2011,9.0,9,required - low density
3031580003,3400529,310216049,2010,5.0,5,required - high density
3076340079,3208952,310216959,2014,1.0,1,required - low density
3017547504,3397682,310217468,2014,10.0,10,required - high density
3002960007,3397169,310218966,2014,1.0,1,required - high density
3002960006,3397168,310218975,2014,1.0,1,required - high density
3002960009,3397171,310218984,2012,1.0,1,required - high density
3002960008,3397170,310218993,2014,1.0,1,required - high density
3069150008,3423544,310229366,2015,3.0,3,required - low density
3069150007,3187277,310229375,2015,2.0,2,required - low density
3069150005,3423907,310229776,2015,3.0,3,required - low density
3017837502,3396774,310230041,2010,6.0,6,required - high density
3076300075,3208674,310234083,2011,1.0,1,required - low density
3025307501,3426061,310234207,2018,140.0,140,required - high density
3071040210,3191524,310235162,2012,1.0,1,required - low density
3027230036,3067913,310236802,2012,9.0,9,required - high density
3027680017,3322945,310237053,2013,8.0,8,required - high density
3063717501,3397652,310240511,2010,7.0,7,required - low density
3071747501,3398049,310245972,2010,4.0,4,required - low density
3050590051,3116108,310246061,2011,53.0,53,required - high density
3025307502,3422087,310247042,2018,449.0,463,required - high density
3048200042,3404051,310248817,2011,18.0,18,required - high density
3047010015,3102984,310249308,2012,2.0,2,required - low density
3047010014,3396694,310249317,2012,2.0,2,required - low density
3014520062,3413798,310275975,2010,72.0,72,required - high density
3031517502,3400523,310277205,2011,59.0,59,required - high density
3054660026,3129644,310279935,2015,1.0,1,required - low density
3086617501,3397679,310280184,2011,9.0,9,required - high density
3060390020,3153285,310280193,2016,1.0,1,required - low density
3056187508,3425711,310280228,2017,6.0,6,required - high density
3056907504,3411282,310291225,2013,2.0,2,required - low density
3056907505,3411283,310291323,2013,3.0,3,required - low density
3087280095,3245890,310291403,2014,1.0,1,required - low density
3086630307,3244362,310292803,2015,1.0,1,required - high density
3054670070,3129710,310293385,2011,2.0,2,required - low density
3009227502,3397586,310296499,2010,18.0,18,required - high density
3057120020,3396562,310297933,2011,3.0,3,required - low density
3071000059,3191221,310298852,2013,2.0,2,required - low density
3031840053,3072491,310300395,2010,3.0,3,required - high density
3044690001,3395103,310300563,2011,176.0,176,required - high density
3059470001,3149064,310302455,2012,2.0,2,required - low density
3031650029,3414343,310305577,2019,8.0,8,required - high density
3068640116,3396580,310306148,2010,3.0,3,required - low density
3068640117,3396581,310306175,2010,3.0,3,required - low density
3056700001,3414004,310306200,2014,10.0,10,required - high density
3068640016,3185530,310306228,2010,3.0,3,required - low density
3008770025,3016958,310308208,2012,2.0,2,required - low density
3064137501,3397675,310310623,2011,4.0,4,required - low density
3064137501,3397013,310310632,2011,6.0,6,required - low density
3077520072,3413874,310311506,2013,2.0,2,required - low density
3086250019,3396942,310312998,2011,1.0,1,required - low density
3041910016,3397137,320000583,2010,43.0,43,required - low density
3013480016,3035772,320001172,2012,8.0,8,required - high density
3080060019,3396938,320002714,2012,3.0,3,required - low density
3066017502,3174383,320002723,2011,6.0,6,required - low density
3029077502,3396960,320003973,2012,3.0,3,required - high density
3064260069,3168259,320006373,2011,2.0,2,required - low density
3011520054,3398468,320006603,2012,2.0,2,required - high density
3080060018,3398241,320006961,2012,3.0,3,required - low density
3070510033,3398092,320007032,2013,195.0,195,required - high density
3008027501,3013761,320007158,2014,6.0,6,required - high density
3054210049,3127845,320007791,2015,3.0,3,required - low density
3086627507,3418338,320011740,2014,3.0,3,required - high density
3004140043,3426116,320011928,2017,4.0,4,required - high density
3087380028,3397534,320012142,2012,1.0,1,required - low density
3087380128,3397535,320012151,2012,1.0,1,required - low density
3066640069,3177530,320012918,2014,1.0,1,required - low density
3054960026,3131109,320013588,2014,2.0,2,required - low density
3054960025,3131108,320013864,2014,2.0,2,required - low density
3056900024,3423925,320014532,2015,1.0,1,required - low density
3070890051,3397142,320014612,2014,1.0,1,required - low density
3024630018,3063609,320015498,2014,3.0,3,required - high density
3071570052,3413876,320016718,2013,1.0,1,required - low density
3019147507,3394610,320018618,2012,8.0,8,required - high density
3071040497,3418892,320019289,2014,1.0,1,required - high density
3044520917,3394825,320019332,2013,1.0,1,required - high density
3044520918,3394826,320019341,2013,1.0,1,required - high density
3044520919,3394824,320019350,2013,1.0,1,required - high density
3044520920,3394823,320019369,2013,1.0,1,required - high density
3044520921,3394827,320019378,2013,1.0,1,required - high density
3044520922,3394828,320019387,2013,1.0,1,required - high density
3044520923,3394829,320019396,2013,1.0,1,required - high density
3044520924,3394834,320019403,2013,1.0,1,required - high density
3044520925,3394833,320019412,2013,1.0,1,required - high density
3044520926,3394832,320019421,2013,1.0,1,required - high density
3044520927,3394831,320019430,2013,1.0,1,required - high density
3044520928,3394830,320019449,2013,1.0,1,required - high density
3044520929,3394835,320019458,2013,1.0,1,required - high density
3044520930,3394836,320019467,2013,1.0,1,required - high density
3044520931,3394837,320019476,2013,1.0,1,required - high density
3044520932,3394838,320019485,2013,1.0,1,required - high density
3044520933,3394839,320019494,2013,1.0,1,required - high density
3044520934,3394840,320019500,2013,1.0,1,required - high density
3044520935,3394819,320019519,2013,1.0,1,required - high density
3044520936,3394820,320019528,2013,1.0,1,required - high density
3044520937,3394821,320019537,2013,1.0,1,required - high density
3044520938,3394822,320019546,2013,1.0,1,required - high density
3044520939,3394818,320019555,2013,1.0,1,required - high density
3044520940,3394817,320019564,2013,1.0,1,required - high density
3044520941,3394814,320019573,2013,1.0,1,required - high density
3044520942,3394813,320019582,2013,1.0,1,required - high density
3044520943,3394812,320019591,2013,1.0,1,required - high density
3044520944,3394811,320019608,2013,1.0,1,required - high density
3045860945,3394810,320019617,2013,1.0,1,required - high density
3045860946,3394809,320019626,2013,1.0,1,required - high density
3045860947,3394808,320019635,2013,1.0,1,required - high density
3045860948,3394807,320019644,2013,1.0,1,required - high density
3045860949,3394806,320019653,2013,1.0,1,required - high density
3045860950,3394805,320019662,2013,1.0,1,required - high density
