bbl,bin,jobnum,year,units,counits,parktype
4046830150,4607895,421307213,2019,2.0,2,required - low density
4046830051,4607897,421307222,2018,2.0,2,required - low density
4046830047,4607930,421307240,2018,2.0,2,required - low density
4136700012,4607785,421307339,2017,2.0,2,required - low density
4163500400,4607387,421307375,2017,1.0,1,required - low density
4111980023,4618688,421308329,2018,2.0,2,required - low density
4111980024,4618689,421308445,2018,2.0,2,required - low density
4111980025,4618690,421308962,2018,2.0,2,required - low density
4039520032,4618383,421309514,2019,2.0,2,required - low density
4083450051,4172897,421310012,2017,2.0,2,required - low density
4019970019,4607938,421311967,2019,3.0,3,required - low density
4019970019,4607938,421311994,2019,3.0,3,required - low density
4117600096,4607861,421313563,2018,3.0,3,required - low density
4117600100,4618932,421313572,2018,3.0,3,required - low density
4120390080,4607783,421313625,2017,2.0,2,required - low density
4036960068,4539940,421314571,2020,2.0,2,required - low density
4053940026,4619875,421314964,2018,3.0,3,required - low density
4122950046,4607851,421315339,2017,2.0,2,required - low density
4015220147,4607816,421315712,2018,2.0,2,required - low density
4015220047,4618376,421315721,2019,3.0,3,required - low density
4000570014,4000491,421315936,2020,7.0,7,not required
4076620077,4618088,421316427,2020,2.0,2,required - low density
4056260072,4617489,421316659,2020,1.0,1,required - low density
4083510010,4172988,421317186,2017,2.0,2,required - low density
4073060051,4619666,421317774,2018,2.0,2,required - low density
4120430085,4618907,421320181,2019,2.0,2,required - low density
4044870011,4607828,421320519,2019,1.0,1,required - low density
4067610017,4617482,421321965,2018,3.0,3,required - low density
4052480036,4607883,421322580,2019,1.0,1,required - low density
4053670015,4121075,421324043,2019,2.0,2,required - low density
4054080032,4122020,421324481,2018,2.0,2,required - low density
4057970039,4129821,421328502,2019,1.0,1,required - low density
4117880020,4607922,421329798,2020,2.0,2,required - low density
4016950051,4618078,421332221,2018,3.0,3,required - low density
4016950053,4618079,421332230,2018,3.0,3,required - low density
4160050032,4601719,421332604,2017,2.0,2,required - low density
4160050033,4601721,421332613,2017,2.0,2,required - low density
4160050034,4601722,421332622,2017,2.0,2,required - low density
4160050035,4601723,421332631,2017,2.0,2,required - low density
4163500300,4464720,421332962,2017,1.0,1,required - low density
4073070037,4617541,421333104,2019,2.0,2,required - low density
4069660059,4618552,421335068,2019,2.0,2,required - low density
4069660058,4607876,421335077,2019,2.0,2,required - low density
4073140004,4618380,421337155,2020,2.0,2,required - low density
4073140005,4618379,421337164,2020,2.0,2,required - low density
4102260060,4607920,421337468,2017,2.0,2,required - low density
4102260059,4217859,421337501,2017,2.0,2,required - low density
4087000020,4616777,421337823,2020,1.0,1,required - low density
4004240027,4616574,421338859,2020,31.0,31,not required
4027080050,4607946,421338920,2019,2.0,2,required - low density
4059820059,4618184,421339055,2019,2.0,2,required - low density
4158170048,4430168,421341435,2018,2.0,2,required - low density
4046530040,4105393,421342194,2020,2.0,2,required - low density
4122810035,4608941,421342648,2017,2.0,2,required - low density
4120570049,4607921,421343497,2019,2.0,2,required - low density
4041700017,4617486,421344147,2018,2.0,2,required - low density
4024470003,4056427,421344753,2019,3.0,3,required - low density
4024470002,4607933,421344897,2019,3.0,3,required - low density
4163400050,4620158,421345066,2018,1.0,1,required - low density
4052100019,4611189,421346118,2019,2.0,2,required - low density
4052100018,4617468,421346145,2019,2.0,2,required - low density
4123780020,4620267,421347634,2017,2.0,2,required - low density
4055380036,4618182,421348660,2019,2.0,2,required - low density
4018850010,4618585,421348722,2020,3.0,3,required - low density
4018850011,4618584,421348731,2020,2.0,2,required - low density
4132500005,4607540,421349393,2020,1.0,1,required - low density
4073160058,4617573,421352878,2018,2.0,2,required - low density
4076620079,4618087,421353369,2020,2.0,2,required - low density
4015830066,4608857,421356151,2019,3.0,3,required - low density
4015830065,4608856,421356259,2019,3.0,3,required - low density
4015830166,4608859,421356268,2019,3.0,3,required - low density
4015830067,4608861,421356339,2019,3.0,3,required - low density
4015830068,4608865,421356366,2019,3.0,3,required - low density
4015830167,4608863,421356375,2019,3.0,3,required - low density
4015830069,4608866,421356384,2019,3.0,3,required - low density
4063700105,4315231,421359531,2020,3.0,3,required - low density
4063700104,4614894,421359540,2020,3.0,3,required - low density
4159130076,4607937,421359853,2019,2.0,2,required - low density
4063180026,4614736,421360404,2020,1.0,1,required - low density
4000527503,4000442,421363214,2019,22.0,22,not required
4022270026,4618338,421363688,2019,1.0,1,required - low density
4054210059,4617474,421363857,2019,2.0,2,required - low density
4054210061,4614967,421363982,2019,2.0,2,required - low density
4163500400,4466371,421364614,2019,1.0,1,required - low density
4163500400,4620411,421364623,2018,1.0,1,required - low density
4081740040,4614904,421364810,2019,1.0,1,required - low density
4135730072,4614989,421365301,2019,2.0,2,required - low density
4059800027,4618312,421366961,2020,2.0,2,required - low density
4000457503,4000290,421369218,2019,4.0,4,not required
4000767504,4619717,421369227,2020,6.0,6,not required
4000767502,4617764,421369245,2020,6.0,6,not required
4163500400,4620447,421370242,2018,1.0,1,required - low density
4075670054,4617671,421371848,2020,2.0,2,required - low density
4046340018,4615157,421371884,2019,2.0,2,required - low density
4123920092,4618597,421372099,2018,2.0,2,required - low density
4123920091,4615528,421372115,2018,2.0,2,required - low density
4039480009,4617155,421372400,2019,2.0,2,required - low density
4116260024,4615033,421373132,2019,2.0,2,required - low density
4116260025,4618333,421373141,2019,2.0,2,required - low density
4083500054,4618346,421374266,2019,2.0,2,required - low density
4076650075,4618334,421374275,2020,2.0,2,required - low density
4054170044,4617673,421376497,2018,2.0,2,required - low density
4130300101,4614930,421376754,2019,2.0,2,required - low density
4086000078,4614826,421378681,2020,1.0,1,required - low density
4086000078,4618548,421378690,2020,1.0,1,required - low density
4006460027,4009691,421379403,2019,6.0,6,required - low density
4073660059,4617510,421379421,2019,2.0,2,required - low density
4163500400,4620558,421380384,2018,1.0,1,required - low density
4015190006,4619090,421380491,2019,3.0,3,required - low density
4015190004,4614962,421380516,2019,3.0,3,required - low density
4067490003,4615093,421383050,2018,3.0,3,required - low density
4067490004,4615092,421383069,2018,3.0,3,required - low density
4067490002,4146752,421383130,2018,3.0,3,required - low density
4067490001,4615091,421383149,2018,3.0,3,required - low density
4015040029,4617403,421384512,2020,2.0,2,required - low density
4015040032,4617772,421384772,2020,2.0,2,required - low density
4016790010,4616893,421385502,2018,2.0,2,required - low density
4040070050,4617588,421386011,2019,2.0,2,required - low density
4077540084,4164031,421386155,2018,1.0,1,required - low density
4016790021,4617048,421392530,2018,2.0,2,required - low density
4021860001,4607538,421392754,2019,2.0,2,required - low density
4121990052,4614910,421393156,2020,2.0,2,required - low density
4013490006,4031845,421393708,2020,8.0,8,required - low density
4054600039,4615203,421394217,2019,2.0,2,required - low density
4054600040,4123920,421394226,2019,2.0,2,required - low density
4076870062,4617380,421394235,2019,2.0,2,required - low density
4059900026,4133314,421394404,2020,1.0,1,required - low density
4052160009,4616757,421394422,2018,2.0,2,required - low density
4000767503,4614924,421394510,2020,6.0,6,not required
4070730051,4618169,421394921,2019,2.0,2,required - low density
4162260025,4617675,421395751,2020,86.0,86,required - low density
4052110140,4618168,421395859,2019,2.0,2,required - low density
4052110040,4614965,421395868,2019,2.0,2,required - low density
4061820032,4136688,421397116,2019,2.0,2,required - low density
4076630062,4618239,421397358,2019,2.0,2,required - low density
4157440023,4615226,421400371,2020,2.0,2,required - low density
4157440024,4615224,421400380,2020,2.0,2,required - low density
4046460012,4105230,421400415,2019,2.0,2,required - low density
4046790010,4618561,421400424,2019,2.0,2,required - low density
4046790011,4615120,421400433,2019,2.0,2,required - low density
4060530017,4623354,421400460,2020,1.0,1,required - low density
4000150034,4000012,421400638,2019,10.0,10,not required
4081620508,4616153,421401343,2018,2.0,2,required - low density
4163500400,4466302,421402048,2018,1.0,1,required - low density
4046850023,4617744,421402958,2018,2.0,2,required - low density
4064230033,4618243,421403056,2019,2.0,2,required - low density
4163500400,4620153,421403350,2018,1.0,1,required - low density
4017240041,4615021,421405205,2020,10.0,10,required - low density
4076660019,4618206,421406589,2018,2.0,2,required - low density
4047370054,4107521,421407187,2020,2.0,2,required - low density
4101900038,4617067,421407935,2020,2.0,2,required - low density
4082180470,4618273,421409265,2019,1.0,1,required - low density
4163170015,4617525,421409684,2020,1.0,1,required - low density
4039480008,4614995,421410100,2019,2.0,2,required - low density
4155100078,4297717,421410244,2020,1.0,1,required - low density
4163500400,4620486,421410583,2018,1.0,1,required - low density
4081620507,4169900,421413303,2018,2.0,2,required - low density
4000767506,4000572,421416499,2020,6.0,6,not required
4052080025,4615137,421417504,2018,2.0,2,required - low density
4052080024,4618447,421417513,2018,2.0,2,required - low density
4119720157,4259198,421418380,2019,2.0,2,required - low density
4119720056,4615117,421418399,2019,2.0,2,required - low density
4021860001,4607537,421418558,2019,3.0,3,required - low density
4021860133,4607539,421418567,2019,3.0,3,required - low density
4051490030,4617727,421421964,2020,2.0,2,required - low density
4051490031,4116506,421421973,2020,2.0,2,required - low density
4020090012,4049775,421422945,2020,3.0,3,required - low density
4020090010,4615278,421422954,2020,3.0,3,required - low density
4070270004,4623182,421423187,2020,1.0,1,required - low density
4090850009,4615219,421423347,2018,3.0,3,required - low density
4090850010,4615218,421423356,2018,3.0,3,required - low density
4027160014,4545182,421423757,2019,2.0,2,required - low density
4095030068,4615644,421424104,2020,7.0,7,required - low density
4099440006,4213041,421426497,2020,7.0,7,required - low density
4046920023,4106580,421429136,2018,2.0,2,required - low density
4111010083,4615598,421432541,2019,2.0,2,required - low density
4111010082,4618496,421432550,2019,2.0,2,required - low density
4111010182,4615597,421432569,2019,2.0,2,required - low density
4120700065,4615152,421433540,2020,2.0,2,required - low density
4163500300,4620376,421433611,2019,1.0,1,required - low density
4054090020,4618296,421434068,2019,2.0,2,required - low density
4084890518,4173772,421434282,2019,2.0,2,required - low density
4052060028,4618153,421436798,2020,2.0,2,required - low density
4163500400,4620547,421437341,2018,1.0,1,required - low density
4163040038,4306793,421437378,2019,1.0,1,required - low density
4046010058,4104347,421455053,2020,1.0,1,required - low density
4049870010,4112817,421456310,2018,1.0,1,required - low density
4017000057,4615614,421457177,2018,3.0,3,required - low density
4134360066,4286219,421460234,2020,2.0,2,required - low density
4045780009,4104026,421464221,2019,1.0,1,required - low density
4040600004,4618908,421469397,2020,2.0,2,required - low density
4040600005,4618909,421469404,2020,2.0,2,required - low density
4126860006,4615622,421473346,2019,2.0,2,required - low density
4019830025,4048737,421473355,2019,3.0,3,required - low density
4073090042,4617483,421473694,2019,3.0,3,required - low density
4073090041,4619913,421473701,2019,3.0,3,required - low density
4163500400,4466823,421477146,2019,1.0,1,required - low density
4102020015,4616738,421478662,2019,2.0,2,required - low density
4163500400,4620544,421481621,2018,1.0,1,required - low density
4163400050,4460740,421482513,2018,1.0,1,required - low density
4073020019,4617189,421486715,2020,2.0,2,required - low density
4073020018,4617188,421486724,2020,2.0,2,required - low density
4019350055,4617457,421486966,2019,3.0,3,required - low density
4019350054,4618410,421486975,2019,3.0,3,required - low density
4019350052,4617458,421486984,2019,3.0,3,required - low density
4056320053,4127456,421487000,2019,1.0,1,required - low density
4054080123,4617487,421487064,2019,2.0,2,required - low density
4163500300,4607433,421489491,2018,1.0,1,required - low density
4009690025,4021314,421492067,2019,3.0,3,required - low density
4054080024,4122017,421492799,2019,2.0,2,required - low density
4052200016,4619381,421513179,2020,2.0,2,required - low density
4055420036,4125179,421517638,2019,2.0,2,required - low density
4062490030,4618850,421517898,2018,2.0,2,required - low density
4062490029,4617351,421517914,2018,2.0,2,required - low density
4115610003,4617276,421518405,2019,2.0,2,required - low density
4115610001,4617381,421518414,2019,2.0,2,required - low density
4126170014,4617173,421519100,2019,2.0,2,required - low density
4126170015,4617174,421519119,2019,2.0,2,required - low density
4076500049,4163187,421519654,2020,2.0,2,required - low density
4052510084,4118803,421519958,2020,1.0,1,required - low density
4076600048,4163305,421521259,2019,2.0,2,required - low density
4136090037,4617279,421524728,2020,2.0,2,required - low density
4136090034,4617277,421525415,2020,2.0,2,required - low density
4048790045,4617459,421527020,2020,2.0,2,required - low density
4048790046,4619880,421527039,2020,2.0,2,required - low density
4048790047,4617286,421527048,2020,2.0,2,required - low density
4048790048,4617287,421527057,2020,2.0,2,required - low density
4136090036,4617278,421527565,2020,2.0,2,required - low density
4136090038,4617280,421527583,2020,2.0,2,required - low density
4163500400,4467205,421532210,2018,1.0,1,required - low density
4163500400,4465810,421538722,2018,1.0,1,required - low density
4083370043,4172807,421539295,2019,2.0,2,required - low density
4067290039,4623015,421543173,2020,3.0,3,required - low density
4163500400,4466110,421549532,2020,1.0,1,required - low density
4017180063,4623016,421551154,2020,10.0,10,required - low density
4163500400,4617721,421551163,2019,1.0,1,required - low density
4052040040,4618378,421551207,2020,2.0,2,required - low density
4069000028,4149036,421551323,2020,2.0,2,required - low density
4052040039,4619758,421557639,2020,2.0,2,required - low density
4056170003,4617966,421557657,2020,2.0,2,required - low density
4062890012,4138291,421558889,2019,2.0,2,required - low density
4040500019,4617977,421559343,2020,2.0,2,required - low density
4130930019,4617785,421560368,2019,2.0,2,required - low density
4163500400,4620452,421561090,2019,1.0,1,required - low density
4045300029,4102997,421561474,2020,1.0,1,required - low density
4055420030,4125175,421562017,2019,2.0,2,required - low density
4040500018,4622927,421563383,2020,2.0,2,required - low density
4088270029,4180674,421567986,2019,1.0,1,required - low density
4117670018,4617923,421573880,2019,2.0,2,required - low density
4120670096,4435203,421575593,2018,2.0,2,required - low density
4120670096,4617978,421575600,2018,2.0,2,required - low density
4160640024,4618246,421578028,2020,2.0,2,required - low density
4121440019,4617941,421580211,2020,2.0,2,required - low density
4121440115,4617942,421581069,2020,2.0,2,required - low density
4121440017,4617944,421581256,2020,2.0,2,required - low density
4121440117,4617943,421581274,2020,2.0,2,required - low density
4054220062,4122533,421583637,2020,2.0,2,required - low density
4110940004,4239029,421586466,2020,2.0,2,required - low density
4142531504,4618277,421593966,2019,2.0,2,required - low density
4063930027,4139890,421595946,2019,2.0,2,required - low density
4061820034,4136689,421596053,2020,2.0,2,required - low density
4067290139,4617969,421597775,2020,3.0,3,required - low density
4105490076,4618326,421600823,2019,2.0,2,required - low density
4135530031,4288097,421605392,2019,2.0,2,required - low density
4052100022,4117668,421605980,2020,2.0,2,required - low density
4063740001,4139505,421608442,2020,2.0,2,required - low density
4045470019,4103376,421609833,2020,1.0,1,required - low density
4163500300,4620395,421610153,2019,1.0,1,required - low density
4076650030,4163421,421611027,2020,2.0,2,required - low density
4052100013,4618781,421612286,2020,2.0,2,required - low density
4052200018,4618373,421614541,2020,2.0,2,required - low density
4047990012,4108572,421615498,2019,1.0,1,required - low density
4163500400,4618441,421615773,2020,1.0,1,required - low density
4052040041,4619740,421618173,2020,2.0,2,required - low density
4052040141,4618437,421618182,2020,2.0,2,required - low density
4027080049,4060478,421618734,2020,2.0,2,required - low density
4054210023,4122464,421620008,2020,2.0,2,required - low density
4083040064,4172645,421621365,2020,2.0,2,required - low density
4069540001,4150330,421622266,2020,2.0,2,required - low density
4163500400,4620407,421624013,2020,1.0,1,required - low density
4010870018,4618394,421626191,2020,2.0,2,required - low density
4010870016,4618393,421626208,2020,2.0,2,required - low density
4010870015,4023636,421626217,2020,2.0,2,required - low density
4118660001,4618487,421631158,2019,2.0,2,required - low density
4115590045,4538116,421640488,2020,2.0,2,required - low density
4163400050,4529957,421642066,2020,1.0,1,required - low density
4163500400,4467095,421642075,2020,1.0,1,required - low density
4163500400,4618615,421642084,2020,1.0,1,required - low density
4163500400,4466470,421645955,2020,1.0,1,required - low density
4123990322,4618554,421647891,2019,2.0,2,required - low density
4101750009,4618884,421653829,2019,2.0,2,required - low density
4083460009,4172904,421655792,2020,2.0,2,required - low density
4070700018,4152754,421656728,2020,2.0,2,required - low density
4046860025,4106403,421657442,2020,2.0,2,required - low density
4046220001,4104525,421661277,2020,1.0,1,required - low density
4160620014,4618762,421662962,2020,2.0,2,required - low density
4160620013,4618761,421662971,2020,2.0,2,required - low density
4160620012,4618760,421662980,2020,2.0,2,required - low density
4160050161,4618768,421663015,2020,2.0,2,required - low density
4160050162,4618769,421663024,2020,2.0,2,required - low density
4160050096,4618764,421665807,2020,2.0,2,required - low density
4160050095,4618765,421665816,2020,2.0,2,required - low density
4118630047,4618886,421665843,2020,2.0,2,required - low density
4054090014,4122046,421666931,2020,2.0,2,required - low density
4052340003,4118235,421672265,2020,2.0,2,required - low density
4110940003,4239028,421673594,2020,2.0,2,required - low density
4135010055,4618627,421673969,2020,2.0,2,required - low density
4135010054,4618626,421673996,2020,2.0,2,required - low density
4046670007,4105823,421675761,2020,2.0,2,required - low density
4073070033,4156736,421676939,2020,2.0,2,required - low density
4109840031,4623017,421678152,2020,2.0,2,required - low density
4098820026,4619674,421678562,2020,3.0,3,required - low density
4098820027,4619374,421678795,2020,3.0,3,required - low density
4098820025,4619375,421679641,2020,3.0,3,required - low density
4119410229,4258117,421682469,2020,3.0,3,required - low density
4098820028,4619667,421682959,2020,3.0,3,required - low density
4098820022,4619377,421692528,2020,3.0,3,required - low density
4098820020,4619668,421693340,2020,3.0,3,required - low density
4069850037,4151229,421714363,2020,2.0,2,required - low density
4046510024,4619686,421717084,2020,2.0,2,required - low density
4011610030,4026146,421717100,2020,3.0,3,required - low density
4046510025,4105334,421717119,2020,2.0,2,required - low density
4011610029,4548904,421717155,2020,3.0,3,required - low density
4053880039,4121604,421719180,2020,2.0,2,required - low density
4103860003,4623257,421726181,2020,1.0,1,required - low density
4108920018,4619906,421741850,2020,2.0,2,required - low density
4126000033,4623010,421747453,2020,2.0,2,required - low density
4120130034,4623205,421756530,2020,2.0,2,required - low density
4046530022,4619844,421894739,2020,2.0,2,required - low density
4046530021,4105385,421894873,2020,2.0,2,required - low density
5028360014,5149048,500318756,2010,1.0,1,required - low density
5069930010,5147192,500319372,2012,2.0,2,required - low density
5069930011,5147191,500319381,2012,2.0,2,required - low density
5069930012,5147190,500319390,2012,2.0,2,required - low density
5069930015,5147187,500319425,2010,2.0,2,required - low density
5069930016,5147186,500319434,2011,2.0,2,required - low density
5069930017,5147185,500319443,2010,2.0,2,required - low density
5069930018,5147184,500319452,2011,2.0,2,required - low density
5069930020,5147182,500319470,2010,2.0,2,required - low density
5070220007,5166283,500403529,2011,2.0,2,required - low density
5070220009,5164453,500403538,2011,2.0,2,required - low density
5070220011,5166275,500403547,2011,2.0,2,required - low density
5070220065,5163657,500403645,2011,2.0,2,required - low density
5070220067,5163658,500403654,2011,2.0,2,required - low density
5045990052,5151088,500408392,2011,2.0,2,required - low density
5070220075,5158466,500415446,2011,2.0,2,required - low density
5008710105,5022691,500415785,2010,1.0,1,required - low density
5008710121,5135109,500415838,2010,1.0,1,required - low density
5075720092,5087152,500425845,2010,1.0,1,required - low density
5061060029,5132415,500437814,2010,1.0,1,required - low density
5061060030,5153847,500437823,2010,1.0,1,required - low density
5038040016,5133236,500446207,2011,1.0,1,required - low density
5037370002,5105832,500447046,2011,1.0,1,required - low density
5024000025,5130895,500464231,2017,1.0,1,required - low density
5016900158,5151002,500476898,2014,2.0,2,required - low density
5005040120,5148160,500478217,2010,1.0,1,required - low density
5005040021,5148157,500478226,2010,1.0,1,required - low density
5005040145,5147294,500478244,2012,1.0,1,required - low density
5000440015,5151387,500483256,2012,11.0,11,required - low density
5012220043,5133109,500484692,2015,1.0,1,required - low density
5062350060,5080241,500487449,2020,2.0,2,required - low density
5033740044,5135746,500493049,2011,1.0,1,required - low density
5060460028,5157844,500497438,2010,2.0,2,required - low density
5065590130,5163490,500497811,2010,1.0,1,required - low density
5005750007,5171086,500499720,2019,1.0,1,required - low density
5005750008,5171902,500499739,2019,1.0,1,required - low density
5005750009,5171903,500499748,2019,1.0,1,required - low density
5005750010,5171904,500499757,2019,1.0,1,required - low density
5069760076,5146046,500512108,2011,2.0,2,required - low density
5008670090,5159614,500520117,2011,1.0,1,required - low density
5011400061,5026417,500525381,2017,2.0,2,required - low density
5006600018,5133901,500550931,2010,1.0,1,required - low density
5006600019,5133902,500550940,2010,1.0,1,required - low density
5069760001,5085495,500553849,2011,1.0,1,required - low density
5061460035,5170115,500556187,2018,2.0,2,required - low density
5000380061,5104753,500556418,2017,2.0,2,required - low density
5080080110,5156008,500570269,2010,1.0,1,required - low density
5069440001,5163942,500571160,2011,2.0,2,required - low density
5001820023,5141876,500571794,2011,2.0,2,required - low density
5001820024,5005045,500571801,2019,2.0,2,required - low density
5011000018,5149149,500587643,2019,2.0,2,required - low density
5011000015,5150907,500587652,2016,2.0,2,required - low density
5006310156,5159902,500589570,2010,2.0,2,required - low density
5030660141,5157806,500589936,2010,1.0,1,required - low density
5030660139,5157805,500589945,2010,1.0,1,required - low density
5030660137,5157804,500589954,2010,1.0,1,required - low density
5030660135,5157803,500589963,2010,1.0,1,required - low density
5030660133,5157969,500589972,2010,1.0,1,required - low density
5046900126,5134300,500592637,2010,1.0,1,required - low density
5046900127,5134301,500592646,2010,1.0,1,required - low density
5046900128,5134302,500592655,2010,1.0,1,required - low density
5046900129,5134303,500592664,2010,1.0,1,required - low density
5046900125,5152573,500592673,2010,1.0,1,required - low density
5046900124,5152572,500592682,2010,1.0,1,required - low density
5046900123,5152571,500592691,2010,1.0,1,required - low density
5046900122,5152570,500592708,2010,1.0,1,required - low density
5046900121,5152569,500592717,2010,1.0,1,required - low density
5046900120,5152555,500592726,2010,1.0,1,required - low density
5046900115,5162663,500592735,2010,1.0,1,required - low density
5046900114,5162662,500592744,2010,1.0,1,required - low density
5046900113,5162661,500592753,2010,1.0,1,required - low density
5046900112,5152553,500592762,2010,1.0,1,required - low density
5046900111,5162660,500592771,2010,1.0,1,required - low density
5046900110,5162659,500592780,2010,1.0,1,required - low density
5033740052,5142157,500596884,2010,1.0,1,required - low density
5000230055,5159367,500597366,2010,4.0,4,required - low density
5070220005,5166274,500602902,2011,1.0,1,required - low density
5070220008,5166284,500602911,2011,2.0,2,required - low density
5070220010,5164454,500602920,2011,2.0,2,required - low density
5078840055,5159483,500609424,2013,1.0,1,required - low density
5053200062,5068663,500620928,2015,2.0,2,required - low density
5035620064,5154321,500621259,2010,2.0,2,required - low density
5035620063,5171970,500621384,2010,2.0,2,required - low density
5069790218,5148779,500628555,2014,2.0,2,required - low density
5069790219,5148780,500628564,2014,2.0,2,required - low density
5014780542,5164474,500629705,2012,3.0,3,required - low density
5014780543,5158819,500629714,2012,3.0,3,required - low density
5014780151,5168806,500629723,2014,3.0,3,required - low density
5014780150,5168805,500629732,2016,3.0,3,required - low density
5012430149,5158726,500638740,2012,1.0,1,required - low density
5012430049,5158725,500638759,2012,1.0,1,required - low density
5012430048,5158724,500638768,2012,1.0,1,required - low density
5012430047,5158723,500638777,2012,1.0,1,required - low density
5012430046,5157631,500638786,2012,1.0,1,required - low density
5029890028,5162126,500643878,2011,2.0,2,required - low density
5010880051,5170641,500650048,2014,2.0,2,required - low density
5010880050,5170640,500650057,2014,1.0,1,required - low density
5010880049,5134448,500650066,2014,2.0,2,required - low density
5012550077,5170647,500650146,2010,1.0,1,required - low density
5012550075,5157698,500650155,2010,1.0,1,required - low density
5005560266,5151866,500652064,2010,2.0,2,required - low density
5005560264,5151865,500652073,2010,2.0,2,required - low density
5064310013,5158222,500654204,2012,2.0,2,required - low density
5057250096,5153684,500655481,2013,2.0,2,required - low density
5006880055,5153263,500656738,2012,1.0,1,required - low density
5052750011,5170903,500664444,2016,2.0,2,required - low density
5052750010,5170901,500664453,2016,2.0,2,required - low density
5029080001,5155377,500680881,2019,2.0,2,required - low density
5037390036,5145729,500682567,2010,2.0,2,required - low density
5064420133,5158121,500689276,2010,2.0,2,required - low density
5029987501,5157802,500689347,2011,6.0,6,required - low density
5029987501,5158107,500689356,2011,6.0,6,required - low density
5030370065,5044879,500689917,2011,2.0,2,required - low density
5023700234,5146354,500697310,2011,2.0,2,required - low density
5023700232,5146353,500697329,2012,2.0,2,required - low density
5023700231,5146352,500697338,2013,2.0,2,required - low density
5023700241,5146355,500697347,2011,2.0,2,required - low density
5078610071,5149445,500699023,2011,2.0,2,required - low density
5011940042,5164788,500705766,2014,2.0,2,required - low density
5011940041,5164671,500705775,2014,2.0,2,required - low density
5011980042,5164648,500706364,2014,2.0,2,required - low density
5023700028,5146331,500707201,2010,2.0,2,required - low density
5023700025,5146312,500707229,2010,2.0,2,required - low density
5023700049,5146341,500707489,2010,2.0,2,required - low density
5023700051,5146342,500707498,2011,2.0,2,required - low density
5023700221,5146320,500708193,2013,2.0,2,required - low density
5023700228,5146351,500708200,2012,2.0,2,required - low density
5023700226,5146322,500708219,2013,2.0,2,required - low density
5023700223,5146321,500708503,2013,2.0,2,required - low density
5005010015,5149753,500709058,2010,2.0,2,required - low density
5005010014,5157962,500709067,2010,1.0,1,required - low density
5005010013,5151677,500709076,2010,2.0,2,required - low density
5023700208,5146314,500732031,2010,2.0,2,required - low density
5023700001,5146323,500732077,2012,2.0,2,required - low density
5023700021,5146329,500732736,2010,2.0,2,required - low density
5023700056,5146345,500732745,2014,2.0,2,required - low density
5023700071,5146349,500732754,2010,2.0,2,required - low density
5022850001,5158537,500733646,2013,1.0,1,required - low density
5042130031,5152149,500744215,2012,2.0,2,required - low density
5042130029,5151570,500744224,2012,2.0,2,required - low density
5005380035,5158357,500745410,2011,19.0,19,required - low density
5031200018,5148269,500749684,2016,1.0,1,required - low density
5001010445,5156762,500753749,2010,1.0,1,required - low density
5068270042,5148500,500754445,2010,2.0,2,required - low density
5052990078,5147146,500755211,2011,1.0,1,required - low density
5052990079,5147145,500755220,2011,1.0,1,required - low density
5052990088,5150147,500755319,2010,1.0,1,required - low density
5052990089,5150146,500755328,2010,1.0,1,required - low density
5052990090,5150145,500755337,2010,1.0,1,required - low density
5052990096,5150148,500755346,2010,1.0,1,required - low density
5052990097,5150149,500755355,2010,1.0,1,required - low density
5052990098,5150150,500755364,2010,1.0,1,required - low density
5052990100,5150151,500755373,2010,1.0,1,required - low density
5052990110,5151888,500755426,2010,1.0,1,required - low density
5052990111,5151889,500755435,2010,1.0,1,required - low density
5052990112,5151890,500755444,2010,1.0,1,required - low density
5052990113,5151891,500755453,2010,1.0,1,required - low density
5052990109,5151886,500755462,2010,1.0,1,required - low density
5052990108,5151884,500755471,2010,1.0,1,required - low density
5052990107,5151883,500755480,2010,1.0,1,required - low density
5052990106,5151882,500755499,2010,2.0,2,required - low density
5052990105,5151881,500755505,2010,2.0,2,required - low density
5052990019,5161876,500755667,2012,1.0,1,required - low density
5067290055,5164869,500759510,2017,1.0,1,required - low density
5067290049,5159301,500759547,2015,1.0,1,required - low density
5067290039,5168030,500759565,2014,1.0,1,required - low density
5067290040,5168031,500759574,2014,1.0,1,required - low density
5067290041,5168032,500759583,2014,1.0,1,required - low density
5067290042,5159302,500759592,2011,1.0,1,required - low density
5067290043,5159303,500759609,2015,1.0,1,required - low density
5054330142,5070246,500771907,2011,2.0,2,required - low density
5027050051,5110706,500778394,2018,1.0,1,not permitted
5009510025,5158087,500779357,2014,1.0,1,required - low density
5009510027,5158088,500779366,2012,1.0,1,required - low density
5052260110,5127750,500780354,2020,2.0,2,required - low density
5068400046,5154679,500782049,2017,1.0,1,required - low density
5067500079,5149727,500785625,2012,2.0,2,required - low density
5005370013,5149420,500787124,2011,2.0,2,required - low density
5005370014,5149421,500787133,2015,1.0,1,required - low density
5000640099,5151121,500790003,2012,1.0,1,required - low density
5028590093,5042929,500792127,2010,2.0,2,required - low density
5028590095,5157747,500792136,2010,1.0,1,required - low density
5068560029,5154685,500794018,2011,2.0,2,required - low density
5068730012,5084151,500794456,2010,2.0,2,required - low density
5000170074,5164856,500795160,2011,11.0,11,required - low density
5008030029,5146877,500795491,2020,2.0,2,required - low density
5062470029,5080452,500798434,2012,1.0,1,required - low density
5003110006,5158241,500800029,2014,1.0,1,required - low density
