bbl,bin,jobnum,year,units,counits,parktype
4044300017,4101036,402540381,2010,1.0,1,required - low density
4082530028,4171452,402547115,2010,1.0,1,required - low density
4004157503,4597153,402547712,2015,14.0,14,not required
4102590068,4592136,402550342,2015,2.0,2,required - low density
4102590074,4592138,402551225,2015,2.0,2,required - low density
4050270023,4113947,402551305,2011,3.0,3,required - low density
4050270022,4113946,402551314,2011,3.0,3,required - low density
4101490074,4593935,402553875,2013,1.0,1,required - low density
4087700011,4179349,402555301,2010,1.0,1,required - low density
4142441320,4594561,402555908,2010,2.0,2,required - low density
4000160008,4594739,402556346,2013,199.0,199,not required
4000167502,4616494,402556355,2011,83.0,83,not required
4140770070,4593954,402556710,2010,1.0,1,required - low density
4140770036,4540417,402556809,2014,1.0,1,required - low density
4117620066,4255304,402557826,2019,1.0,1,required - low density
4007600035,4014333,402558004,2010,2.0,2,required - low density
4076130001,4595302,402558086,2013,1.0,1,required - low density
4043150052,4100683,402558246,2012,1.0,1,not permitted
4119320027,4606201,402558610,2012,3.0,3,required - low density
4107660031,4578570,402560251,2012,2.0,2,required - low density
4102230007,4217773,402561349,2012,2.0,2,required - low density
4136270001,4533798,402563276,2010,2.0,2,required - low density
4000210020,4541713,402563454,2013,820.0,820,not permitted
4163500400,4465676,402564319,2010,1.0,1,required - low density
4163500300,4465388,402565087,2011,1.0,1,required - low density
4130860045,4538985,402566415,2010,1.0,1,required - low density
4089460050,4539700,402566585,2011,2.0,2,required - low density
4089460046,4539697,402566601,2011,2.0,2,required - low density
4089460045,4539696,402566610,2011,2.0,2,required - low density
4089460048,4539698,402566629,2011,2.0,2,required - low density
4089460049,4539699,402566638,2011,2.0,2,required - low density
4136930006,4537482,402566914,2010,2.0,2,required - low density
4136930005,4537481,402566923,2010,2.0,2,required - low density
4136930007,4537483,402566932,2010,2.0,2,required - low density
4136930004,4537480,402566941,2010,2.0,2,required - low density
4136930003,4537479,402566950,2010,2.0,2,required - low density
4136930009,4537485,402567003,2012,1.0,1,required - low density
4136930008,4537484,402567566,2011,2.0,2,required - low density
4130220003,4538956,402567655,2010,2.0,2,required - low density
4130220005,4592802,402567664,2010,2.0,2,required - low density
4134560017,4572273,402568477,2011,2.0,2,required - low density
4134560020,4541132,402568486,2011,1.0,1,required - low density
4134560019,4594933,402568501,2011,1.0,1,required - low density
4118160041,4256829,402569216,2012,1.0,1,required - low density
4007980007,4015537,402569555,2010,3.0,3,required - low density
4136930014,4537488,402569680,2010,2.0,2,required - low density
4136930012,4537487,402569699,2010,2.0,2,required - low density
4136930011,4537486,402569706,2011,1.0,1,required - low density
4136930018,4537492,402569751,2010,2.0,2,required - low density
4122120030,4538892,402569804,2010,1.0,1,required - low density
4117740534,4255673,402569902,2011,2.0,2,required - low density
4045730030,4103971,402570142,2012,1.0,1,required - low density
4136930015,4537489,402570151,2010,2.0,2,required - low density
4136930016,4537490,402570160,2010,2.0,2,required - low density
4136930017,4537491,402570179,2010,2.0,2,required - low density
4108310041,4539050,402571169,2010,2.0,2,required - low density
4108310037,4539049,402571187,2010,2.0,2,required - low density
4044390029,4101248,402571301,2015,1.0,1,required - low density
4134810035,4612096,402571971,2014,1.0,1,required - low density
4056180146,4540033,402572300,2011,2.0,2,required - low density
4056180047,4540034,402572934,2011,2.0,2,required - low density
4056180049,4540036,402572943,2011,2.0,2,required - low density
4056180048,4540035,402572952,2011,2.0,2,required - low density
4094890047,4536977,402575030,2010,2.0,2,required - low density
4008720074,4019111,402576565,2012,14.0,14,required - low density
4070500007,4539186,402576583,2020,2.0,2,required - low density
4070500008,4538902,402576592,2020,2.0,2,required - low density
4124880029,4608307,402577154,2014,1.0,1,required - low density
4124880030,4608306,402577163,2014,2.0,2,required - low density
4132500027,4571501,402577617,2010,1.0,1,required - low density
4066100052,4143140,402577751,2011,1.0,1,required - low density
4132500029,4611846,402577788,2011,1.0,1,required - low density
4079010050,4165686,402577902,2010,1.0,1,required - low density
4156280007,4538448,402578019,2010,1.0,1,required - low density
4156280107,4538456,402578028,2010,1.0,1,required - low density
4156280008,4538449,402578037,2010,2.0,2,required - low density
4156280108,4538457,402578046,2010,2.0,2,required - low density
4156280009,4538450,402578055,2011,2.0,2,required - low density
4156280109,4538458,402578064,2010,1.0,1,required - low density
4156280010,4538451,402578073,2010,1.0,1,required - low density
4156280110,4538459,402578082,2010,1.0,1,required - low density
4156280011,4538452,402578091,2010,1.0,1,required - low density
4156280111,4538460,402578108,2010,1.0,1,required - low density
4156280012,4538453,402578117,2010,1.0,1,required - low density
4156280112,4538461,402578126,2010,1.0,1,required - low density
4156280013,4538454,402578135,2012,1.0,1,required - low density
4156280113,4538462,402578144,2010,1.0,1,required - low density
4156280014,4538455,402578153,2010,1.0,1,required - low density
4156280114,4538463,402578162,2010,1.0,1,required - low density
4090410068,4536897,402580202,2010,2.0,2,required - low density
4090410001,4536736,402580319,2010,2.0,2,required - low density
4158060026,4538864,402580346,2010,1.0,1,required - low density
4158060124,4538866,402580355,2011,1.0,1,required - low density
4158060125,4538867,402580364,2010,1.0,1,required - low density
4158060025,4538869,402580373,2010,1.0,1,required - low density
4158060126,4538868,402580382,2011,1.0,1,required - low density
4158060224,4538870,402580391,2010,1.0,1,required - low density
4158060024,4538862,402580408,2010,1.0,1,required - low density
4023690104,4608782,402581256,2015,2.0,2,required - low density
4023690005,4054473,402581265,2015,2.0,2,required - low density
4073690029,4158290,402582656,2010,1.0,1,required - low density
4021930042,4052202,402582772,2018,1.0,1,required - low density
4020040028,4538758,402584413,2010,3.0,3,required - low density
4020040029,4538759,402584440,2010,3.0,3,required - low density
4086370085,4595314,402586732,2013,2.0,2,required - low density
4086370087,4542764,402586741,2013,2.0,2,required - low density
4053550033,4538423,402586938,2010,3.0,3,required - low density
4053550032,4120808,402586947,2010,3.0,3,required - low density
4010840061,4617749,402587278,2019,3.0,3,required - low density
4010840059,4617750,402587287,2019,3.0,3,required - low density
4120640059,4585476,402588507,2011,1.0,1,required - low density
4157410011,4538831,402588534,2011,2.0,2,required - low density
4157410009,4300776,402588543,2011,2.0,2,required - low density
4157410008,4542774,402588552,2011,2.0,2,required - low density
4130270080,4513600,402590497,2011,2.0,2,required - low density
4130270180,4539912,402590503,2011,2.0,2,required - low density
4069580065,4150476,402590601,2010,1.0,1,required - low density
4087610068,4179243,402590852,2010,1.0,1,required - low density
4130270081,4539495,402590905,2011,2.0,2,required - low density
4120060029,4260357,402591986,2019,2.0,2,required - low density
2058251534,2124520,201086387,2012,3.0,3,required - low density
2058251535,2124520,201086396,2012,3.0,3,required - low density
2034600112,2117134,201086412,2010,2.0,2,required - low density
2034600111,2117132,201086421,2010,1.0,1,required - low density
2034600111,2117132,201086430,2010,2.0,2,required - low density
2044160038,2120437,201088063,2012,2.0,2,required - low density
2047550065,2121760,201088401,2011,2.0,2,required - low density
2047550066,2121762,201088410,2011,2.0,2,required - low density
2035090004,2116992,201088429,2010,2.0,2,required - low density
2035090003,2116991,201088438,2017,2.0,2,required - low density
2035090002,2116990,201088447,2011,2.0,2,required - low density
4056180038,4127110,402595492,2010,3.0,3,required - low density
4056180042,4538789,402595508,2010,3.0,3,required - low density
4056180039,4538800,402595517,2010,3.0,3,required - low density
4126580008,4272824,402596124,2012,1.0,1,required - low density
4163500300,4465032,402596311,2010,1.0,1,required - low density
4132910050,4285255,402600440,2014,2.0,2,required - low density
4132910149,4596116,402600459,2014,2.0,2,required - low density
4126790018,4594922,402602545,2013,2.0,2,required - low density
4129900044,4594926,402602901,2012,2.0,2,required - low density
4072600025,4156204,402603018,2011,1.0,1,required - low density
4139610075,4292483,402603517,2010,1.0,1,required - low density
4063640073,4139262,402604794,2010,2.0,2,required - low density
4155450010,4298049,402605409,2013,2.0,2,required - low density
4101630066,4539020,402605445,2011,2.0,2,required - low density
4101460001,4539703,402605472,2011,2.0,2,required - low density
4101460002,4539704,402605481,2011,2.0,2,required - low density
4101460003,4539707,402605490,2012,2.0,2,required - low density
4101460004,4539708,402605506,2011,2.0,2,required - low density
4101300014,4539702,402605748,2011,3.0,3,required - low density
4101210079,4539701,402605800,2011,3.0,3,required - low density
4081970145,4617152,402606444,2016,1.0,1,required - low density
4101400032,4587235,402606863,2011,2.0,2,required - low density
4156220015,4596169,402607345,2015,1.0,1,required - low density
4156220014,4596168,402607390,2016,1.0,1,required - low density
4156220013,4596167,402607407,2015,1.0,1,required - low density
4156220014,4596168,402607504,2015,1.0,1,required - low density
4163500400,4611486,402608503,2016,1.0,1,required - low density
4082490096,4171356,402608692,2010,1.0,1,required - low density
4022320051,4052541,402608870,2014,1.0,1,required - low density
4131430001,4528346,402610073,2010,2.0,2,required - low density
4131430116,4539007,402610082,2010,2.0,2,required - low density
4162680036,4305921,402610297,2010,1.0,1,required - low density
4118220031,4611296,402611232,2020,1.0,1,required - low density
4130830052,4614638,402611802,2017,2.0,2,required - low density
4130830054,4614639,402611811,2017,2.0,2,required - low density
4063260003,4595297,402612794,2011,1.0,1,required - low density
4086530025,4176707,402613070,2017,1.0,1,required - low density
4163500400,4466745,402618299,2011,1.0,1,required - low density
4098437501,4540152,402618342,2010,18.0,18,required - low density
4044410007,4101275,402619029,2010,1.0,1,required - low density
4000307502,4540101,402619065,2010,32.0,32,not required
4093960047,4540073,402619813,2011,3.0,3,required - low density
4093960046,4595336,402619822,2011,3.0,3,required - low density
4088620121,4612024,402624184,2013,2.0,2,required - low density
4117830026,4256014,402625183,2010,2.0,2,required - low density
4019660080,4539555,402625209,2011,3.0,3,required - low density
4016037501,4594920,402625511,2011,9.0,9,required - low density
4005060029,4518927,402626994,2015,79.0,79,required - low density
4013500078,4031917,402627387,2011,4.0,4,required - low density
4132800047,4594928,402627582,2013,2.0,2,required - low density
4132800046,4596056,402627591,2013,2.0,2,required - low density
4132800045,4596055,402627608,2013,2.0,2,required - low density
4060870016,4135457,402627975,2013,2.0,2,required - low density
4102230003,4217769,402629018,2013,2.0,2,required - low density
4090840043,4539427,402629410,2011,3.0,3,required - low density
4090840042,4188944,402629429,2011,3.0,3,required - low density
4111650025,4538720,402632790,2010,2.0,2,required - low density
4092960064,4194582,402632825,2011,1.0,1,required - low density
4117870054,4539465,402633085,2012,2.0,2,required - low density
4132540001,4539712,402633281,2012,2.0,2,required - low density
4111650024,4539216,402633824,2010,2.0,2,required - low density
4081770036,4170056,402633940,2011,1.0,1,required - low density
4071830032,4154405,402637492,2010,1.0,1,required - low density
4016910029,4541399,402644206,2012,2.0,2,required - low density
4016910030,4541400,402644377,2012,2.0,2,required - low density
4006900053,4617260,402644732,2016,3.0,3,required - low density
4093180028,4541534,402644938,2011,1.0,1,required - low density
4077540072,4164027,402648195,2010,1.0,1,required - low density
4040020074,4097069,402650369,2010,2.0,2,required - low density
4056220050,4127177,402651000,2010,1.0,1,required - low density
4063530027,4138963,402654150,2012,2.0,2,required - low density
4063530029,4138964,402654178,2012,2.0,2,required - low density
4004227501,4539113,402654971,2019,182.0,182,not required
4087270077,4178377,402655925,2011,1.0,1,required - low density
4007620160,4014469,402659066,2013,2.0,2,required - low density
4163500300,4465309,402659262,2010,1.0,1,required - low density
4000460011,4539350,402659422,2011,7.0,7,not required
4061810017,4136670,402660269,2010,1.0,1,required - low density
4022420022,4052642,402661133,2016,1.0,1,required - low density
4019980057,4538185,402661295,2012,3.0,3,required - low density
4163500400,4465783,402661375,2012,1.0,1,required - low density
4000280021,4615146,402661945,2013,188.0,188,not required
4056080016,4595372,402186031,2014,2.0,2,required - low density
4056080014,4595375,402186040,2014,2.0,2,required - low density
4003260024,4542928,402186638,2011,3.0,3,required - low density
4157880022,4534931,402188538,2014,3.0,3,required - low density
4156070062,4541461,402189038,2012,2.0,2,required - low density
4156070063,4587190,402189047,2012,2.0,2,required - low density
4134700043,4286634,410006327,2010,2.0,2,required - low density
4054100105,4595291,410006791,2011,2.0,2,required - low density
4054100005,4122078,410006808,2011,2.0,2,required - low density
4056280022,4127376,410007068,2017,1.0,1,required - low density
4091590072,4190933,410007120,2010,2.0,2,required - low density
4000330012,4539348,410007415,2010,5.0,5,not required
4053587501,4120866,410008263,2010,7.0,7,required - low density
4116680009,4451175,410008600,2010,2.0,2,required - low density
4091510014,4190501,410009119,2015,1.0,1,required - low density
4000457501,4539349,410009805,2013,20.0,20,not required
4100500008,4538981,410010517,2010,2.0,2,required - low density
4019900014,4538753,410010848,2012,3.0,3,required - low density
4093530013,4540042,410011044,2011,3.0,3,required - low density
4093530014,4540043,410011053,2011,3.0,3,required - low density
4110710049,4613931,410011259,2011,2.0,2,required - low density
4158030023,4590303,410011437,2010,3.0,3,required - low density
4133050031,4537452,410012061,2011,2.0,2,required - low density
4163500400,4466494,410014265,2010,1.0,1,required - low density
4018570026,4045962,410014826,2010,3.0,3,required - low density
4018570027,4045963,410014835,2010,3.0,3,required - low density
4018570029,4045964,410014844,2010,3.0,3,required - low density
4048550033,4539308,410016673,2011,1.0,1,required - low density
4102230004,4217770,410016815,2010,2.0,2,required - low density
4054010013,4541695,410017468,2012,2.0,2,required - low density
4054010012,4539330,410017477,2012,1.0,1,required - low density
4131570005,4569118,410018163,2010,1.0,1,required - low density
4047980078,4539307,410019938,2010,1.0,1,required - low density
4011290027,4540010,410020187,2011,3.0,3,required - low density
4011290024,4540011,410020196,2011,3.0,3,required - low density
4011290025,4540012,410020203,2011,3.0,3,required - low density
4118030060,4536720,410020971,2014,1.0,1,required - low density
4039640040,4549872,410021220,2010,2.0,2,required - low density
4017670059,4044182,410021248,2013,5.0,5,required - low density
4094620038,4539449,410021756,2011,8.0,8,required - low density
4122550019,4265904,410021961,2010,2.0,2,required - low density
4094510070,4607894,410022336,2016,3.0,3,required - low density
4058070044,4130098,410022746,2015,1.0,1,required - low density
4072580036,4156176,410023996,2010,1.0,1,required - low density
4155770023,4298552,410024138,2013,1.0,1,required - low density
4080590025,4457883,410024842,2010,1.0,1,required - low density
4100500007,4214911,410026920,2010,2.0,2,required - low density
4100070008,4616688,410026975,2017,8.0,8,required - low density
4077970083,4164943,410026984,2010,1.0,1,required - low density
4094510069,4607893,410027206,2016,3.0,3,required - low density
4063717501,4864406,410027741,2019,24.0,24,required - low density
4116980145,4547156,410028303,2014,2.0,2,required - low density
4116980045,4547155,410028312,2014,2.0,2,required - low density
4163050056,4306828,410030087,2015,1.0,1,required - low density
4130330008,4538966,410030880,2010,1.0,1,required - low density
4140770033,4540416,410031889,2014,1.0,1,required - low density
4081800033,4620308,410032370,2010,1.0,1,required - low density
4157610041,4593860,410032637,2011,2.0,2,required - low density
4157610040,4593858,410032646,2011,2.0,2,required - low density
4157610003,4436118,410032655,2011,2.0,2,required - low density
4157610004,4593857,410032664,2011,2.0,2,required - low density
4006460062,4542540,410033066,2010,3.0,3,required - low density
4006460061,4545906,410033075,2010,3.0,3,required - low density
4116960055,4610743,410033538,2012,1.0,1,required - low density
4028090074,4538819,410033869,2010,2.0,2,required - low density
4002677503,4595482,410034966,2013,48.0,48,not required
4000330010,4000156,410035260,2010,5.0,5,not required
4000330011,4538612,410035279,2010,5.0,5,not required
4115560012,4248966,410035705,2013,2.0,2,required - low density
4063810011,4139656,410035830,2010,3.0,3,required - low density
4115560013,4595161,410036287,2013,2.0,2,required - low density
4115560011,4595159,410036401,2013,2.0,2,required - low density
4116200028,4541553,410036410,2011,2.0,2,required - low density
4116200026,4250310,410036429,2011,2.0,2,required - low density
4116200027,4541552,410036438,2011,2.0,2,required - low density
4083780036,4173160,410037419,2010,1.0,1,required - low density
4142551707,4610815,410039845,2015,2.0,2,required - low density
4142552707,4610816,410039998,2015,2.0,2,required - low density
4017240046,4548843,410041299,2010,3.0,3,required - low density
4004350013,4539949,410041538,2013,709.0,709,not required
4125170039,4583893,410041627,2010,2.0,2,required - low density
4140820029,4539486,410042118,2011,1.0,1,required - low density
4163500400,4466003,410042993,2011,1.0,1,required - low density
4052840052,4119535,410043055,2011,1.0,1,required - low density
4092370001,4192948,410044447,2018,1.0,1,required - low density
4099660061,4213559,410044759,2016,1.0,1,required - low density
4131340063,4282113,410045981,2010,2.0,2,required - low density
4131340064,4539006,410045990,2010,2.0,2,required - low density
4022420013,4052639,410046196,2014,1.0,1,required - low density
4045250060,4539396,410046418,2010,1.0,1,required - low density
4087710055,4179397,410050224,2010,1.0,1,required - low density
4049490006,4541413,410050527,2011,1.0,1,not permitted
4123620038,4577671,410050849,2010,2.0,2,required - low density
4123620040,4538906,410050858,2010,2.0,2,required - low density
4059800048,4133138,410051223,2010,2.0,2,required - low density
4082430323,4171226,410051376,2010,1.0,1,required - low density
4056730032,4128218,410051633,2012,1.0,1,required - low density
4163500300,4620394,410052240,2017,1.0,1,required - low density
4163500400,4466336,410052277,2018,1.0,1,required - low density
4006110064,4538644,410052874,2010,3.0,3,required - low density
4006110065,4538643,410052883,2010,2.0,2,required - low density
4000417501,4539250,410053409,2010,32.0,32,not required
4022200017,4565420,410053855,2011,1.0,1,required - low density
4048450054,4109588,410055238,2016,1.0,1,required - low density
4058020001,4129937,410055434,2012,1.0,1,required - low density
4076540049,4595304,410057209,2012,2.0,2,required - low density
4076540050,4595303,410057218,2013,2.0,2,required - low density
4076630039,4163358,410057655,2010,2.0,2,required - low density
4163500400,4465919,410057977,2010,1.0,1,required - low density
4073080066,4603847,410058798,2010,1.0,1,required - low density
4062390006,4137590,410062015,2011,2.0,2,required - low density
4057830047,4537826,410062550,2010,2.0,2,required - low density
4057830044,4620334,410062569,2010,2.0,2,required - low density
4142401330,4612731,410062881,2014,2.0,2,required - low density
4142391176,4612160,410062961,2014,2.0,2,required - low density
4007737501,4615016,410063639,2016,3.0,3,required - low density
4118220001,4256982,410065218,2010,1.0,1,required - low density
4116530037,4251582,410065307,2010,2.0,2,required - low density
4127200137,4594925,410066262,2012,1.0,1,required - low density
4163500300,4465131,410067216,2012,1.0,1,required - low density
4027180030,4060776,410068368,2011,3.0,3,required - low density
4027180029,4060775,410068377,2012,2.0,2,required - low density
4024710043,4057077,410068563,2010,4.0,4,required - low density
4019410072,4047716,410068965,2010,2.0,2,required - low density
4054590018,4542656,410070845,2011,2.0,2,required - low density
4054590020,4584446,410070854,2011,2.0,2,required - low density
4091230055,4620289,410071835,2010,3.0,3,required - low density
4039167505,4541647,410072077,2010,12.0,12,required - low density
4039167505,4541657,410072120,2010,6.0,6,required - low density
4042270032,4099853,410072442,2011,2.0,2,required - low density
4054590021,4542657,410072479,2011,2.0,2,required - low density
4054590019,4542658,410072488,2011,2.0,2,required - low density
4054140042,4608535,410072870,2015,2.0,2,required - low density
4054140041,4122167,410072889,2015,2.0,2,required - low density
4071157502,4540082,410073058,2010,6.0,6,required - low density
4006770146,4537244,410073496,2010,3.0,3,required - low density
4006770045,4011061,410073502,2010,3.0,3,required - low density
4134690042,4286599,410073637,2015,2.0,2,required - low density
4064060022,4140186,410074315,2010,2.0,2,required - low density
4134600026,4528613,410075920,2010,2.0,2,required - low density
4134600026,4528613,410075939,2010,2.0,2,required - low density
4050177502,4483670,410076037,2012,8.0,8,required - low density
4124500032,4268960,410078954,2013,2.0,2,required - low density
4054420060,4864615,410079043,2012,2.0,2,required - low density
4054420062,4123328,410079052,2012,2.0,2,required - low density
4054420162,4596230,410079061,2017,2.0,2,required - low density
4087760067,4179526,410081030,2013,1.0,1,required - low density
4010050003,4616467,410089149,2016,3.0,3,required - low density
4010050001,4616468,410089158,2016,3.0,3,required - low density
4123040001,4541669,410090841,2012,2.0,2,required - low density
4123040003,4541670,410090850,2012,2.0,2,required - low density
4050537501,4114829,410092661,2011,15.0,15,required - low density
4060500001,4134595,410092858,2013,1.0,1,required - low density
4082470046,4171310,410093376,2011,1.0,1,required - low density
4106510072,4227537,410093562,2019,1.0,1,required - low density
4098800004,4539458,410094044,2015,8.0,8,required - low density
4095060024,4201356,410094366,2010,2.0,2,required - low density
4163500300,4530026,410094785,2017,1.0,1,required - low density
4004220001,4538465,410095016,2013,142.0,142,not required
4096220022,4206371,410095141,2011,2.0,2,required - low density
4105140018,4223949,410096257,2011,1.0,1,required - low density
4008317501,4542578,410096453,2012,10.0,10,required - low density
4045450025,4561544,410097256,2010,1.0,1,required - low density
4155420207,4539475,410097979,2011,1.0,1,required - low density
4071830040,4154408,410099539,2012,1.0,1,required - low density
4045450026,4561537,410099959,2010,1.0,1,required - low density
4132860034,4611937,410100563,2012,2.0,2,required - low density
4062570026,4137866,410101857,2010,1.0,1,required - low density
4129000007,4277518,410103025,2011,1.0,1,required - low density
4004137501,4596253,410103677,2013,117.0,117,not required
4014940009,4036905,410104532,2013,2.0,2,required - low density
4067520095,4146804,410104943,2010,3.0,3,required - low density
4098390058,4613116,410106692,2014,2.0,2,required - low density
4062250010,4137370,410107058,2010,2.0,2,required - low density
4007150020,4594965,410108075,2012,3.0,3,required - low density
4050270024,4113948,410108342,2011,3.0,3,required - low density
4100790009,4215361,410108707,2015,2.0,2,required - low density
4122000006,4538879,410109626,2010,1.0,1,required - low density
4122000004,4588623,410109635,2010,1.0,1,required - low density
4122000005,4538878,410109644,2010,1.0,1,required - low density
4015400059,4038612,410110151,2010,3.0,3,required - low density
4122000002,4538873,410110295,2013,1.0,1,required - low density
4122000001,4588621,410110302,2013,1.0,1,required - low density
4122000003,4538874,410110311,2013,1.0,1,required - low density
4098890066,4211393,410112122,2011,1.0,1,required - low density
4122970004,4538555,410112621,2010,1.0,1,required - low density
4122970005,4538435,410112630,2010,1.0,1,required - low density
4055690050,4125737,410113149,2014,1.0,1,required - low density
4000297502,4541432,410114326,2017,21.0,21,not required
4000300029,4000093,410114424,2020,8.0,8,not required
4083040083,4605305,410114736,2010,2.0,2,required - low density
4039167505,4541649,410114852,2010,12.0,12,required - low density
4039167505,4541640,410117751,2010,21.0,21,required - low density
4163500300,4464786,410119312,2016,1.0,1,required - low density
4010910028,4023838,410119321,2010,2.0,2,required - low density
4056670054,4128047,410120159,2011,3.0,3,required - low density
4107020073,4229285,410120266,2014,1.0,1,required - low density
4163500400,4615700,410121522,2011,1.0,1,required - low density
4163500400,4467048,410122059,2011,1.0,1,required - low density
4122150006,4542804,410123833,2011,2.0,2,required - low density
4122150004,4571835,410123842,2011,2.0,2,required - low density
4163500400,4453836,410124887,2012,1.0,1,required - low density
4071070001,4153060,410125136,2011,1.0,1,required - low density
4054410059,4123274,410126377,2010,2.0,2,required - low density
4100510034,4598770,410127161,2013,2.0,2,required - low density
4015440047,4538592,410128847,2010,3.0,3,required - low density
4015440046,4538591,410128856,2010,3.0,3,required - low density
4015440045,4538590,410128865,2010,3.0,3,required - low density
4076650071,4539191,410129560,2010,2.0,2,required - low density
4076650068,4538911,410129579,2010,2.0,2,required - low density
4076650066,4539189,410129588,2010,2.0,2,required - low density
4116670006,4539472,410132734,2011,2.0,2,required - low density
4116670005,4252124,410132743,2011,2.0,2,required - low density
4082560035,4171510,410134947,2011,1.0,1,required - low density
4073080074,4156792,410135134,2010,2.0,2,required - low density
4081740017,4170027,410135777,2011,1.0,1,required - low density
4086930103,4177541,410136883,2011,1.0,1,required - low density
4010850032,4540062,410137329,2010,2.0,2,required - low density
4007560073,4014204,410138630,2012,1.0,1,required - low density
4099440014,4618517,410139620,2013,9.0,9,required - low density
4063690011,4139389,410140351,2010,2.0,2,required - low density
4076500022,4539424,410140878,2010,2.0,2,required - low density
4076500021,4163176,410140887,2010,2.0,2,required - low density
4163500400,4465897,410143599,2018,1.0,1,required - low density
4032860049,4595049,410146195,2013,1.0,1,required - low density
4010850034,4540063,410146827,2010,2.0,2,required - low density
4017190014,4538715,410146961,2010,2.0,2,required - low density
4017190012,4538716,410146970,2010,2.0,2,required - low density
4094520007,4541556,410147185,2012,3.0,3,required - low density
4094520110,4541559,410147194,2012,3.0,3,required - low density
4004140035,4005003,410147452,2011,86.0,86,not required
4004140117,4594898,410147461,2017,79.0,79,not required
4004140121,4540695,410147470,2014,88.0,88,not required
4163500400,4466568,410147906,2011,1.0,1,required - low density
4094520008,4541557,410148068,2012,3.0,3,required - low density
4019420018,4538750,410148442,2010,4.0,4,required - low density
4109490086,4595236,410148585,2012,2.0,2,required - low density
4046730017,4567779,410148594,2010,2.0,2,required - low density
4109490084,4595238,410148870,2012,2.0,2,required - low density
4028210013,4595011,410149423,2012,3.0,3,required - low density
4019420019,4538751,410149487,2010,4.0,4,required - low density
4055490008,4620241,410149664,2011,2.0,2,required - low density
4055490006,4595293,410149673,2011,2.0,2,required - low density
4022170047,4052256,410150321,2012,1.0,1,required - low density
4072420037,4155814,410150330,2018,1.0,1,required - low density
4049820038,4112715,410151017,2010,1.0,1,required - low density
4094520010,4541558,410151071,2012,3.0,3,required - low density
4081490071,4169708,410151277,2010,1.0,1,required - low density
4084430124,4173661,410151419,2013,1.0,1,required - low density
4163400050,4620375,410154773,2017,1.0,1,required - low density
4081810024,4170088,410155040,2010,1.0,1,required - low density
4045220008,4102752,410155335,2011,1.0,1,required - low density
4094370016,4199142,410156913,2010,3.0,3,required - low density
4082070042,4170538,410158653,2011,1.0,1,required - low density
4119470208,4435132,410159153,2013,1.0,1,required - low density
4063810019,4139660,410159563,2010,3.0,3,required - low density
4063810017,4139659,410159572,2010,3.0,3,required - low density
4163150075,4306965,410159661,2011,1.0,1,required - low density
4017540029,4043708,410159885,2016,3.0,3,required - low density
4017550101,4043820,410160178,2011,3.0,3,required - low density
4055140035,4616431,410161408,2014,2.0,2,required - low density
4095540017,4203610,410162595,2011,2.0,2,required - low density
4073060016,4156694,410162844,2010,2.0,2,required - low density
4046510029,4105336,410163157,2010,2.0,2,required - low density
4117450003,4254598,410163594,2010,1.0,1,required - low density
4090290020,4187492,410164968,2012,3.0,3,required - low density
4090290019,4543148,410164977,2013,3.0,3,required - low density
4094440021,4595308,410165048,2011,2.0,2,required - low density
4094440056,4595306,410165119,2011,2.0,2,required - low density
4140770031,4540415,410165413,2011,1.0,1,required - low density
4022430016,4052659,410165486,2010,1.0,1,required - low density
4090600002,4539340,410165609,2013,2.0,2,required - low density
4090600001,4539339,410165618,2013,2.0,2,required - low density
4063200041,4138664,410165672,2011,2.0,2,required - low density
4052880040,4539351,410166029,2010,2.0,2,required - low density
4052880039,4539344,410166038,2010,2.0,2,required - low density
4094440055,4595307,410166467,2011,2.0,2,required - low density
4140770069,4593952,410168269,2011,1.0,1,required - low density
4140770065,4594297,410168278,2011,1.0,1,required - low density
4140770067,4594296,410168287,2011,1.0,1,required - low density
4140770063,4594298,410168296,2011,1.0,1,required - low density
4104540040,4539036,410168946,2010,1.0,1,required - low density
4073060017,4538909,410169204,2010,2.0,2,required - low density
4117460056,4254675,410169712,2010,2.0,2,required - low density
4082490109,4171362,410170700,2011,1.0,1,required - low density
4028710038,4065201,410171843,2011,3.0,3,required - low density
4028710040,4539402,410171852,2011,3.0,3,required - low density
4069610046,4595299,410172049,2012,2.0,2,required - low density
4126540024,4591352,410172316,2010,2.0,2,required - low density
4040810003,4098234,410172646,2010,2.0,2,required - low density
4039160009,4538290,410174653,2011,2.0,2,required - low density
4039160111,4538291,410174662,2011,2.0,2,required - low density
4039160011,4538289,410174671,2011,2.0,2,required - low density
4039160013,4538292,410174680,2011,2.0,2,required - low density
4039160014,4538293,410174699,2011,2.0,2,required - low density
4039160015,4538294,410174706,2011,2.0,2,required - low density
4097240196,4595346,410175215,2011,81.0,81,required - low density
4039160038,4538228,410176759,2011,2.0,2,required - low density
4039160037,4538229,410176768,2011,2.0,2,required - low density
4039160036,4538230,410176777,2011,2.0,2,required - low density
4039160033,4538231,410176786,2011,2.0,2,required - low density
4039160032,4538232,410176795,2011,2.0,2,required - low density
4039160031,4538233,410176802,2011,2.0,2,required - low density
4039160029,4538234,410176811,2011,2.0,2,required - low density
4083420030,4538336,410179248,2011,2.0,2,required - low density
4119410282,4258142,410179275,2010,1.0,1,required - low density
