,bin,filename,url
64,3018305,320293133,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=293000&cofomatadata5=320293133.PDF
65,3423390,320297013,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=297000&cofomatadata5=320297013.PDF
66,3055691,320297898,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=297000&cofomatadata5=320297898.PDF
67,3397426,320300189,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=300000&cofomatadata5=320300189.PDF
68,3397427,320300198,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=300000&cofomatadata5=320300198.PDF
69,3397429,320300205,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=300000&cofomatadata5=320300205.PDF
70,3397428,320300214,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=300000&cofomatadata5=320300214.PDF
71,3425082,320300900,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=300000&cofomatadata5=320300900.PDF
72,3396510,320305013,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=305000&cofomatadata5=320305013.PDF
73,3397439,320305022,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=305000&cofomatadata5=320305022.PDF
74,3421785,320311284,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=311000&cofomatadata5=320311284.PDF
75,3397896,320311462,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=311000&cofomatadata5=320311462.PDF
76,3064031,320311658F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=311000&cofomatadata5=320311658F.PDF
77,3073439,320313380,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=313000&cofomatadata5=320313380.PDF
78,3423715,320313399,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=313000&cofomatadata5=320313399.PDF
79,3075054,320313406,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=313000&cofomatadata5=320313406.PDF
80,3072450,320313415,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=313000&cofomatadata5=320313415.PDF
81,3422079,320313424,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=313000&cofomatadata5=320313424.PDF
82,3422257,320313433,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=313000&cofomatadata5=320313433.PDF
83,3398148,320313442,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=313000&cofomatadata5=320313442.PDF
84,3072349,320314218,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=314000&cofomatadata5=320314218.PDF
85,3397450,320314904,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=314000&cofomatadata5=320314904.PDF
86,3397451,320314913,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=314000&cofomatadata5=320314913.PDF
87,3397452,320314922,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=314000&cofomatadata5=320314922.PDF
88,3397448,320316305,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=316000&cofomatadata5=320316305.PDF
89,3397449,320316314,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=316000&cofomatadata5=320316314.PDF
90,3420452,no co,
91,3051349,320318205,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=318000&cofomatadata5=320318205.PDF
92,3397438,320318214,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=318000&cofomatadata5=320318214.PDF
93,3398591,320321139F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=321000&cofomatadata5=320321139F.PDF
94,3399916,320321219F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=321000&cofomatadata5=320321219F.PDF
95,3397477,diff job num,
96,3397478,diff job num,
97,3397464,320324207-15,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=324000&cofomatadata5=320324207-15.PDF
98,3397474,320324449,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=324000&cofomatadata5=320324449.PDF
99,3398122,320324458,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=324000&cofomatadata5=320324458.PDF
100,3413780,no co,
101,3398121,320325439,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=325000&cofomatadata5=320325439.PDF
102,3067959,320326447,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=326000&cofomatadata5=320326447.PDF
103,3067960,320326456,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=326000&cofomatadata5=320326456.PDF
104,3049008,320327339,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=327000&cofomatadata5=320327339.PDF
105,3396730,320328329,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=328000&cofomatadata5=320328329.PDF
106,3421999,320328524,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=328000&cofomatadata5=320328524.PDF
107,3421744,320328775,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=328000&cofomatadata5=320328775.PDF
108,3420455,320333322,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=333000&cofomatadata5=320333322.PDF
109,3251328,320333616,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=333000&cofomatadata5=320333616.PDF
110,3413789,320334811,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=334000&cofomatadata5=320334811.PDF
111,3414009,320335936,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=335000&cofomatadata5=320335936.PDF
112,3418332,320336506,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=336000&cofomatadata5=320336506.PDF
113,3021699,no co,
114,3054991,320338782,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=338000&cofomatadata5=320338782.PDF
115,3413773,320342884,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=342000&cofomatadata5=320342884.PDF
116,3421737,320342893,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=342000&cofomatadata5=320342893.PDF
117,3421740,320342900,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=342000&cofomatadata5=320342900.PDF
118,3421738,320342919,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=342000&cofomatadata5=320342919.PDF
119,3421734,320342928,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=342000&cofomatadata5=320342928.PDF
120,3421735,320342937,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=342000&cofomatadata5=320342937.PDF
121,3421736,320342946,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=342000&cofomatadata5=320342946.PDF
122,3421733,320342955,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=342000&cofomatadata5=320342955.PDF
123,3421739,320342964,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=342000&cofomatadata5=320342964.PDF
124,3423384,320344711,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=344000&cofomatadata5=320344711.PDF
125,3397820,320344999,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=344000&cofomatadata5=320344999.PDF
126,3397821,320345006,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=345000&cofomatadata5=320345006.PDF
127,3397822,320345015,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=345000&cofomatadata5=320345015.PDF
128,3397823,320345024,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=345000&cofomatadata5=320345024.PDF
129,3397824,320345033,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=345000&cofomatadata5=320345033.PDF
130,3397825,320345042,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=345000&cofomatadata5=320345042.PDF
131,3397826,320345051,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=345000&cofomatadata5=320345051.PDF
132,3426435,320350678F,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=350000&cofomatadata5=320350678F.PDF
133,3398102,320351043,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=351000&cofomatadata5=320351043.PDF
134,3413762,320351329,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=351000&cofomatadata5=320351329.PDF
135,3425486,320351631,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=351000&cofomatadata5=320351631.PDF
136,3397702,320353023,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=353000&cofomatadata5=320353023.PDF
137,3397897,320353586-02,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=353000&cofomatadata5=320353586-02.PDF
138,3256244,320354086,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=354000&cofomatadata5=320354086.PDF
139,3427146,no co,
140,3397863,320354941,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=354000&cofomatadata5=320354941.PDF
141,3069999,320354996,https://a810-bisweb.nyc.gov/bisweb/CofoDocumentContentServlet?cofomatadata1=cofo&cofomatadata2=B&cofomatadata3=320&cofomatadata4=354000&cofomatadata5=320354996.PDF
142,3061842,no co,
